gene_name,P2_Arm,P3_Arm,P4_Arm,P5_Arm,P6_Arm,P7_Arm,P8_Arm,P9_Arm,P10_Arm,P2_Cl13,P3_Cl13,P4_Cl13,P5_Cl13,P6_Cl13,P7_Cl13,P8_Cl13,P9_Cl13,P10_Cl13
Itgb1,0.7660027,0.8714166,0.6756773,0.51776105,0.6941809,2.437504,0.57509947,2.332638,2.7022693,1.170579,1.6924542,1.2123939,1.0401446,1.194385,2.42177,1.6560235,1.3265488,1.4250488
Aasdhppt,0.029709078,0.028331032,0.035771504,0.03465573,0.037289117,0.035358813,0.019449176,0.015278452,0.019843172,0.037013303,0.016315566,0.017055973,0.02268161,0.037666988,0.026758721,0.027325977,0.01580965,0.015370494
Dync2h1,0.50096273,0.27522698,0.3966792,0.35231403,0.47371352,0.31594044,0.1790694,0.24781358,0.2409415,0.49173528,0.33492845,0.4084745,0.3785323,0.52962756,0.35231113,0.29647896,0.34502774,0.46495163
Birc2,0.41688016,0.5795261,0.59934413,0.46256337,0.42106158,0.50852215,0.47130886,0.4571876,0.4554399,0.42147112,0.5436152,0.60940146,0.50176096,0.47009295,0.51010275,0.35540277,0.38735154,0.4368279
Birc3,1.3335527,1.7653757,1.5889614,1.161573,1.2065142,1.482528,1.2674581,1.3816787,1.2284942,1.2191852,1.6397028,1.6771308,1.3299185,1.3360475,1.3903881,1.0360876,1.28533,1.4546155
Cep57,1.1532391,1.3028479,1.1667335,1.2346045,0.7997748,0.76607037,0.6859715,0.6355537,0.48265165,1.0702652,1.1569897,1.1476486,1.216899,0.7989295,0.73299235,0.5471581,0.6081407,0.41566902
Endod1,0.052910153,0.05278952,0.05206001,0.059374157,0.05734457,0.036553588,0.03115866,0.021267742,0.03046112,0.033199526,0.060695343,0.05391921,0.05446362,0.05823238,0.074774966,0.050464034,0.062262543,0.03720121
Kdm4d,0.58573174,0.67915285,0.70596534,0.56482327,0.5933553,0.63935107,0.34053794,0.38536087,0.1541022,0.58759576,0.735779,0.70760804,0.5290295,0.7095899,0.85560685,0.31236082,0.6836546,0.52822614
Ankrd49,0.027775846,0.023131633,0.024370523,0.019297438,0.02192856,0.016987443,0.07987488,0.0141679235,0.0063677733,0.017043114,0.010436228,0.016944034,0.031777564,0.022549914,0.017908255,0.0126275495,0.018526796,0.02082062
Izumo1r,0.019856542,0.010615212,0.011341004,0.012277595,0.012919365,0.06460207,0.017553352,0.0023292203,7.469621e-05,0.043365948,0.01679572,0.012210991,0.014387904,0.012831003,0.086809784,0.015573442,0.006055724,0.0
Panx1,0.40506187,0.5103381,0.48821527,0.45363182,0.5569815,0.3934354,0.44177487,0.4054994,0.52476704,0.38019243,0.5168991,0.519195,0.47114816,0.5528106,0.37361327,0.31343833,0.39834595,0.35652333
Med17,0.2519723,0.24151981,0.26834235,0.24562368,0.30624464,0.20612498,0.15770365,0.1784551,0.17782123,0.27108255,0.26231632,0.3011776,0.2625159,0.25771222,0.19372469,0.1838473,0.20851108,0.2153573
4931406C07Rik,0.012061132,0.0063550947,0.006159674,0.0112469755,0.0069621955,0.0052393344,0.0037641558,0.00832372,0.009201381,0.012948696,0.0151299825,0.010275369,0.0027485457,0.0038299814,0.014735021,0.0070480993,0.0,0.0
Cep295,0.37748063,0.44250572,0.39106125,0.35635605,0.2959877,0.25699794,0.24895932,0.18688686,0.19545224,0.42135558,0.39471924,0.3865037,0.3249323,0.20081912,0.24375848,0.16321118,0.19638604,0.21981937
Zfp560,0.34084222,0.21972544,0.30598277,0.29774496,0.35385638,0.23085596,0.24106316,0.24139592,0.29927674,0.46149704,0.30201504,0.2864252,0.30481184,0.3081609,0.33678105,0.3398096,0.23368189,0.24353564
Zfp26,0.13146335,0.12537001,0.14568885,0.1334311,0.14557396,0.12745935,0.062877744,0.08085639,0.11387681,0.11606336,0.14519055,0.15196913,0.14109305,0.17982417,0.15775359,0.09859939,0.12915678,0.14416811
Zfp426,0.106029384,0.11449328,0.114290155,0.10511885,0.08888371,0.05822274,0.08008998,0.058970314,0.091490224,0.14749305,0.11660214,0.13271306,0.08158074,0.12548843,0.09489309,0.18268912,0.11022149,0.06066115
Zfp266,0.2697027,0.2138946,0.22828828,0.21375048,0.21511321,0.18470801,0.19610618,0.18683104,0.17348664,0.36126256,0.2608344,0.24646616,0.23829454,0.25775513,0.25030327,0.15545468,0.20538133,0.2813212
Fbxl12,0.047211114,0.06486852,0.0660964,0.05281105,0.0811881,0.06433015,0.13170749,0.13346846,0.15822285,0.073981844,0.058134373,0.06361704,0.033102065,0.075605154,0.071277864,0.059114728,0.062226035,0.028334105
Eif3g,0.024053033,0.010555923,0.014812832,0.022990366,0.024342962,0.019464672,0.004228711,0.021198219,0.014926907,0.012087286,0.015186682,0.011778969,0.011496475,0.022704005,0.014411213,0.011393915,0.014220613,0.0
Dnmt1,0.59259,0.36317092,0.4619344,0.68117267,0.4500921,0.18204671,0.23918715,0.12722252,0.12030149,0.6605762,0.30855736,0.41163346,0.69708294,0.35326162,0.15981205,0.25622326,0.12199501,0.16312617
Tyk2,0.08726321,0.08941595,0.09311746,0.09061624,0.10378069,0.09609104,0.07705847,0.12524427,0.26446354,0.091155015,0.113503665,0.09330062,0.13915028,0.12869596,0.13741554,0.26275158,0.2106085,0.2878422
Cdc37,0.051134896,0.0410044,0.04689877,0.06492441,0.06222698,0.027285112,0.029954605,0.057230335,0.04425964,0.050415337,0.043957148,0.06580281,0.0700697,0.065882936,0.046173748,0.020706046,0.056662466,0.016801665
Keap1,0.10412384,0.10454115,0.08965932,0.080983706,0.088456765,0.058892585,0.066327006,0.057401776,0.06675602,0.06449671,0.09509469,0.10952624,0.08563798,0.08659091,0.0634008,0.10218923,0.12696323,0.1408957
S1pr5,0.0023193785,0.0020363664,0.004235376,0.0018390062,0.004932056,0.0011240884,0.0,0.004768853,0.04620214,0.0,0.0033322577,0.0008053699,0.00072468776,0.00032024717,0.00078721554,0.00055909314,0.0,0.0
Kri1,0.36235437,0.30502158,0.3855525,0.35844848,0.29402742,0.24516319,0.1984463,0.22138737,0.22130372,0.2581414,0.2693319,0.30738515,0.31009206,0.28421777,0.262948,0.19514708,0.19864742,0.22427434
Cdkn2d,0.012111922,0.011392544,0.009120709,0.00781956,0.0072473716,0.0038087144,0.009305753,0.0050383825,0.007250161,0.006999978,0.0026832665,0.0049071964,0.0038189737,0.0028622707,0.004156037,0.0035434226,0.0,0.0
Tmed1,0.02316208,0.008325932,0.01837712,0.02425969,0.033251368,0.01903015,0.03690246,0.010168656,0.008254924,0.016114326,0.01657471,0.032588676,0.031245653,0.016049143,0.013720363,0.0074625793,0.012029963,0.027222747
Spc24,0.09817289,0.0950525,0.08730859,0.09261668,0.07551131,0.011935394,0.026870722,0.006409564,0.00092631753,0.13840784,0.08913961,0.09064383,0.090613686,0.0488821,0.019629003,0.013518821,0.005581095,0.0
Ecsit,0.08355263,0.05856732,0.07041844,0.07079077,0.0821314,0.12367174,0.11047326,0.06671522,0.07485194,0.107158355,0.0756085,0.080808595,0.10212049,0.12902734,0.08605189,0.06087156,0.09330703,0.10339989
Elof1,0.015334825,0.009743518,0.011236864,0.009153181,0.0053172437,0.0034564373,0.0017960044,0.0013880837,6.102304e-05,0.015094452,0.001950863,0.0052096746,0.010305159,0.0017867063,0.005230226,0.0008953134,0.0015930275,0.0
Acp5,0.059543237,0.09472491,0.085727066,0.07194154,0.10806289,0.108072735,0.061353482,0.12695467,0.1205133,0.03690293,0.09266606,0.05882182,0.066331185,0.07582543,0.087413415,0.13380733,0.079818174,0.12773502
Zfp599,0.031967897,0.010842642,0.017805662,0.017617045,0.018942937,0.02501459,0.024597023,0.0085354475,0.006691493,0.030703833,0.023750165,0.02676445,0.019389145,0.014981697,0.010921463,0.016624535,0.02386669,0.0
Zfp810,0.04762544,0.07650982,0.07953268,0.058716685,0.060696196,0.06166337,0.114526235,0.13260244,0.15028687,0.14261802,0.12403254,0.119298264,0.07926901,0.07266556,0.1785767,0.13962908,0.056277968,0.065086894
Anln,0.4404011,0.6433423,0.41551512,0.4969502,0.11823925,0.17183635,0.053748127,0.032547623,0.02976966,0.43017036,0.8013805,0.49722156,0.51361734,0.10712785,0.07411281,0.098392084,0.07128924,0.05359637
Rp9,0.2569988,0.19330898,0.22016758,0.25757942,0.2550217,0.17980805,0.14354263,0.24131785,0.25630632,0.2939587,0.23368742,0.16858396,0.20029958,0.22061892,0.256938,0.32044452,0.20347258,0.30228734
Dpy19l1,0.33386153,0.27741832,0.28552672,0.33857015,0.31370193,0.22262032,0.23079987,0.317408,0.38201684,0.2648747,0.21834135,0.20344293,0.23604935,0.23693347,0.14671126,0.4059211,0.23097242,0.24500725
Herpud2,0.20342329,0.21795309,0.20975727,0.14680521,0.20064825,0.17854044,0.18099412,0.15870652,0.17138349,0.17373873,0.20653433,0.19903226,0.18779318,0.20394614,0.15450807,0.16984183,0.16515332,0.04459448
Acad8,0.04588348,0.0199798,0.0308378,0.022816326,0.033094283,0.037545476,0.044348788,0.033029795,0.045699887,0.03629932,0.040015783,0.0307804,0.025166184,0.040427797,0.023715755,0.052216984,0.043905232,0.05160178
Vps26b,0.1375357,0.11826403,0.12823732,0.13075322,0.17028387,0.18966867,0.268226,0.15839729,0.16065392,0.17258969,0.09576662,0.1419164,0.13699019,0.1567483,0.10602885,0.13481218,0.16446501,0.13449273
St14,0.019921541,0.013152301,0.01214016,0.011600065,0.008695833,0.01018518,0.0031025773,0.0033979432,0.00015093408,0.044521917,0.034727607,0.026372226,0.03662479,0.024908558,0.030674174,0.04634156,0.021425692,0.0
Aplp2,0.20806967,0.3818041,0.27914342,0.2588771,0.2876483,0.19825205,0.55640507,0.4528246,0.3940343,0.22937292,0.36524844,0.3074476,0.31354657,0.34941867,0.16499603,0.12757976,0.31516933,0.35625026
Fli1,2.209029,3.8882737,2.967177,2.8371165,3.308274,3.378451,4.039458,5.0435205,4.4912314,2.718684,3.7779582,3.1548214,2.8872077,3.738709,3.012616,5.349369,4.396794,4.7152715
St3gal4,0.5063031,0.63857317,0.4984872,0.58812,0.5710208,0.62769973,1.2174023,0.94127834,1.1166701,0.24006106,0.3024308,0.21854031,0.28645578,0.1973894,0.2540641,0.49117228,0.31302693,0.11453678
Dcps,0.18997218,0.14190225,0.15662545,0.16048308,0.16608554,0.09384262,0.117866315,0.1055621,0.12542781,0.15063484,0.16689803,0.17652,0.19462755,0.19073899,0.14276165,0.21763285,0.12979159,0.14133632
Tirap,0.019273615,0.013232963,0.021717383,0.016995993,0.023926815,0.0064660166,0.0058332672,0.008781843,0.0035991757,0.017287508,0.024800135,0.030712646,0.026278438,0.018111952,0.025275597,0.026364537,0.013522706,0.0
Foxred1,0.010802753,0.018664436,0.011970142,0.013981808,0.013137426,0.008090035,0.0056537753,0.007249066,0.008242306,0.01730147,0.017062468,0.011917923,0.016817397,0.018797876,0.013137009,0.01745926,0.015443465,0.0
Fam118b,0.060347497,0.057186026,0.0628075,0.04908588,0.05887768,0.061061624,0.08524439,0.070197344,0.049257096,0.05501482,0.07689524,0.05515158,0.06370705,0.061363082,0.071506195,0.14082171,0.061086506,0.044012222
Hyls1,0.019512609,0.019996317,0.012243987,0.010633671,0.010476087,0.009823096,0.0037005786,0.0048670205,0.010393362,0.0062153325,0.017709214,0.0142179215,0.0077070002,0.009542042,0.0015005101,0.0036225433,0.0,0.0
Chek1,0.13650686,0.07907543,0.099632464,0.16251683,0.12579653,0.0555997,0.030555896,0.020061668,0.016938856,0.18599933,0.070292704,0.083945654,0.15964139,0.08861024,0.047830738,0.024193505,0.015707184,0.033235952
Stt3a,0.64127845,0.59719884,0.62749344,0.649679,0.71178705,0.44733095,0.44684082,0.3833701,0.3625289,0.61240745,0.6196887,0.6810835,0.6657652,0.7161469,0.5570575,0.3562293,0.48372552,0.6099162
Ei24,0.063559726,0.03587215,0.040768035,0.055795513,0.050890006,0.045781203,0.07423483,0.05529241,0.053125404,0.05610524,0.08200709,0.08356794,0.061178215,0.061249044,0.05967601,0.080362044,0.096247785,0.055426322
Slc37a2,0.024102118,0.016698452,0.014189394,0.024808444,0.0150339175,0.029198775,0.13272871,0.020285029,0.021060582,0.021302966,0.059797585,0.041668616,0.03927575,0.045830306,0.013664376,0.11811312,0.07569807,0.0
Ccdc15,0.43326324,0.37994462,0.38347033,0.3586907,0.23462375,0.11992312,0.079400174,0.1037814,0.09595104,0.45700982,0.46516192,0.49844375,0.3956572,0.1633238,0.11051613,0.1768026,0.1066738,0.058240972
Nrgn,0.021947125,0.007683883,0.014807789,0.008377828,0.013457066,0.0047196317,0.0,0.0010932811,0.0,0.07729452,0.061759323,0.059145153,0.0597299,0.02507919,0.046179853,0.0672957,0.022472324,0.02082062
Tbrg1,0.06237566,0.04109879,0.05157704,0.044306234,0.08438993,0.054124955,0.10441336,0.070275396,0.061595913,0.06701904,0.04676505,0.049221024,0.046405423,0.07543208,0.084097065,0.0725048,0.024125485,0.12552412
Gramd1b,2.9663887,2.9078772,3.318659,3.0489638,3.0199296,4.536484,2.6207428,3.1468558,2.731081,3.4332027,3.5985682,3.7801502,3.6522062,3.4941466,4.597235,3.4421613,3.6065528,3.2809598
Crtam,0.30778575,0.22384384,0.32621405,0.31257018,0.22310714,1.0622786,0.30438012,0.22522886,0.12587537,0.51197195,0.33371472,0.30628464,0.31727988,0.2053724,1.16953,0.19055288,0.15641217,0.18571223
Ubash3b,0.29705334,0.7260895,0.44711676,0.47589907,0.59548634,0.6584337,2.0800931,0.76258355,1.1607677,0.63118804,0.82202625,0.57228863,0.72598684,0.8260591,0.9550331,1.8178171,1.1328973,1.9433751
Sorl1,0.42761067,0.5564463,0.4714435,0.48113623,0.48985064,0.80830395,1.313646,1.2864155,0.9824222,0.37244776,0.4332443,0.32239312,0.4050876,0.45704284,0.6312068,1.0270369,0.7549544,0.7525772
Sc5d,0.059009567,0.07095146,0.0611142,0.061808627,0.07888467,0.06989768,0.03287196,0.048307836,0.053995337,0.054502606,0.054607075,0.06794491,0.069663815,0.07088995,0.040568862,0.033709507,0.050630365,0.05391743
Tbcel,0.0898067,0.1217576,0.115333244,0.11140764,0.15581703,0.22197093,0.24355331,0.2519221,0.20118387,0.09892754,0.1347689,0.12763022,0.100062184,0.13237786,0.22588125,0.27702633,0.18879402,0.1600168
Arhgef12,0.17693481,0.13858706,0.15799624,0.1669918,0.27353323,0.21905223,0.18090338,0.2992319,0.58691853,0.26496345,0.1443186,0.13407001,0.17403215,0.26413265,0.1924627,0.4334004,0.20694974,0.23452316
Cbl,0.74351376,0.7708904,0.75033575,0.7374389,0.7539563,0.6720158,0.6822054,0.64473283,0.71066076,0.87790716,0.9485434,0.88721174,0.78017694,0.8766086,0.78597087,0.7432028,0.8052421,0.8041879
Hinfp,0.05794839,0.05471621,0.044669643,0.04883942,0.03548358,0.035037387,0.039736204,0.014614441,0.014759155,0.041210666,0.052515652,0.059850287,0.058697928,0.035599515,0.041630223,0.021040564,0.04534393,0.0
C2cd2l,0.0077967662,0.009309756,0.007241161,0.017584119,0.007661581,0.007611622,0.0,0.0072218687,0.005032645,0.012411278,0.008944734,0.007007294,0.007085962,0.013162494,0.0092670685,0.008184871,0.01451734,0.035768576
Hmbs,0.006686658,0.0057253554,0.006388391,0.010215427,0.009706762,0.007645696,0.0015248092,0.0008949729,2.9669185e-05,0.02056175,0.007505389,0.009435544,0.011277984,0.004079341,0.0024911752,0.0018697127,0.0,0.0
Vps11,0.07808104,0.09193891,0.075206526,0.07600016,0.11547911,0.04895101,0.075858496,0.07223175,0.087703474,0.057698824,0.08475211,0.088091545,0.08106758,0.09311434,0.06439193,0.054193478,0.06563212,0.03843662
Trappc4,0.027250819,0.030477228,0.0328255,0.026360143,0.040222105,0.0068767304,0.028874923,0.027185861,0.015971176,0.0072941827,0.03349137,0.02246087,0.019254224,0.034049157,0.020576673,0.013701147,0.014733333,0.04928425
Ccdc84,0.022027722,0.025646547,0.021798095,0.021061422,0.016994914,0.018860722,0.006712828,0.0122248065,0.018993447,0.028982395,0.02340949,0.027695736,0.02081143,0.027681956,0.024317209,0.020049796,0.01637759,0.01723267
Cxcr5,0.046698287,0.045895703,0.038050227,0.040237255,0.031431604,0.32748568,0.020831136,0.024688283,0.007735018,0.05637581,0.035932247,0.03371554,0.023221444,0.026620714,0.2638083,0.008881332,0.011322267,0.0
Arcn1,0.27252033,0.2727085,0.31250274,0.27958694,0.3142471,0.2637208,0.15218875,0.21421753,0.19396925,0.23256966,0.2614702,0.2927918,0.26780337,0.24611065,0.22701511,0.13469923,0.22491291,0.17379974
Kmt2a,0.6363015,0.5228311,0.5085324,0.45955044,0.47622675,0.51993835,0.53617644,0.62967694,0.6846346,0.89696777,0.74923396,0.71370137,0.67497677,0.6310893,0.67715484,0.8430534,0.70373416,0.77054214
Atp5l,0.05822568,0.0480695,0.06090567,0.052011006,0.059573464,0.044459183,0.045217205,0.025105936,0.032219402,0.063105084,0.061525296,0.0663449,0.055797957,0.07854747,0.055184152,0.03896632,0.028548602,0.07527966
Ube4a,0.47507885,0.42529753,0.4539323,0.41310316,0.4857129,0.44955984,0.41790664,0.5501707,0.6010744,0.55178744,0.5274495,0.48198786,0.45980752,0.5669251,0.42880687,0.5626842,0.53000176,0.52350676
Cd3g,0.14834884,0.19863804,0.18263678,0.18089241,0.18996935,0.1145014,0.19469707,0.13079448,0.12303434,0.15184066,0.12618572,0.14370912,0.18215843,0.20011108,0.12686191,0.16945188,0.2608849,0.12576945
Cd3e,0.39514217,0.3810383,0.3980558,0.41426805,0.44568184,0.23669173,0.33669496,0.32261074,0.27004963,0.33003506,0.41784307,0.39266354,0.4236131,0.35767037,0.33747768,0.3453364,0.27710333,0.43399486
Il10ra,0.25738618,0.5018639,0.39995658,0.33831203,0.46697757,0.29936558,0.86337954,0.3271671,0.3815308,0.22938296,0.42673257,0.2999068,0.33185202,0.39944735,0.32061088,0.7399701,0.51786655,0.4412237
Cep164,0.04303901,0.032824017,0.04252501,0.045955017,0.04464989,0.02813866,0.025092348,0.034442917,0.045731533,0.03300469,0.040149882,0.02606153,0.034237064,0.022663075,0.027801575,0.058124002,0.037775546,0.0
Rnf214,0.15608375,0.21536268,0.17524411,0.17739095,0.19478245,0.17864981,0.18822971,0.1861885,0.22652148,0.18432786,0.17081155,0.15623413,0.17642085,0.19455525,0.23321152,0.22332348,0.13200124,0.2833463
Sidt2,0.11897348,0.1954357,0.1739796,0.12052595,0.16232881,0.22067404,0.3023414,0.3013669,0.25445512,0.11804361,0.15313035,0.16537486,0.13303971,0.17860898,0.20890844,0.15881212,0.30386636,0.2195811
Pafah1b2,0.3019252,0.31084937,0.30844897,0.31841868,0.31513083,0.24685806,0.3204097,0.22722502,0.21446818,0.32373434,0.27906504,0.2740732,0.2988163,0.31258297,0.23952419,0.23543458,0.2697293,0.2091259
Rexo2,0.15188836,0.06782798,0.12021742,0.13431692,0.10860323,0.04991256,0.05381693,0.041490253,0.039170526,0.18054403,0.10778344,0.11638793,0.12849958,0.14559008,0.06781997,0.08921293,0.11518614,0.095046274
Rbm7,0.03599489,0.044611096,0.045928974,0.026031455,0.044663236,0.024485929,0.050993767,0.036787145,0.04569159,0.018223004,0.046400588,0.044512574,0.036091715,0.027039811,0.042635765,0.018544758,0.014961468,0.03893469
Zbtb16,0.01968169,0.019070199,0.0201446,0.022223486,0.039917517,0.004936106,0.08112463,0.019940965,0.0056748255,0.003202199,0.0138491085,0.006516725,0.007873708,0.0025744645,0.002200157,0.007683032,0.0,0.030112803
Ncam1,0.016015245,0.02991166,0.015132439,0.015718192,0.0036090764,0.0,0.0,0.0022235306,0.0002437057,0.00952718,0.006501713,0.014999506,0.031873047,0.025630757,0.000682909,0.04434826,0.014756778,0.0
Pts,0.039882038,0.029832592,0.03974733,0.029783182,0.046045113,0.043404896,0.0147055285,0.048155338,0.05685902,0.05798841,0.03680503,0.035921328,0.03810631,0.051684245,0.07744697,0.09633875,0.061133582,0.09178379
Sdhd,0.031519126,0.021733902,0.021289816,0.011969629,0.027324688,0.03341254,0.034505527,0.013008981,0.0113433385,0.016785083,0.015912764,0.021357222,0.020781672,0.031667326,0.016581852,0.035570055,0.009340414,0.0
Nkapd1,0.14659773,0.07913129,0.11809419,0.1230147,0.10583822,0.11416007,0.028467147,0.06598514,0.060013134,0.12992066,0.08759838,0.11849385,0.11827832,0.11058747,0.10876333,0.053237222,0.06984421,0.05430518
Dlat,0.1122602,0.08913212,0.09273301,0.1325301,0.10380829,0.044314645,0.09441246,0.116050966,0.12910089,0.107809104,0.09451031,0.094845645,0.08788657,0.09551298,0.07947718,0.109057665,0.07996626,0.044551898
1110032A03Rik,0.15130746,0.13313831,0.17322612,0.13614859,0.13205458,0.08351008,0.049319882,0.050041933,0.049261965,0.09759864,0.10621858,0.1508789,0.10010249,0.114102095,0.0875405,0.055351492,0.074847266,0.04820247
Sik2,0.9119206,0.8962022,0.8405182,0.9218347,0.96150845,0.99750376,1.0326332,0.984758,1.0539566,0.8813709,0.71549904,0.6377292,0.7413406,0.753048,0.6486314,0.7497729,0.6312609,0.784245
Fdx1,0.017716134,0.006578392,0.016651252,0.014871562,0.0253866,0.015393302,0.024717722,0.008596525,0.0103732515,0.020840269,0.01313401,0.012567317,0.010553227,0.014626815,0.017945852,0.006403307,0.004437669,0.0
Zc3h12c,0.06201582,0.013372862,0.01897386,0.016655734,0.016646743,0.008201572,0.006506381,0.010016714,0.01856769,0.11303629,0.028450163,0.059022915,0.046646778,0.045866057,0.029496858,0.074329,0.058885172,0.09840992
Ddx10,1.3813282,0.92087525,1.220086,1.2854383,1.4156326,0.9490572,0.94692767,0.9226729,0.9995067,1.4815335,0.88979954,1.1954875,1.3492982,1.5428835,1.1938629,0.974961,1.411551,1.4333428
Atm,0.5854035,0.28687352,0.4162762,0.51178694,0.55211335,0.5003152,0.29556993,0.4450806,0.41618386,0.58896875,0.3546862,0.32321513,0.52572083,0.43284294,0.445569,0.5981541,0.3444294,0.3252867
Acat1,0.16931523,0.11039286,0.16949554,0.16877808,0.17860039,0.11867193,0.1123877,0.13323997,0.15599282,0.21518625,0.15764107,0.17896233,0.18754227,0.15840016,0.17958742,0.15510932,0.14621489,0.033389598
Cul5,0.343012,0.3689578,0.36472934,0.29790473,0.4102107,0.5385473,0.30705196,0.47110772,0.4683364,0.42160353,0.32212898,0.37613475,0.31456363,0.39353028,0.42996645,0.4673423,0.43189594,0.3159012
Acsbg1,0.21877423,0.42484316,0.3245157,0.32260615,0.47737986,0.18810531,0.5730081,0.46459627,0.29092732,0.13535488,0.32606,0.3551469,0.34422606,0.55690575,0.15152335,0.416609,0.4513531,0.43341172
