,All_P0,Act-Arm_P0,Act-Cl13_P0,All_P1,Act-Arm_P1,Act-Cl13_P1,All_P2,Act-Arm_P2,Act-Cl13_P2,All_P3,Act-Arm_P3,Act-Cl13_P3,All_P4,Act-Arm_P4,Act-Cl13_P4,All_P5,Act-Arm_P5,Act-Cl13_P5,All_P6,Act-Arm_P6,Act-Cl13_P6,All_P7,Act-Arm_P7,Act-Cl13_P7,All_P8,Act-Arm_P8,Act-Cl13_P8,All_P9,Act-Arm_P9,Act-Cl13_P9,All_P10,Act-Arm_P10,Act-Cl13_P10
Cnot6l,1.9938678,1.9946305,1.9899784,2.4065006,2.4065006,2.7916808,3.5659375,3.5967565,3.1953335,2.8989844,3.1766944,2.6008813,3.182176,3.2655473,2.758781,3.12776,3.2014885,2.9901338,3.2627213,3.43907,2.9684172,3.2673678,3.782456,3.1305275,2.8568237,3.171181,2.8495636,4.2822213,4.2935033,3.559355,3.5487123,3.5486455,3.3527656
Baz2a,0.4957394,0.4957524,0.49667585,0.4769776,0.4769776,0.26935142,0.37606865,0.37478712,0.38111332,0.5464614,0.5286155,0.5656179,0.50073844,0.48927456,0.55895686,0.4762619,0.47649282,0.47583094,0.63849866,0.61910594,0.6708627,0.6363878,0.5436146,0.66103435,0.71503896,0.80379254,0.7129893,0.6030987,0.60037696,0.7827516,0.6714735,0.6720191,0.48346016
Stat3,1.7601546,1.7594904,1.755564,3.0965812,3.0965812,1.9940827,3.3802772,3.2406182,4.2608323,4.2013597,3.400382,5.0611567,4.3648844,4.002585,6.204797,4.806478,3.8322737,6.6249924,4.6733193,3.830051,6.0806284,6.1271515,4.916539,6.4487677,4.013739,5.966289,3.9686456,3.5219297,3.4762664,6.340016,3.5355818,3.5328019,4.3979955
Id2,0.13246855,0.13239415,0.13167436,0.1406778,0.1406778,0.0571445,0.23985785,0.24481907,0.20143855,0.4130067,0.49822634,0.32152897,0.34589112,0.36017567,0.27334797,0.2689199,0.29503432,0.220173,0.3736695,0.4065492,0.3187975,0.17326069,0.22436702,0.15968357,0.4726701,0.49974117,0.47204491,0.40695387,0.40807894,0.3295815,0.40845448,0.40829298,0.41948298
Padi4,0.0003066927,0.00030703307,0.00031082786,0.000375633,0.000375633,0.0,0.012504029,0.01210548,0.0144833885,0.0028486329,0.0030153848,0.0026696357,0.01100929,0.010213656,0.015049862,0.0038376348,0.00449348,0.0026133908,0.008177078,0.007133306,0.0099190045,0.0021943436,0.0032663385,0.001909553,0.007452089,0.0,0.0076241926,0.0022281536,0.0021246118,0.0085141305,0.0039882218,0.003940947,0.017692229
Tet3,0.8465842,0.84577954,0.84963334,0.3275642,0.3275642,0.8317324,0.2108323,0.210812,0.29387844,0.17866029,0.18472917,0.17214575,0.17895985,0.17934763,0.17699051,0.15308504,0.15778746,0.1443072,0.15921454,0.15355788,0.1686548,0.27340293,0.29573026,0.26747134,0.31743065,0.22813402,0.31949294,0.25467893,0.25565347,0.18956196,0.20988731,0.20958966,0.29610854
Klra6,0.006136979,0.0061437907,0.006219725,0.008657098,0.008657098,0.2202104,0.008144604,0.009072272,0.052341193,0.0019605171,0.0036584772,0.00013786886,0.0027407762,0.0031282564,0.00077298336,0.0006433103,0.0009879408,0.0,0.00411086,0.005184063,0.0023198188,0.0028193176,0.0096292365,0.0010101664,0.00019557688,0.008664056,0.0,0.0025887706,0.0026284282,0.0,0.006721747,0.006735839,0.0
Polr2a,1.1534331,1.1526072,1.1465933,2.0895417,2.0895417,0.9160336,1.6256595,1.6369394,1.3960228,2.009527,2.164133,1.8435674,1.8863451,1.9036461,1.798483,1.7003884,1.7535415,1.6011697,1.9181072,1.9973736,1.7858216,1.5194907,1.6126596,1.494739,0.87234455,1.0016919,0.86935735,1.3054112,1.3048835,1.3607805,1.5185089,1.5196248,1.1005746
Taf15,0.8332964,0.83373564,0.83341503,0.80690455,0.80690455,1.1081274,2.331654,2.3401105,2.0149367,2.1036656,2.1185884,2.0876467,2.1387477,2.1541243,2.0606587,2.7181816,2.799819,2.565792,1.8830894,1.9643145,1.7475352,1.2761809,1.3570663,1.2546924,1.5487638,1.3049344,1.554395,1.0510429,1.0500208,1.1323271,1.1191641,1.1198745,0.9237849
Csf3r,0.0013583618,0.0013598694,0.0013766768,0.0,0.0,0.0,0.009066113,0.008013457,0.01877207,0.0,0.0,0.0,0.0074654184,0.007649652,0.006529799,0.0011479697,0.0015658606,0.00036790688,0.0026414946,0.0034598974,0.0012756833,0.0017690749,0.0022905194,0.0016305458,0.00037466866,0.0,0.00038332152,0.0013497903,0.0013704678,0.0,0.0024804857,0.0022287003,0.08172139
Igf1r,0.8534193,0.8535587,0.85516703,0.5541732,0.5541732,0.0,0.045733232,0.04146181,0.11036276,0.0034455562,0.0025673585,0.0043882434,0.02135937,0.022459328,0.0157733,0.017080817,0.014363123,0.022153849,0.008621651,0.01003899,0.0062562902,0.026934912,0.011814011,0.030951994,0.01762038,0.0063670515,0.01788027,0.009131366,0.009207166,0.0039631748,0.0048222085,0.004404009,0.1362023
Polr2d,0.020539053,0.020561848,0.020438507,0.03343546,0.03343546,0.0,0.040101517,0.041446634,0.023357453,0.040459476,0.042289075,0.03849552,0.037742022,0.036216453,0.04548952,0.038981546,0.034407794,0.04751921,0.038107987,0.032991428,0.046646886,0.020604953,0.021295357,0.020421537,0.011200638,0.051466934,0.0102707,0.01585168,0.015615159,0.029644374,0.0125499545,0.012576264,0.0
Drap1,0.30507866,0.30506998,0.30518278,0.239929,0.239929,0.44519824,0.66055405,0.6590449,0.6260073,0.38476062,0.40592098,0.36204636,0.49579337,0.50379264,0.45516983,0.4858338,0.50777555,0.44487584,0.47196117,0.49186575,0.43874297,0.33259717,0.3227227,0.33522046,0.40663636,0.48755085,0.40476766,0.3182902,0.31749764,0.35782707,0.34470347,0.34473774,0.30776966
Hnrnpul1,0.21210925,0.21200742,0.21061894,0.27065617,0.27065617,0.1020391,0.5213443,0.525067,0.42272675,0.42309874,0.4385958,0.40646368,0.44453067,0.4534872,0.39904568,0.4778778,0.48552248,0.4636077,0.3816218,0.41087613,0.33280003,0.2472731,0.28366286,0.23760565,0.24053954,0.2645236,0.23998564,0.30766088,0.3084472,0.257495,0.3195076,0.31936806,0.2767938
Entpd1,0.008656736,0.008666344,0.008638597,0.018680584,0.018680584,0.04771699,0.10813982,0.106131054,0.120144695,0.3215395,0.32997364,0.312486,0.2191988,0.22387527,0.19544964,0.19588369,0.20039408,0.18746431,0.2843177,0.28338614,0.28587237,0.028167708,0.038351625,0.025462206,0.8157494,0.6339548,0.8199479,0.308376,0.30929556,0.24864453,0.47709435,0.47708127,0.6261437
Carf,0.124990284,0.12499533,0.12501742,0.06947256,0.06947256,0.07795594,0.06806664,0.07137713,0.04203968,0.050343882,0.034639485,0.06720152,0.042351786,0.04286677,0.03973648,0.036309823,0.037019357,0.03498536,0.034504555,0.034026146,0.03530296,0.055983756,0.052813582,0.05682596,0.020892726,0.031971917,0.020636855,0.06077486,0.06066536,0.066814914,0.067816004,0.06785662,0.06941
Prmt1,0.09647118,0.09641755,0.09600844,0.14396459,0.14396459,0.04941147,0.19922353,0.19995455,0.16648647,0.10980778,0.11150872,0.10798194,0.13292724,0.13270184,0.1340719,0.12833908,0.13350825,0.11869,0.13693875,0.14172196,0.12895615,0.13251536,0.10867916,0.13884778,0.06505236,0.1070284,0.064082935,0.05003602,0.049842585,0.059365045,0.049700465,0.0495273,0.11011692
Polr3f,0.06094474,0.06088977,0.061260507,0.07449732,0.07449732,0.0,0.096694075,0.09597516,0.08883467,0.09083127,0.0870778,0.09486038,0.10032135,0.10097377,0.09700811,0.09979915,0.11491281,0.071587,0.117349476,0.12951446,0.09704766,0.075101756,0.08996532,0.07115304,0.05149434,0.035878893,0.051854976,0.06501878,0.06525799,0.053376116,0.055485215,0.05536831,0.08720838
Bsg,0.051456876,0.0514242,0.05136563,0.046748213,0.046748213,0.14755926,0.16554439,0.16603856,0.1529269,0.10652722,0.11978257,0.09229848,0.15843076,0.1642917,0.12866634,0.11803802,0.1250825,0.104888335,0.13887073,0.15064052,0.11922843,0.07315341,0.06845336,0.07440204,0.04805599,0.09380525,0.04699943,0.063042276,0.06286601,0.0787684,0.062604986,0.06247984,0.09457889
Hmgb2,0.07128725,0.07136637,0.07057487,0.11091877,0.11091877,0.10477028,0.87709594,0.88482386,0.66657645,0.90352243,0.901489,0.9057052,0.83016664,0.8355769,0.80269116,0.86017996,0.8786646,0.82567525,0.54260886,0.5937167,0.4573163,0.34334934,0.36486742,0.33763275,0.34546947,0.3860104,0.34453318,0.34963173,0.34957287,0.35306984,0.3001722,0.30031723,0.28924626
Zranb2,0.10325018,0.10336478,0.10307946,0.11831481,0.11831481,0.12786269,0.2227938,0.21977489,0.21714798,0.15904786,0.15225251,0.16634221,0.174185,0.17640655,0.16290301,0.2002467,0.20522347,0.19095676,0.20066197,0.19966634,0.20232354,0.19261841,0.18041234,0.19586115,0.17362744,0.15861295,0.1739742,0.13152172,0.13111836,0.15782307,0.14754863,0.14715447,0.23675486
Calcoco1,0.05867594,0.058662087,0.059034184,0.056702085,0.056702085,0.07075261,0.012901703,0.013700191,0.011188534,0.034837663,0.041705642,0.027465342,0.019558428,0.020059008,0.017016262,0.018560931,0.01820339,0.019228335,0.023480052,0.021463003,0.026846254,0.04624088,0.04622687,0.046244603,0.048337825,0.067687795,0.047890943,0.044201896,0.04456432,0.022314392,0.044537906,0.044574317,0.018112896
Slamf7,0.027790783,0.02774174,0.026873175,0.18619968,0.18619968,0.19518095,1.4942518,1.5292237,1.0064888,1.4040112,1.5845503,1.2102145,1.5600383,1.6047268,1.333091,1.40233,1.5179236,1.1865555,1.6109773,1.696803,1.467745,1.0129076,0.8943408,1.0444065,0.88070786,1.3229989,0.8704933,0.89984983,0.8964726,1.0859954,0.84161186,0.8411066,1.0502799
Atad2b,1.7839808,1.78375,1.7822591,1.927333,1.927333,1.8054425,0.99984604,1.0012884,1.1178066,1.0708797,1.0277326,1.1171954,1.022817,1.0355818,0.9579915,1.0328133,0.9908088,1.1112219,1.0017018,0.9629352,1.0663983,1.6196287,1.717414,1.5936506,1.4366027,1.5187403,1.4347059,1.7152503,1.7216065,1.2991903,1.834054,1.8357403,1.2830962
Mef2d,0.853571,0.8538521,0.8493189,1.9814872,1.9814872,1.1461527,1.1460472,1.1583929,1.0820385,1.5782689,1.7278023,1.4177548,1.4733042,1.4813191,1.432601,1.3693697,1.4142511,1.2855911,1.379585,1.3470699,1.4338487,1.5505776,1.7978082,1.4848974,1.1241862,1.5755702,1.1137617,1.9241333,1.926685,1.7516091,1.8704079,1.8702163,1.9353114
Eya2,0.7344244,0.73434454,0.73731387,0.3502704,0.3502704,0.5454724,0.17114003,0.17716266,0.19286573,0.12424148,0.15047714,0.09607923,0.15913874,0.17094904,0.09916091,0.110057354,0.12314492,0.08562724,0.11411245,0.123120315,0.09907945,0.05165802,0.1367895,0.029041635,0.15553801,0.1690836,0.15522519,0.29738405,0.29860932,0.20892565,0.05051178,0.050421786,0.062292974
Xab2,0.00921882,0.009229052,0.00916676,0.033841405,0.033841405,0.038478907,0.04104887,0.041707326,0.035822675,0.056936074,0.059791233,0.053871248,0.054919,0.05467919,0.05613688,0.056626525,0.055501483,0.058726598,0.053753573,0.047885723,0.063546285,0.044236433,0.038935885,0.0456446,0.03445437,0.029889958,0.034559783,0.05297498,0.053329945,0.028235005,0.03909162,0.039173573,0.0
Taf4b,0.6969933,0.6969967,0.69444233,1.6490638,1.6490638,0.8440316,0.49034005,0.50169635,0.44942972,0.41769245,0.34860647,0.49185175,0.5111654,0.49171224,0.6099569,0.5002858,0.41727635,0.6552368,0.5089003,0.47269234,0.5693267,0.7549674,0.7505002,0.7561541,0.25073436,0.3869603,0.24758828,0.5122475,0.50757366,0.79486233,0.27873617,0.2785483,0.2834744
Chd9,1.1031039,1.1039623,1.1084276,0.41012073,0.41012073,0.8877442,0.50307614,0.49500394,0.61078495,0.37359804,0.32978177,0.42063195,0.3812589,0.38247627,0.3750766,0.36488432,0.35603416,0.38140455,0.43953213,0.41443154,0.48142183,0.6740328,0.585094,0.6976606,0.9411936,0.66921836,0.9474748,0.6894898,0.6933935,0.47257683,0.8672457,0.86702377,0.91774374
Zfp277,0.5464576,0.5466003,0.54725635,0.34544504,0.34544504,0.3577396,0.26442063,0.26635805,0.30390084,0.24988791,0.20928009,0.29347774,0.23117667,0.22658195,0.25451064,0.21098998,0.20284975,0.22618508,0.22410803,0.21183796,0.24458525,0.27977523,0.27057508,0.2822194,0.39760527,0.3045462,0.39975443,0.33716762,0.33709094,0.3504653,0.3498914,0.34979156,0.39451978
Fosb,0.098559245,0.098412365,0.09735824,0.408534,0.408534,0.08526696,0.2913338,0.29668894,0.21600887,0.27668294,0.2783707,0.27487126,0.30682606,0.31206593,0.28021565,0.34311527,0.35659358,0.3179558,0.24159616,0.24933675,0.2286781,0.3173381,0.42192376,0.28955343,0.065089084,0.15207659,0.06308013,0.26413545,0.26561362,0.17454936,0.2593445,0.2595264,0.11504158
Mxi1,0.22605471,0.22612074,0.22566305,0.15791598,0.15791598,0.020453487,0.7636457,0.7679811,0.61754435,1.1258377,1.1245846,1.1271828,1.0873045,1.0276703,1.390153,1.1638987,1.1370577,1.2140021,1.1391102,1.0361347,1.3109635,0.5666235,0.4973803,0.58501893,0.91918355,1.6609322,0.9020531,1.1012458,1.0928835,1.6135061,1.0594829,1.0578747,1.6096954
Cd83,0.015176223,0.015193067,0.01408975,0.047876433,0.047876433,0.019050771,0.2028399,0.18546201,0.29340515,0.14744246,0.05571496,0.24590588,0.10546614,0.09089687,0.17945519,0.14165708,0.09916895,0.22096828,0.07944059,0.049360596,0.12964033,0.96610826,0.65028596,1.0500109,0.011412072,0.009979466,0.011445157,0.014898673,0.013905794,0.07551617,0.0014566127,0.0014596664,0.0
Notch1,0.19460204,0.19439167,0.19506857,0.10807056,0.10807056,0.06852713,0.08350875,0.08392868,0.08821056,0.08909086,0.08235719,0.09631902,0.08176938,0.08091999,0.086082935,0.09409265,0.090731926,0.10036601,0.104126774,0.10669682,0.09983769,0.12807344,0.11061534,0.13271144,0.15575251,0.13577904,0.15621379,0.11961156,0.119418114,0.13001527,0.113585696,0.113665156,0.08909002
Ash2l,0.09946053,0.09942037,0.09945965,0.038261328,0.038261328,0.0642186,0.15238713,0.148251,0.1627767,0.09497474,0.08671645,0.10383947,0.11191935,0.113008626,0.106387556,0.12054642,0.11135713,0.13769975,0.12244437,0.114143506,0.13629746,0.10580593,0.09261241,0.10931098,0.12926653,0.10404525,0.12984902,0.08546476,0.08557364,0.07423312,0.07965471,0.07961985,0.079979934
Setdb1,0.4540209,0.45404494,0.45353976,0.27217126,0.27217126,0.44607878,0.41872814,0.41449866,0.4441607,0.24067423,0.23977786,0.24163643,0.27631205,0.2758283,0.27876884,0.31223297,0.29740676,0.33990854,0.29154515,0.2871101,0.29894677,0.25375274,0.25337437,0.25385326,0.39721158,0.33313462,0.39869142,0.2677914,0.2684426,0.22741714,0.2644857,0.26481834,0.19312656
Cxcr6,0.074761204,0.074624054,0.074492924,0.03456247,0.03456247,0.15986598,0.16745687,0.16464713,0.17486344,0.297852,0.27870253,0.3184077,0.26085612,0.23684002,0.38282034,0.25974575,0.21787499,0.3379045,0.41768724,0.3199494,0.58079934,0.09348986,0.10047001,0.09163549,0.32056242,0.41000995,0.31849667,0.5061421,0.50318545,0.6672522,0.2591133,0.2591987,0.16865091
Zbtb39,0.06195053,0.061813015,0.062153026,0.035902638,0.035902638,0.0,0.030910969,0.030494878,0.033819195,0.030023355,0.029816508,0.030245394,0.03622105,0.034590077,0.044503838,0.031204518,0.030179039,0.033118747,0.032262243,0.03219479,0.032374818,0.034084678,0.026699178,0.03604674,0.0065395036,0.008905872,0.0064848526,0.015274048,0.014963486,0.033675905,0.02815619,0.028079199,0.04325362
E4f1,0.08463886,0.084524654,0.08432669,0.05048797,0.05048797,0.04649261,0.0716201,0.07014475,0.07286247,0.053821813,0.050273985,0.057630178,0.045366358,0.043287978,0.055921264,0.0508591,0.052137002,0.04847369,0.053617585,0.05152601,0.057108156,0.04558401,0.044141617,0.045967206,0.04591909,0.05460224,0.045718558,0.045916222,0.046154857,0.031108571,0.039256915,0.0392253,0.036225792
Dtx1,0.48362115,0.48372558,0.48530883,0.16750689,0.16750689,0.14532918,0.08283489,0.08501047,0.087653905,0.07261717,0.0917089,0.05212346,0.08503143,0.09018846,0.058841825,0.06131552,0.06488043,0.054661024,0.10523395,0.10973421,0.0977236,0.075165614,0.06790732,0.077093884,0.12241114,0.11456919,0.12259225,0.13286473,0.13326682,0.10346254,0.11133887,0.11133885,0.109704
Sirt1,0.29093683,0.29094478,0.29150155,0.26237074,0.26237074,0.2599954,0.36163804,0.36720282,0.35102922,0.26638734,0.27497575,0.25716826,0.2939312,0.29423165,0.29240525,0.29574692,0.31668058,0.25667074,0.2718005,0.28338945,0.25245994,0.17760372,0.23438554,0.16251883,0.2219098,0.16278164,0.22327536,0.20060703,0.20168206,0.13056077,0.19624156,0.19648524,0.05333827
Tcf19,0.0,0.0,0.0,4.2142758e-05,4.2142758e-05,0.0,0.02515803,0.024376292,0.025530597,0.010264562,0.009980659,0.010569313,0.010051392,0.010704528,0.0067344923,0.01881005,0.019430343,0.017652173,0.011732474,0.012274969,0.0108271185,0.0033604242,0.0050314395,0.0029164953,0.004480201,0.0,0.0045836694,0.0030819261,0.0030998175,0.0018132847,0.0017371232,0.0017407651,0.0
Tox,7.042096,7.042794,7.0521455,3.6636593,3.6636593,3.7414672,3.3143773,2.7845876,7.2997465,6.878254,2.8091762,11.2461405,2.983769,2.1025364,7.459047,4.6153345,2.5600126,8.451936,3.2712739,1.5824574,6.0896964,16.990278,10.31751,18.762995,13.091988,11.221333,13.13519,2.3132613,2.2396667,6.81162,0.8508447,0.84673303,2.0615473
Rnf20,0.25659394,0.25647968,0.25648943,0.4100231,0.4100231,0.3319715,0.36988395,0.37043455,0.33804572,0.37687886,0.37594402,0.37788233,0.39572513,0.39488775,0.3999778,0.3331517,0.34516978,0.310718,0.4221129,0.41769987,0.4294777,0.35318193,0.37189293,0.34821108,0.3176394,0.40663674,0.31558403,0.37777933,0.37784672,0.36749017,0.32523176,0.32448733,0.47870052
Polr2i,0.026786847,0.026762852,0.026647372,0.025328897,0.025328897,0.0,0.124398515,0.1250683,0.09585095,0.06505055,0.064343646,0.06580937,0.09032774,0.08984431,0.09278285,0.08759255,0.09276925,0.077929385,0.08430399,0.08724778,0.07939117,0.04723505,0.05101754,0.046230175,0.0799799,0.07503576,0.08009408,0.039532933,0.03915392,0.060891397,0.047560405,0.047660112,0.01604977
Itgae,1.0229833,1.0224543,1.0300012,0.11280401,0.11280401,0.0,0.0293648,0.030422488,0.030157246,0.02675187,0.029648094,0.023642967,0.016485494,0.016247138,0.017695958,0.029275104,0.027026445,0.033472598,0.017555876,0.017367944,0.01786951,0.0066519957,0.007866819,0.0063292608,0.02977918,0.013101863,0.030164339,0.0054185446,0.005319853,0.011236658,0.01806965,0.018107532,0.0
Brca2,0.033843864,0.033881426,0.033688836,0.015070475,0.015070475,0.06908484,0.21668005,0.21164662,0.22778927,0.11541875,0.10616589,0.12535107,0.13968875,0.13755243,0.15053786,0.19313844,0.18542318,0.20754024,0.12043689,0.13495234,0.09621244,0.04539121,0.04794857,0.044711813,0.11180879,0.047578488,0.11329217,0.022072911,0.021735886,0.04175357,0.02097916,0.021023143,0.0
Tnfrsf9,0.09842125,0.09844947,0.096588396,0.13980861,0.13980861,0.19010583,1.6017771,1.5826014,1.4675821,1.920662,1.8151085,2.0339668,2.2147274,2.125205,2.6693606,2.0464826,1.9591993,2.2094111,2.0112195,1.8712785,2.2447636,1.2188852,0.83433074,1.3210475,0.9750471,1.4483497,0.96411633,0.5308455,0.51443785,1.5320482,0.27687597,0.27627265,0.41763195
Zfp236,0.47098243,0.4709763,0.47125795,0.37796322,0.37796322,0.34561002,0.2391983,0.236923,0.25674486,0.23381242,0.23649184,0.23093624,0.2173914,0.22086619,0.19974497,0.25624666,0.2613716,0.24668004,0.23405653,0.24049884,0.22330512,0.24717088,0.20778045,0.2576355,0.3135156,0.35834825,0.3124802,0.3472445,0.34782755,0.3172143,0.35882252,0.35876298,0.3505839
Smyd4,0.2041244,0.20423383,0.20464472,0.13999748,0.13999748,0.27215675,0.19744837,0.19895476,0.1883893,0.0938852,0.09153315,0.09640997,0.1286257,0.12734872,0.13511078,0.14802855,0.15236011,0.139943,0.14347571,0.15277922,0.12794931,0.097534366,0.103995845,0.09581778,0.13311195,0.10191146,0.13383251,0.09486053,0.09556156,0.06401919,0.11771176,0.117753804,0.1688646
Hist1h2bp,1.0938607e-05,1.0950748e-05,0.0,0.00021884344,0.00021884344,0.0,0.025678528,0.026901038,0.011915853,0.024196941,0.021005737,0.027622487,0.018740186,0.01897196,0.017563147,0.02743692,0.029086841,0.024357064,0.013539444,0.015826702,0.009722296,0.005370954,0.003742153,0.0058036684,0.004655574,0.0,0.004763093,0.0024609042,0.0024930788,0.0003416286,0.0078087915,0.007825162,0.0
Hopx,0.035590935,0.035576712,0.034698837,0.18178481,0.18178481,0.17765936,0.16669983,0.16827473,0.17064051,0.2136467,0.22397596,0.2025589,0.21439359,0.21385026,0.21715285,0.15327902,0.1488918,0.16146846,0.21867421,0.20794831,0.23657441,0.28392556,0.31185922,0.2765046,0.2632265,0.20758711,0.2645115,0.27839646,0.27740657,0.33022246,0.14686368,0.1471133,0.04159635
Pcgf5,1.9982868,1.998469,1.9978454,1.8697308,1.8697308,1.6254663,0.48157683,0.47176802,0.73291314,0.27102074,0.24312408,0.300966,0.34286028,0.34741798,0.3197143,0.38737503,0.35323673,0.45109984,0.34975785,0.33121225,0.38070813,0.59188926,0.6245991,0.58319944,0.34110716,0.30470172,0.3419479,0.42165715,0.42085192,0.4736588,0.23113589,0.23099235,0.32510862
Zmynd11,1.055189,1.0548792,1.0547144,0.8784535,0.8784535,0.7478183,0.48989096,0.492538,0.5705007,0.41580644,0.4425453,0.38710403,0.45988137,0.47176194,0.39954656,0.5032676,0.5098319,0.49101412,0.5273682,0.55797446,0.4762902,0.49043915,0.52901566,0.48019075,0.7713395,0.6125622,0.7750064,0.73364544,0.73434186,0.6850741,0.74002653,0.74062276,0.52933353
Ctnnbl1,0.50260013,0.5023176,0.5033836,0.42083585,0.42083585,0.58131814,0.33205214,0.3276385,0.40729597,0.26130992,0.2734931,0.24823207,0.30739006,0.31038466,0.29218227,0.3158246,0.32652012,0.29585966,0.28610975,0.2948764,0.2714793,0.27633896,0.26249307,0.28001732,0.38018155,0.36727777,0.38047957,0.30116278,0.3010425,0.302679,0.28172335,0.28123894,0.5202693
Ikzf2,0.9760946,0.9769818,0.97858006,0.9426421,0.9426421,2.2956028,0.57852584,0.54545695,1.4057617,0.95500004,0.80150825,1.1197634,0.6709238,0.61757416,0.9418564,0.68473285,0.60100466,0.8410255,0.77410316,0.71069205,0.87992835,1.8190911,1.3495406,1.9438338,0.44896796,1.0424504,0.43526167,0.2582874,0.25286654,0.62936455,0.18916614,0.1885671,0.56068265
E2f1,0.020506773,0.020529535,0.020473633,0.015095537,0.015095537,0.0,0.3059408,0.3053271,0.24959649,0.0945305,0.1001454,0.08850328,0.17517008,0.1827692,0.13657853,0.34400007,0.34743953,0.33757976,0.20454606,0.24120903,0.1433602,0.06713044,0.07661502,0.06461073,0.108173646,0.02674435,0.11005423,0.018583497,0.018186266,0.042171054,0.00691425,0.006928745,0.0
