gene_name,P0_CD25KO,P0_CD25WT,P0_P14NAV,P1_CD25KO,P1_CD25WT,P1_P14NAV,P2_CD25KO,P2_CD25WT,P2_P14NAV,P3_CD25KO,P3_CD25WT,P4_CD25KO,P4_CD25WT,P4_P14NAV,P5_CD25KO,P5_CD25WT,P5_P14NAV,P6_CD25KO,P6_CD25WT,P6_P14NAV,P7_CD25KO,P7_CD25WT,P7_P14NAV
Zfp36l2,-0.112350434,0.04810456,-0.07544694,-0.26182792,-0.1954357,-0.17491472,-0.22250475,-0.1718938,-0.37238154,0.15621455,0.4941148,-0.07589257,-0.0421671,-1.0933658,0.15815674,0.09997612,-0.045924686,0.22563675,0.34226245,-1.1385818,0.3073079,0.1551073,0.36593112
Thada,0.013589838,0.0030808353,0.004835603,0.21511051,0.18207537,0.06610111,0.10605607,-0.044112258,0.20465837,0.17622715,-0.0775795,0.040115472,-0.10112793,-0.16888829,-0.11245025,-0.024127057,-0.26629332,0.029001756,-0.19402158,-0.3351816,-0.19412482,-0.078655116,-0.3014546
Dync2li1,-0.12704372,-0.10313795,-0.010572135,0.03910868,-0.12504604,-0.12547643,0.19505835,0.019520948,-0.06988537,0.110846944,0.08004391,-0.07778067,0.07471279,-0.03481266,-0.063992225,-0.035070248,-0.10449942,-0.035407227,0.041788623,-0.15378436,-0.10507612,-0.10745372,-0.12965496
Lrpprc,0.28476453,-0.037002563,0.024672404,-0.025622139,0.07053338,0.1272529,0.24752063,-0.07493487,0.6056272,-0.23473756,0.20376518,0.0760783,0.05843047,-0.34366506,-0.08046552,-0.034398306,-0.3142699,-0.024454867,-0.068973094,-0.29348066,-0.25412503,-0.14950372,-0.30365887
1110020A21Rik,0.30219963,-0.10457854,-0.05515618,-0.05467843,-0.11875698,-0.11903551,0.23224999,-0.025196433,-0.083058216,-0.09575968,0.09289127,-0.088167876,0.035187215,-0.06035994,0.051932648,-0.07506381,-0.10545965,-0.02550182,-0.04871348,-0.13735577,0.58378667,0.24536051,10.0
Ppm1b,0.08179805,-0.003474148,-7.132899e-05,-0.07634045,-0.048561588,0.03086345,-0.07394415,-0.054894157,-0.18875012,0.122980215,0.0028007717,-0.09969199,0.1272224,-0.62449306,-0.13264748,0.123151824,1.10895,-0.089042,0.13886549,-0.5262446,-0.28604543,-0.005054795,1.7873571
Rhoq,-0.11873439,0.022721238,-0.06710385,-0.026156377,-0.12133423,-0.12077411,-0.2533732,0.1439033,-0.1931223,0.13255934,-0.17252363,-0.014406756,-0.072287925,-0.23876719,-0.022836689,0.10434985,-0.14807434,0.096091524,0.07237926,-0.08393316,0.14440909,0.4758187,-0.11533603
4833418N02Rik,-0.10402071,-0.11260345,0.015002765,-0.10404719,-0.104737915,-0.1045834,0.015798375,0.0454034,-0.12454191,-0.11749574,0.09392625,-0.049852364,-0.032938108,-0.13713384,0.0293035,0.08469218,-0.11211464,-0.007044474,0.047393844,-0.09442018,-0.111907594,0.026163595,-0.1030832
Calm2,-0.36370155,0.1825151,-0.18846452,-0.20821358,-0.19221362,-0.68660134,-0.4883968,-0.91343135,-0.47218555,0.218475,0.28977624,-0.14002106,-0.23482521,-0.6415449,0.8731524,0.7230613,1.793054,0.44036248,0.27089992,2.3442366,-0.054563764,0.05446242,-0.21970014
Msh2,-0.028930608,0.22394553,0.028306408,-0.051809065,-0.32927325,0.13853419,0.21766911,0.04292793,0.025157623,-0.09490522,-0.21953386,0.12068921,0.30243438,1.2332432,-0.13203496,-0.076590784,-0.49758196,-0.24739501,-0.008447284,0.55578744,0.044347916,-0.22629605,-0.43897668
Kcnk12,-0.044043627,-0.03773279,-0.045715943,-0.044024155,-0.043516263,-0.04362988,-0.016733006,-0.0053523304,-0.028954515,0.15164882,-0.033132825,-0.031038778,-0.029742364,-0.019695746,-0.027398795,0.055196,-0.038092207,-0.03968973,-0.041254915,-0.051102832,0.22620612,-0.038872104,-0.04473296
Eif2s3y,0.9670304,-0.10987292,-0.32315862,0.6042623,0.6449316,-0.34839523,-0.27048928,0.36222604,-0.5259336,-0.42180267,0.45638546,-0.5007188,0.41591427,2.1106408,-0.54475427,0.4421213,-0.41538844,-0.39606202,0.8039153,-0.25798956,-0.34073028,0.40163463,-0.33505043
Ddx3y,0.6295072,0.8475168,-0.31013054,0.8704283,0.52689165,-0.3352854,-0.42428678,0.2632402,-0.34380934,-0.39814606,-0.060224865,-0.40036508,0.31451842,0.8338092,-0.42063728,0.3462398,-0.37194946,-0.27640322,0.5819568,-0.28580818,-0.37094152,0.16457099,-0.32798207
Gm47283,0.028734917,-0.043954257,0.31068859,-0.26381785,-0.3679982,0.09300343,0.24114981,0.35360742,0.60355973,-0.33948135,-0.4688403,0.014555713,0.03841738,-0.51348096,0.12121705,0.004461633,0.7592741,-0.48330918,-0.50991166,-0.75222623,-0.41029316,-0.45595858,-0.70380485
Svil,-0.3365219,0.11534298,-0.0063026,-0.13188362,-0.049296103,0.12875889,-0.17334235,-0.09526444,-0.34084317,0.038762916,0.24539207,-0.002811226,-0.058843672,2.6487439,0.1644878,0.18217789,-0.37453055,-0.0020120298,0.051843517,-0.29143837,-0.07632407,-0.081722215,-0.33211946
Zeb1,0.13877697,-0.1979621,0.19059601,-0.17032732,0.06581514,-0.07735076,0.16124864,0.18038663,0.23230754,-0.18652144,0.08159962,-0.16787,-0.064218625,-0.27734664,-0.0018605606,0.05555602,-0.43505454,-0.25909272,-0.22522324,-0.54659116,-0.29691988,-0.21929379,-0.49198395
Epc1,0.6778021,-0.19740385,0.0051486283,-0.07760293,0.05657845,-0.1623304,0.15009572,0.18597387,-0.3315886,0.04549905,-0.0033924489,-0.079719044,-0.034694828,1.1805657,-0.039276425,0.05335779,-0.55078655,-0.006407857,0.08791455,0.60772306,0.013445442,-0.24983865,-0.56517816
Mpp7,-0.11573811,0.47764367,-0.049575966,-0.11574314,0.278989,0.4309517,0.015946103,-0.040878233,0.12107284,0.15616864,-0.11855755,0.020987207,-0.081873134,-0.122029796,0.09011653,0.0683195,-0.117276,0.0509425,-0.049604613,-0.11391395,-0.11723666,0.08125621,-0.11555998
Ccny,0.34595272,-0.25897354,0.015166109,-0.15097216,-0.07098398,-0.04847368,-0.0059436015,-0.16798219,-0.27862552,0.0643932,0.15740645,0.047530826,-0.119079135,0.82179886,0.19144067,0.029005744,-0.4040899,0.0799135,0.119766,-0.34334156,-0.16877404,-0.1605119,-0.37308332
Snrpd1,-0.4262972,0.22808938,-0.08944774,-0.28525886,0.012807232,-0.27214742,-0.6326611,-0.63164717,-0.7905398,-0.4396681,-0.5781517,0.6215919,0.4514256,0.7339819,0.5201658,0.43106514,-0.3017282,-0.20556894,-0.11864509,1.3406024,0.3156323,0.2644069,1.3423363
Rbbp8,-0.23721915,-0.12765895,-0.09144136,-0.016079484,-0.30668944,-0.3024891,-0.4411723,-0.24865077,-0.49901465,-0.31157562,-0.3236813,0.10933557,0.28037712,1.1088903,0.30120352,0.3184791,-0.5072151,-0.12428199,-0.05304015,-0.026216675,0.4348734,0.5344198,-0.2617086
Npc1,-0.081071734,-0.27314204,0.062134515,-0.15561287,0.12672995,-0.2817188,-0.12199726,-0.014523938,0.14641581,-0.0624871,0.09244502,-0.1339639,0.0626409,1.4864479,0.03577553,0.04650577,-0.27366477,-0.10085569,0.04237845,-0.29258746,-0.044656564,0.09344134,-0.2833231
Impact,0.23602729,0.064952515,-0.002016226,-0.10620566,-0.30383766,0.11441488,0.027360229,0.0498551,-0.15567118,0.1229981,0.037472647,-0.04585363,-0.07474989,-0.23844445,-0.085237466,-0.044820953,-0.28894728,0.05143614,0.15688908,1.5530801,-0.12281736,0.11108295,-0.3071778
Taf4b,-0.1834947,-0.15864238,0.029845133,0.28683192,-0.18141793,0.0008081807,0.3300389,-0.031126903,0.5574371,-0.085758634,0.104377985,0.06327387,-0.07064,-0.08761182,-0.11794672,-0.06646788,-0.16005777,-0.16634889,-0.17251265,-0.21129411,-0.0038894243,-0.16312905,-0.18620932
Zfp397,0.36627588,-0.03228043,0.060220588,-0.18231077,0.069121405,-0.078619495,-0.060623795,-0.07477468,-0.26030725,-0.20086858,-0.12025893,0.09216647,-0.053568974,-0.22337052,0.042703334,0.054679822,-0.29676092,0.0003632211,-0.13704242,-0.3486652,0.3330976,0.016232945,-0.32325342
Zfp24,0.09362539,0.061187405,0.03105111,-0.28491062,-0.18142551,-0.27051502,0.050543457,0.023287447,-0.28074205,0.12323806,0.3504317,0.033888776,-0.10015981,0.99451107,0.19630872,0.06838243,-0.36013377,7.3715186e-05,-0.028895294,2.8021662,0.042164963,-0.12965764,-0.35085097
2700062C07Rik,0.12575316,0.8167379,-0.05003485,-0.0720281,0.16391206,0.0054089967,0.0035981063,0.09867924,0.057040032,0.0067168344,0.0053820377,-0.13381107,0.0717267,-0.42832646,-0.023528403,-0.067053,-0.35954955,0.0646347,0.020710424,2.4963608,0.04956375,0.20953685,-0.33472246
Ammecr1l,-0.25026223,0.18392195,0.02253692,-0.11038484,-0.060446206,0.22444758,0.34096673,0.05464717,-0.28487375,0.021307738,-0.0024610278,-0.041492354,-0.096965715,-0.3061116,0.07223391,0.11348459,-0.26391363,-0.06461671,-0.019309832,-0.23406976,0.016615365,-0.15534462,4.347083
Wdr33,-0.26723927,0.092559606,0.05923157,-0.02531885,-0.25717187,-0.09953508,0.04940721,-0.15138991,0.07025195,-0.15280959,-0.025743157,0.012282926,0.044906653,-0.5075839,0.08803962,0.029234538,-0.44025227,-0.015645463,-0.12299878,-0.39263296,0.1372704,-0.1950267,-0.4159469
Epb41l4aos,0.27927142,0.75025517,-0.09388843,1.0688674,0.6103457,-0.10741409,0.41287306,0.44991913,-0.12951046,-0.060482524,0.019038837,-0.08044193,-0.17668469,-0.27205786,-0.2235851,-0.18858361,-0.6153739,-0.31907895,-0.21081671,-0.8581791,-0.325597,-0.3993783,-0.7393041
Apc,-0.04288313,-0.26262,-0.052285805,0.002889094,0.06479443,-0.25859115,0.30196738,-0.14824973,0.11308761,-0.084901065,-0.0763296,-0.07628779,0.0696658,0.99318314,0.025570082,0.10983875,1.9921533,0.19359143,0.11375192,1.5390787,-0.20918286,-0.032631926,-0.35617307
Reep5,-0.22888769,0.024523491,-0.36173576,-0.4913097,-0.5462535,-0.4881269,-1.0636456,-0.7442747,-1.1386081,-0.14315058,-0.19946502,0.5336619,0.4166459,-0.0027357694,0.41410843,0.17690413,1.1179738,0.96852434,0.5775126,1.131731,0.98655295,1.1208426,-1.1428388
Kdm3b,-0.070954695,0.06230707,0.031416617,-0.12126914,-0.15744458,-0.17491856,-0.08981675,-0.055357408,0.17666456,0.047152527,-0.04887201,-0.13992836,0.05442728,-0.28277725,0.10204984,0.065983444,2.1421053,-0.11429664,0.03401249,-0.37458733,0.21402366,-0.10638817,3.095337
Gm26538,-0.0593447,-0.044909317,-0.04601367,0.070413254,-0.058138415,-0.0583983,0.42140147,0.029157646,-0.024829919,-0.036680937,-0.034387365,-0.029597456,-0.026632039,-0.0036514357,-0.02127137,-0.017370787,-0.04573144,-0.049385615,-0.052965816,-0.075491905,-0.046079677,-0.047515377,-0.060921486
Reep2,-0.05019672,0.42611676,-0.049445283,-0.05020547,-0.050433684,0.25408396,-0.062468454,-0.067582235,-0.056976847,-0.05464882,-0.05509937,-0.056040306,-0.056622837,-0.06113718,0.21046975,0.018890997,-0.05287093,-0.052153096,-0.051449798,-0.04702474,-0.052802518,0.1445999,-0.049886975
Egr1,-0.116506346,0.16095704,0.05584009,-0.22340073,0.020013945,-0.17898183,-0.059320368,0.35400587,-0.24327081,0.06250785,-0.016509404,0.010826559,-0.018916538,-0.21557929,-0.089253195,0.10561593,-0.2706002,0.118308075,-0.07092199,-0.3095129,-0.11479993,-0.050747793,-0.29046163
Sil1,-0.21266162,-0.25214323,0.035279594,0.030882778,-0.21596089,0.053307243,0.15954445,-0.012804754,-0.07332717,0.03750609,0.01300893,-0.054036494,0.122734815,1.7592461,0.02819215,-0.027032284,-0.2498947,-0.11911759,-0.049055003,-0.1684981,-0.16469984,-0.19421677,-0.20834903
Mzb1,-0.02555593,-0.047978677,0.013690281,-0.025625112,-0.027429674,-0.02702599,-0.122592084,0.18579973,-0.07916838,-0.060759977,-0.06432262,-0.071762875,-0.076369114,-0.11206531,-0.084695935,0.0008545831,-0.04670166,-0.04102556,-0.035464372,-0.00047417884,-0.04616074,0.058869813,-0.023106681
Dnajc18,-0.040725578,-0.09086342,-0.04332997,0.053900503,-0.009836774,-0.2251374,-0.14008877,-0.1021342,0.1692117,0.11552757,-0.103769585,0.067524515,-0.07933329,1.6006008,0.17579582,0.012250271,-0.2606505,0.07089649,0.11499911,-0.1772134,-0.12999976,0.020234209,-0.21806335
Cxxc5,-0.1399677,0.021544492,0.26091507,-0.09298168,-0.39106193,-0.13509475,0.11772172,0.33391276,0.71681017,-0.21286224,-0.19381465,-0.1540355,-0.12940834,0.061440527,-0.04872908,-0.040957,-0.28802472,-0.25138187,-0.3481046,-0.53517884,-0.2909167,-0.3028399,-0.4141747
Gm29417,-0.11698903,-0.08008239,0.061050255,-0.051600203,-0.113904946,-0.11456939,0.0427273,0.10928307,-0.028745806,-0.059045054,-0.05318113,-0.04093487,-0.033353247,0.02540078,-0.019647738,-0.009675198,-0.08218429,-0.09152684,-0.10068026,-0.15827225,-0.083074614,-0.08674524,-0.12102036
Pura,0.0057220706,-0.39664617,0.13176697,0.09276893,0.20224155,0.3158128,0.2381286,0.4097268,0.94797945,0.033601332,-0.36317644,-0.16572565,-0.12283441,0.86835426,-0.021681795,-0.062395047,-0.66765493,-0.21621247,-0.2115144,-0.7492505,-0.39376894,-0.36736456,-0.7093021
Igip,-0.15529399,0.046399616,0.07313629,-0.046257846,-0.1523574,0.055572685,0.1122729,0.060155746,-0.071271345,-0.10012141,0.053723134,-0.047294717,0.017899368,3.2139423,-0.06260843,-0.053112864,-0.122153915,-0.13104962,-0.08109738,-0.19460267,0.08498857,-0.12649672,-0.1591325
Ankhd1,-0.19105054,0.6207872,0.025450962,0.06634108,-0.038323943,-0.16426575,0.2454216,-0.13011266,0.2632524,0.04688483,-0.11057384,-0.2240612,-0.05091405,1.4480494,-0.021948649,0.06963498,-0.45523673,-0.02338052,0.06229351,1.4682442,-0.2655446,-0.2526646,-0.45719227
Pcdhga12,-0.060221754,-0.039983064,-0.014133737,-0.06015931,-0.05853052,-0.058894884,0.027362734,0.06386028,-0.011831349,-0.02844671,-0.02523108,-0.018515531,-0.014357956,0.017861301,-0.0068421937,-0.001373499,-0.041135695,-0.04625892,-0.05127843,-0.082860455,-0.041623928,-0.04363681,-0.062432438
Arap3,-0.07854802,-0.064452976,-0.047921907,-0.07850453,-0.077370174,0.22762938,-0.01755064,0.007867726,-0.044846985,0.12986577,-0.0541791,-0.04950212,0.028542196,-0.024167825,0.09296095,-0.037563715,-0.06525572,-0.06882374,0.016906505,-0.09431453,-0.06559574,0.102611415,-0.080087624
1700086O06Rik,0.044421617,-0.10495719,-0.030037096,0.016629852,0.4490604,-0.113235116,-0.075479135,-0.059503734,0.18995681,0.15430278,0.12374731,0.008959624,-0.033507906,-0.07963803,-0.09045104,-0.0156183755,-0.10546171,0.05279286,-0.045232847,-0.12372513,0.13138534,-0.106556475,-0.11478354
Nr3c1,0.43006033,0.14159837,0.03854999,-0.11924299,-0.18033098,-0.14179157,-0.026668468,-0.03552805,0.13787094,-0.24358748,-0.2489882,-0.0026532311,0.20635174,-0.466526,0.0025654861,0.13178039,1.2319173,-0.19055663,0.006299593,2.4888773,-0.29464197,-0.2037112,-0.5313336
Ythdc2,-0.1452844,0.009446586,-0.044898868,0.008766338,-0.12844232,-0.057597917,-0.033620626,-0.09488746,0.52515304,0.04808408,-0.08995341,-0.1148885,0.18938164,-0.42135555,-0.12132818,0.056975394,-0.3246117,0.055595577,0.18963622,-0.25619105,-0.12472953,0.023627162,-0.2896891
Pggt1b,-0.19690712,-0.2172249,-0.030893767,-0.02279046,0.09586671,-0.19823918,-0.13827735,-0.09124808,0.15306892,0.17386201,-0.124512866,0.17318922,0.0048356815,-0.2752953,-0.10982653,0.0038401335,-0.21606775,0.27940592,-0.07839759,-0.17417996,-0.10256332,0.2638872,-0.19468778
Ap3s1,0.012182725,-0.15216608,-0.14307939,-0.42482406,-0.14425719,-0.2878865,-0.4925988,-0.46390197,-0.3417949,0.38362926,0.2315792,0.22803368,0.19096541,-0.73578876,0.18322198,-0.08519564,2.1350558,0.6283777,0.41439414,0.29473242,0.11117806,0.19786903,2.6399152
Dmxl1,-0.15824945,0.502089,0.017587643,-0.12822315,0.20953439,-0.09125755,-0.087652825,-0.062571526,0.1847622,-0.06761872,0.0045798477,-0.014740263,0.012018677,-0.20520495,0.015030889,0.14016147,-0.256823,-0.064536475,0.02126556,-0.29332912,-0.06459764,-0.032112177,-0.2754561
Tnfaip8,-0.23432717,-0.0244096,0.11518143,-0.34363416,-0.5504248,0.17249684,0.23729014,0.029745944,-0.102878265,-0.0059942366,0.36995384,-0.06694264,-0.048796825,0.7855425,0.051851116,0.00092973927,1.3080611,-0.09067351,-0.0057856045,0.14333056,-0.2689674,-0.016562248,2.650971
Ppic,0.33061025,-0.027908323,0.06519907,-0.0072044823,-0.047461733,0.12399456,0.20287362,0.13777293,0.10273703,0.01970222,-0.15777412,-0.014557325,-0.05919649,-0.10398029,-0.065175496,-0.08228321,-0.25374603,-0.11737389,-0.07413203,-0.35966563,-0.104049765,-0.11784824,-0.3078085
Zfp608,-0.06687303,-0.039104477,-0.022667132,-0.066787355,-0.06455257,-0.065052494,0.05329752,0.10337408,-0.00047883636,-0.023275988,-0.018863974,-0.009649886,-0.0039454745,0.04026105,0.0063665495,0.013869887,-0.040685948,-0.047715284,-0.054602318,-0.09793452,-0.04135583,-0.044117607,-0.069906205
Gramd3,-0.43540603,-0.3153922,-0.25117654,-0.039816163,-0.0609771,-0.1910792,-0.4631745,-0.6618469,-0.7497624,0.3611549,0.50420326,0.245774,0.10018078,1.3134032,0.04741632,-0.056047563,-0.9645213,0.7177821,0.40786895,0.04982777,0.60150164,0.38626125,-0.82418936
Lmnb1,-0.16815427,-0.27144203,-0.18071204,-0.33773285,-0.47186217,-0.4391575,-0.95171845,-1.0593272,-0.8634825,-0.8568656,-0.95243335,0.157985,0.38799247,-1.2873185,1.1011221,1.1080592,2.016325,-0.33461267,-0.24807471,0.087002024,1.1929609,1.186691,3.7091577
March3,-0.053126786,0.54315144,-0.054358575,0.011726136,-0.052738342,-0.052822027,-0.0330104,0.19907501,-0.04201249,-0.0458287,-0.045090135,-0.04354771,0.102039814,-0.03519269,-0.04086658,-0.03961053,-0.048743103,-0.049919803,-0.051072683,-0.058326434,-0.04885524,0.1477249,-0.05363453
Gm4951,-0.19663242,-0.12883542,0.106366254,-0.117210574,-0.190967,0.13079351,0.25141278,0.21902628,-0.034530837,-0.090190135,0.08129677,-0.056921974,-0.04299464,0.064935684,-0.017817812,0.0005016038,-0.13269658,-0.14985873,-0.11078754,-0.27246913,-0.1343321,-0.141075,-0.2040379
Gm4841,-0.08177473,0.5341056,-0.019007174,-0.08170471,-0.079878345,-0.080286905,0.016433768,0.057358466,-0.027514562,0.1402428,0.123853505,-0.035009533,-0.030347647,0.0057798075,-0.02192022,-0.015788175,-0.060373526,-0.066118196,-0.07174658,-0.1071595,-0.060920984,-0.063178025,-0.084253564
F830016B08Rik,-0.063983746,-0.038755193,-0.01914693,-0.06390591,-0.061875533,-0.062329732,0.04519474,0.09069077,-0.0036626626,-0.024374546,-0.0203661,-0.01199483,-0.0068122046,0.033350725,0.0025565731,0.009373577,-0.040192008,-0.046578366,-0.05283544,-0.09220403,-0.040800612,-0.043309774,-0.06673948
Iigp1,-0.052576967,-0.14230943,0.1297962,0.15246682,-0.060082715,0.30826026,0.45480886,0.37687492,0.21331489,-0.075471416,-9.0168396e-05,-0.16698237,-0.12712587,0.07318285,-0.05871404,-0.025755795,-0.31632406,-0.2794842,-0.3219811,0.28003806,-0.31954744,-0.33283678,-0.45692828
Dctn4,-0.48547947,0.05078386,-0.09863812,-0.13874224,-0.10850739,-0.14349775,-0.28259957,-0.33181354,-0.10626221,0.16813406,-0.086403325,0.25675255,0.0032605838,1.7232945,-0.025472984,0.1292739,-0.63257617,0.108709775,0.35825932,-0.5079523,0.30286777,0.24483666,-0.56896687
Synpo,-0.0622323,-0.055524334,-0.029714359,-0.062211603,-0.061671752,-0.06179252,-0.03320307,-0.021106228,-0.046193656,0.3034474,0.25381094,-0.04840908,-0.047031082,-0.036352247,0.08951022,-0.04272748,-0.055906367,-0.05760442,-0.059268102,-0.06973573,-0.056068186,-0.05673534,-0.06296501
Rps14,0.3312743,0.4877702,0.44312495,0.73249906,0.7849945,0.98272496,1.3283367,1.088544,1.3697189,0.1296632,0.22107197,-0.6422255,-0.5621329,1.1335441,-0.5644947,-0.54795945,-0.72304875,-0.75904024,-0.8469467,-1.6546153,-1.5846384,-1.3814257,-2.975812
Cd74,-0.117548615,-0.035424814,0.024886282,-0.067255385,-0.1179786,0.08657448,-0.08643469,0.20050125,-0.1298515,-0.12562717,0.25074303,-0.073319264,-0.12920913,-0.13740063,-0.083335504,-0.07466493,-0.122401096,0.10993579,0.04390946,1.1187394,-0.05101724,-0.12176521,-0.11698657
Camk2a,-0.052100107,-0.03991004,-0.02107814,-0.052062497,-0.05108145,-0.051300913,0.0006533427,0.02263636,0.8898421,-0.03296152,-0.031024698,-0.026979823,-0.024475655,-0.005069514,-0.019948797,-0.016654922,-0.040604286,-0.04369008,-0.046713408,-0.065735735,-0.040898357,-0.042110745,-0.053431638
Pdgfrb,-0.08640801,-0.054675627,-0.008710941,-0.0863101,-0.08375631,-0.0843276,0.050916325,0.10814108,0.72979844,-0.036587697,-0.031545885,-0.02101653,-0.014497841,0.036018956,-0.0027138235,0.0058605806,-0.056482844,-0.06451558,-0.07238571,-0.12190338,-0.057248347,-0.060404357,-0.089874156
Csf1r,-0.036507376,-0.047006886,-0.033725098,-0.03653977,-0.03738476,-0.037195735,-0.081944816,-0.100879155,-0.061611548,-0.052991763,0.25077873,-0.058143903,-0.060300782,-0.07701562,-0.06419984,-0.06703691,-0.046408918,0.055917215,0.13652395,-0.024762778,-0.04615563,-0.04511138,-0.03536051
Hmgxb3,0.03120426,-0.18624756,0.05820208,-0.07622918,-0.21655247,0.10991218,0.29614386,0.04047885,-0.14025016,-0.16739818,-0.16214412,0.064329416,0.09459057,-0.091735,-0.13209832,-0.06320365,-0.18813086,-0.057572365,0.02556987,-0.2563054,-0.10181887,-0.05735742,-0.22292785
Pde6a,0.30538514,0.47527733,0.01315261,-0.053980246,-0.11328938,-0.11388779,0.027776895,0.08771841,-0.036593273,-0.06388141,-0.05860024,-0.047571,0.04069063,0.012172271,-0.028399365,0.027424365,-0.08472109,-0.093135186,-0.101378955,-0.1532475,-0.085522935,-0.08882878,-0.11969766
Ppargc1b,0.15234876,-0.21556441,0.08497997,0.035683207,0.16313785,-0.11529393,0.21313119,0.09817061,0.105081834,0.045013323,-0.10302597,0.038639076,0.03796006,-0.12263832,-0.09025628,-0.108516,-0.21741611,-0.16124322,-0.1296766,-0.2844463,-0.21820043,-0.2214341,-0.25162897
Adrb2,-0.22885895,-0.30588618,0.10452187,-0.22974262,-0.345683,0.25243935,0.03130371,0.16822438,-0.24548173,-0.12138698,-0.17861165,-0.0988313,-0.045222912,-0.18177092,0.010487466,-0.060275,-0.30835935,-0.08930827,0.036018662,-0.39788717,0.21194328,0.20563483,-0.35405526
Fbxo38,-0.24773996,0.16973254,0.006281688,-0.12565891,-0.100187905,-0.08429691,-0.10377273,0.24865319,0.45794153,0.16578165,0.21107078,0.009209232,-0.015883077,1.2474339,-0.14882816,-0.11368135,-0.31877032,0.09884638,0.24200156,-0.29432473,-0.11495196,-0.13642816,-0.30629304
Spink10,0.23989256,-0.14905009,0.01283497,-0.120690934,-0.1526568,-0.15272765,-0.13595411,0.025292853,0.8013583,0.06973074,0.085607134,0.014443077,0.010518504,-0.13780175,-0.031076241,-0.0911964,-0.14927423,0.08512482,-0.047339823,-0.15738797,0.022005262,0.18904877,-0.15341556
Wdr7,-0.15530679,-0.15811594,0.007779949,-0.15531546,0.122588605,-0.15549096,0.25111112,0.13966045,0.5142142,-0.0046472833,0.20758852,-0.16109565,-0.005156916,2.4149737,-0.07867735,0.020023974,4.375163,0.0028035857,0.09759881,-0.15216452,0.058603678,-0.15760879,-0.15499994
