gene_name,A5P,A5T,A8P,A8T,C5P,C8P,NP14B
H2-T24,-0.44550303,-0.14312844,0.013160494,-0.27020416,0.67147493,0.5562868,-0.06341948
H2-T23,-2.9746282,1.0377319,0.34953272,2.1751215,-1.0738758,2.6487746,-0.77505636
H2-T22,-0.57510775,2.356398,-0.4250062,0.34970456,-0.48061222,-0.06136779,-0.552342
Gm19684,0.6996687,0.031824272,-0.079774,-0.23684931,-0.04648673,-0.29212713,-0.16505733
Trim39,0.5593685,0.06641121,0.29494566,-0.23835066,-0.27058777,-0.09311918,0.2768093
Trim26,-0.7155367,-0.4893779,0.8996774,0.79042435,0.722015,-0.25037572,-0.58264536
Gabbr1,-0.54303104,-0.6557547,1.6581824,1.3068798,-0.9012266,-0.04669904,-0.19342774
Ubd,0.29035574,-0.22048445,-0.24747862,-0.26539305,-0.21634702,0.16533743,-0.16110547
H2-M3,-0.7212931,0.34682047,0.45918822,0.44548118,-0.19659749,-0.18536228,-0.42747378
Mmut,-0.62507194,-0.46016747,0.62541866,-0.08230208,0.037945233,-0.41861418,0.36965483
Cd2ap,-0.74342966,0.79877675,-1.8353791,-1.8856139,-0.84323275,-0.34106168,3.0492225
Pla2g7,-0.16802432,0.088238254,-0.36383268,-0.33942768,-0.28876448,0.05612187,-0.15978847
Slc25a27,0.42625448,-0.2614276,-0.49447152,-0.6409222,-0.37845638,-0.067396276,1.1912236
Enpp4,0.66547334,-0.98556846,-0.23895195,-0.7718074,0.32970524,0.671939,0.37198842
Runx2,-0.68106025,-3.0189078,2.7249317,2.436293,2.467421,0.73652697,-2.6624315
Nfkbie,-0.6603574,-0.26673716,0.015412783,0.45192304,0.9437536,-0.9816943,0.029339295
Hsp90ab1,4.491029,2.5457947,-3.8458328,-2.4670932,0.9139284,-2.4068782,0.67071545
Capn11,0.21639495,-0.35350746,-0.59504944,-0.7180104,-0.28718212,-0.5535632,0.72164446
Tmem63b,-0.105099335,-0.21096106,0.061698776,0.05642371,-0.31435403,-0.4632187,0.49628186
Gtpbp2,-0.025864165,0.737998,-0.23386388,0.08659684,-0.5623062,0.8953685,0.48586178
Abcc10,-0.12629466,0.1066611,0.04837155,-0.0046053054,-0.35052887,-0.27867207,-0.0789221
Zfp318,-0.6990934,-1.157816,0.50435984,-0.2989362,-0.72812265,1.5161965,1.0297484
Cul9,0.7933186,-0.32208443,-0.43173224,-0.32303688,-0.74419785,-0.23910642,0.69829553
Klc4,0.01566389,-0.39660385,0.16836764,0.5386514,-0.35977083,0.11644697,-0.04611331
Cul7,0.14983091,-0.37563682,-0.2735003,-0.48848838,-0.17857479,-0.0971723,0.21124579
Ptcra,0.10068384,-0.36833975,-0.07365166,-0.048378926,-0.40132207,-0.328492,0.017577672
Bicral,1.0639249,-0.7361157,1.1439015,0.9393825,-0.5777341,-0.059225745,-0.68982077
Ubr2,-0.29420546,0.075558975,0.68989533,0.72930783,0.19194046,-0.3513554,-0.44362906
Guca1b,0.1589864,-0.26075196,-0.352593,-0.55361056,-0.23486458,-0.38895237,0.113439284
Taf8,-0.07176928,-0.33642083,0.25368404,-0.13655859,0.15737285,0.3264917,-0.04401398
Usp49,0.934568,-0.41949603,-0.12355397,0.07011458,-0.2256892,-0.016663235,-0.13817637
Foxp4,-0.8800722,-1.323063,-0.11394223,0.24226499,1.314642,1.1644582,-0.4434606
Trem1,0.02024328,0.27323312,-0.30816633,-0.26293704,-0.1818081,-0.30537665,-0.09725561
Trem3,0.04729009,0.38152725,-0.26235518,-0.42836055,-0.2542324,-0.15740266,-0.16807099
Treml2,0.029584786,1.9015005,-2.2928045,-2.1702256,-0.8825194,-1.5019301,3.3227484
B430306N03Rik,0.09080526,0.3899702,-0.82089734,-0.670611,-0.53227854,-0.6429073,0.79996306
Apobec2,0.45455447,-0.38911876,1.2933328,0.7691004,1.3772329,-0.37678507,-1.3608875
Unc5cl,-0.88691056,2.9954534,-0.2422449,1.221786,-1.2780225,-1.0597678,-0.15676294
Mocs1,-0.10926146,-0.15280923,0.17643303,0.034454517,0.14347939,-0.29504758,0.08133901
Tbc1d5,0.4750759,0.054381296,-0.047619328,0.22984092,-0.005794953,-0.27028006,0.2759202
Satb1,-1.4370384,3.842352,-0.7250843,-0.8173986,-2.3571854,-2.1898065,2.4296398
Kat2b,0.10250469,0.64908105,0.65538466,-0.332652,-0.33312637,0.12001678,-0.01998679
Pot1b,-0.022092987,-0.32852924,0.5284368,-0.10669999,0.21919675,0.9369974,-0.12731177
Zfp959,0.21594444,-0.008593946,-0.039098084,0.07920226,0.19283362,-0.34933382,0.13840008
Zfp119b,0.160677,0.40495884,-0.5653249,-0.37162122,0.015924416,-0.080417834,0.26641858
Shd,0.8790278,-0.20623216,-0.21527071,-0.31698114,-0.39029074,-0.34394085,-0.19370155
Mpnd,-0.018953262,-0.18304342,0.8390549,1.2938662,-0.011611162,-0.52147037,-0.48252538
Ubxn6,-0.7510367,-0.85830444,1.0912478,1.4086992,-0.48081097,-0.1174728,-0.21670136
Lrg1,0.09970427,0.081007525,-0.20113537,-0.18979836,-0.100473195,-0.22943981,-0.078222774
Tnfaip8l1,-0.59007895,-0.1558481,-0.42186645,0.088921286,1.1025127,0.567039,0.045299467
Fem1a,0.06544346,-0.48635027,-0.37906697,-0.15677625,0.07137497,0.19345818,0.73982644
Uhrf1,5.2097907,0.71868193,-1.7283272,-1.9990803,0.82424366,-0.32116318,-0.86301035
Kdm4b,0.067506246,0.10489451,0.07933019,0.40166613,-0.40918976,-0.41699532,0.1992873
Gm20219,0.3129708,0.1151664,-0.26997796,-0.43166718,-0.06460702,-0.4493013,0.064901724
Vmac,0.088029265,0.28002584,0.16950934,0.34431657,-0.1931917,-0.17214234,0.14796233
Slc25a23,0.17842841,-0.2142672,-0.3609743,-0.50568736,0.30251428,-0.535342,0.9462843
Dennd1c,-0.63246006,-1.0387995,1.1527007,1.2667307,-0.71238506,1.3960998,-0.03353915
Tubb4a,0.22472037,-0.29016575,-0.087409206,0.15785927,-0.1648239,-0.062712505,-0.27849078
Tnfsf14,0.008346251,-0.87888104,0.71167254,0.15245523,0.21630907,1.8213199,-0.7656865
C3,-0.07943401,0.40297294,-0.24957557,-0.20464271,-0.21878158,-0.3152973,-0.15783739
Adgre1,-0.2232106,0.236362,-0.29398203,-0.23046519,-0.34311226,-0.28718984,-0.14279436
Fbxl17,0.10842137,0.2391081,0.46153846,0.40095478,-0.31070215,0.45326608,-0.16731346
Fer,0.38400704,-0.16129181,-0.33750764,-0.29434952,-0.18966815,0.01995928,-0.13404411
Pja2,0.0013654248,0.07440402,-0.12998669,-0.111954294,-0.6930141,-0.20298412,0.8768954
Man2a1,-0.58662957,-0.43635708,0.9536261,0.87442684,-0.39566475,0.5419452,-0.6599506
Rab31,0.25391108,0.05759551,-0.19015987,-0.063614935,0.008414957,-0.28113493,-0.33828864
Ankrd12,-2.1098638,-2.6286871,1.300076,0.842976,0.38651207,1.7710439,0.14216349
Rab12,0.11884726,-0.8168463,0.110946275,-0.050988115,0.02795919,0.4493265,0.32715783
Epb41l3,0.26339185,0.055664178,-0.45803174,0.026294675,-0.31766498,-0.34698498,-0.16581374
Tgif1,-1.4355993,-0.08951179,0.285197,0.041711736,2.872216,-2.0070558,-1.1928713
Myom1,0.2509045,-0.19800626,-0.25615656,-0.19196019,-0.027215391,-0.50026435,-0.03791105
Lpin2,0.55627733,-0.616506,0.6709173,-0.18185997,-0.015174932,0.67046624,-0.35714653
Emilin2,0.31158715,0.2958271,-0.2810114,-0.24565108,-0.4988681,-0.35746646,-0.20041482
Gm4707,0.09141499,1.9724184,-0.40317103,-0.15788655,-0.4231302,-0.58457583,-0.48329112
Ndc80,-0.11633153,1.0190467,-1.0717373,-0.8822173,1.99756,0.43497956,-0.86746585
Wdr43,0.8356429,-0.34275228,0.012206957,-0.6599369,0.08221416,-0.3472535,0.7217178
Ypel5,-0.6177872,0.41930208,0.7218136,0.5856567,0.32933867,-0.6228157,-0.5318015
Ehd3,-0.5555295,-0.43080246,0.22482863,0.3373227,1.1669408,-0.62472683,-0.03521392
Xdh,-0.81561184,-0.71764493,0.8729937,0.5425956,0.04539437,3.7149892,-1.243407
Rasgrp3,0.12794855,-0.21463765,-0.42988384,-0.50338274,-0.24633797,-0.3650123,-0.225605
Crim1,-0.5180761,-0.36010006,1.7122784,1.1702023,-1.5261803,-0.3258705,0.373978
Fez2,-0.14655487,-0.19325727,0.9212398,0.5692427,-0.6304866,-0.30981869,0.07421793
Eif2ak2,-0.45765033,-1.2601709,-0.15786114,0.1209118,1.4644766,1.8340013,-0.35236317
Cebpz,0.14706305,-0.07648312,-0.3816829,-0.547279,0.6674932,-1.1693317,0.50838786
Prkd3,0.09634594,0.39776117,-0.18762892,-0.48353916,-0.630922,0.22083323,1.0760942
Qpct,0.2770478,-0.7865899,-0.23565818,-0.3917045,-0.4896997,-0.6265254,1.0565323
Cdc42ep3,-0.5171259,-0.94027025,1.7670032,1.552489,0.4768223,0.09901201,-1.3652333
Dhx57,-0.20527619,-0.08934919,0.53768,-0.2577856,0.3439447,-0.26288673,0.10796586
Sos1,0.2704617,0.59812844,-0.003715901,-0.14315505,-0.6148236,-0.26013187,0.4580904
Cdkl4,0.92670804,-0.1741462,-0.28401595,-0.3948499,-0.08581842,-0.43615094,-0.13532008
Map4k3,0.4587858,-0.044365093,-0.38824013,-0.39388156,-0.44613296,-0.16280733,0.5200267
Thumpd2,-0.16209702,0.028934486,-0.3123758,-0.16027321,0.0006740096,-0.0065063457,0.59160244
Eml4,-0.34918237,-0.39586946,-0.42784053,-0.68322635,1.1165501,0.024718376,0.3433146
Cox7a2l,-2.2862806,-0.99349844,1.3227334,1.0258055,-0.72917145,-0.050563835,1.4497436
Haao,-0.46490732,-0.38629448,0.55735475,-0.06381556,0.32968813,0.08089146,-0.113170244
Zfp36l2,-0.82703817,-0.78367317,3.1750395,3.1896288,-1.71038,1.0250949,-1.6374966
Thada,-0.12626176,0.8618658,-0.96925336,-0.5918304,-0.51688755,-0.71791506,1.238796
Dync2li1,-0.20544417,0.23270258,-0.57308406,-0.22312404,0.20744358,-0.26739946,0.06939141
Camkmt,-0.27318013,0.34510574,0.24657477,0.104761675,-0.3292754,0.6832933,-0.11262517
Rhoq,-0.07718634,0.5170297,0.8505411,0.51374245,-0.73274744,0.03159561,-0.5563949
Socs5,0.04958701,-0.33048004,-0.69711274,-0.5936967,0.292953,0.35760367,0.41315046
Mcfd2,0.9332075,0.26920545,-0.10224548,0.029826704,-0.59388644,-0.31079373,0.45196673
Calm2,-1.0515095,-0.1546766,1.7890213,2.1189184,1.2062379,-0.7575699,-2.4103353
Fbxo11,-0.7231896,-0.36533317,0.546329,0.23175347,0.20165405,-0.13574845,0.041539274
Kdm5d,-0.8130244,0.09046125,-0.5165821,0.4884305,0.6570811,-0.21083486,0.46509793
Eif2s3y,-1.0956105,0.46885,-0.15184155,0.36866954,-0.05425855,0.35025808,-0.03156803
Uty,-0.5195109,-1.0137603,0.30576012,0.47541708,0.02738978,0.5270542,0.2601613
Ddx3y,-0.96553105,-0.18420465,0.9117606,0.029513814,0.75859314,-0.3693566,-0.29809362
Bambi,-0.032096885,0.20856507,-0.31442186,-0.08288659,-0.06014743,-0.5256157,-0.18774636
Map3k8,0.4541201,1.4919001,-0.28694782,-0.3193753,1.4691234,-2.0040574,-1.5825461
Zfp438,0.2658769,0.15725146,-0.24513738,-0.16740146,0.017023671,-0.05210843,0.35201547
Zeb1,-0.48183653,0.7778797,-0.9697314,-0.32442045,-0.5642712,-0.6778518,1.4358255
Arhgap12,-0.15180849,-0.58417565,0.51905715,0.7695505,-0.19804287,-0.31131575,0.013930187
Epc1,0.19816068,0.39926702,-0.15726131,-0.10861895,0.32839108,-0.26661205,0.046198938
Mpp7,-0.24961932,1.1731471,-0.6864482,-0.5397993,-0.31372416,-0.47946528,0.56041914
Ccny,0.1709885,0.041533288,0.042703334,0.052659918,-0.4858527,0.12643127,0.53760606
Colec12,-0.20701675,-0.36772284,-0.067992166,-0.34343308,-0.16665326,-0.4714015,-0.07206427
Esco1,-0.5194971,-0.53702706,0.42654333,-0.4125288,0.5773616,0.7629412,0.07460777
Snrpd1,3.4017308,1.5658416,-2.3545792,-2.967772,2.866367,-0.3506004,-1.3581052
Mib1,0.5570239,-0.17416786,0.47611013,0.1627875,-0.39105734,0.341174,0.055296473
Tmem241,-0.0064126425,-0.70387316,0.579426,0.5994426,-0.31608313,0.15593915,0.11906573
Npc1,-0.18808003,0.4487919,0.022120386,-0.24976115,-0.5464835,-0.30827847,0.26648763
Ttc39c,-0.29722977,-0.46816558,1.537851,2.2275453,0.65845495,-0.1881036,-1.5766474
Impact,0.31259567,0.28160194,0.12839843,0.12611926,-0.037565336,-0.45450625,-0.1349729
Taf4b,-0.11110603,0.72324485,-0.38928208,-0.39987704,-0.19270045,-0.4358719,0.41766423
Rnf125,-0.5414015,-0.23805495,1.6821809,1.240983,0.6292853,-1.0374494,-1.3413768
Rnf138,-2.0745933,2.1998818,1.9472728,1.8849158,0.27014476,-1.0836004,-2.287223
Zfp397,0.16642195,0.04152704,-0.64497346,-0.68605816,0.16938731,0.18585603,0.78269726
Rprd1a,0.5011279,-0.6856841,-0.6686412,-0.33529085,-0.11022641,0.77092665,0.6754554
Mocos,0.29488844,-0.21846162,-0.09537221,-0.016784946,0.15690291,-0.48110119,-0.3437049
AW554918,0.07743848,0.18747489,0.08344165,-0.057163864,0.12740113,0.33123773,0.16010615
Ammecr1l,-0.51076096,-0.385785,0.1400804,0.057924606,0.1312651,-0.08739911,0.07106191
Map3k2,-0.4565548,0.14908072,0.88945085,-0.0658794,-0.7807765,0.31025183,0.009971692
Apc,-0.26563674,0.09226164,0.50237894,0.02010111,-0.479443,0.9673511,0.4145256
Pkd2l2,0.30222076,0.06878115,0.00679306,-0.30135816,-0.28820342,-0.49174577,-0.04796132
Fam13b,-0.18179236,0.3521903,0.35794362,-0.15152062,0.48633885,-0.61664486,-0.13790466
Kdm3b,-0.43580654,-0.14468624,1.2726175,0.23648344,0.0011479738,0.35156432,-0.09552868
Egr1,1.2188518,-0.21410805,1.3638606,0.7275833,-0.77913696,-1.4457808,-0.9086715
Hspa9,1.7040616,-0.71396136,-0.7651696,-0.9779173,-0.35556325,-0.48505837,1.0223327
Matr3,0.45044777,0.404837,-0.3719622,-0.7191388,0.23414557,-0.6575122,0.7057993
Slc23a1,0.22375521,0.18405955,-0.21172214,-0.52154315,0.08166596,-0.21005374,-0.052334774
Cxxc5,-0.07058089,0.077806205,-1.2655767,-1.3723832,-0.78136843,-0.7102942,2.5328481
Nrg2,0.26256028,0.27112642,-0.5493073,-0.59100175,-0.3343733,-0.403658,0.32054496
Pura,0.90626866,-0.8615608,-1.0849994,-0.80837405,-0.6985981,0.79639375,1.9243884
Igip,0.4690435,-0.5774698,-0.4032798,-0.4901943,-0.070817865,0.2976761,0.70726424
Ankhd1,-0.31558242,0.12088115,0.3921285,-0.37149385,-0.41315138,0.07852525,0.6155169
Apbb3,-0.040315308,-0.020865437,-0.06714798,-0.15230414,-0.13807821,0.0022928482,0.46857518
Cd14,-0.17524189,0.48980463,-0.38412842,-0.22582774,-0.323083,-0.15916796,-0.1686577
Slc25a2,0.24949947,-0.27589157,-0.21720766,-0.36175722,-0.03995871,-0.44175968,-0.13697614
Taf7,-0.37344828,0.8587894,0.03847325,0.6970945,0.93684113,-0.88382804,-0.9968305
Pcdhga12,0.07395978,-0.034323692,-0.42362872,-0.56960446,-0.041786708,-0.024249107,0.1028816
Rell2,-0.004778221,0.7909929,-0.5809966,-0.078600496,-0.43009332,-0.10018548,0.3626747
Rnf14,0.12859339,-0.073614694,0.2994619,0.4643041,0.004491306,0.686576,-0.49334955
Arhgap26-1,-1.671526,-0.97125906,1.9912643,3.087628,-0.5028853,0.7809864,-1.4923843
Nr3c1,0.38545805,0.07045148,0.69126165,0.32554418,-0.74023205,-0.581632,0.26090866
Dpysl3,-0.16805778,-0.4212,-0.20982519,-0.15100443,0.1210845,0.07632528,-0.17028743
Pggt1b,0.8506938,-0.42404145,-0.29412183,0.01762618,0.2784864,0.5348055,-0.1391296
Atg12,-0.26417297,0.7700566,0.18959863,1.1697189,0.18193467,0.08468956,-0.8879714
Dmxl1,-0.4646395,-0.20222063,-0.38108045,0.013195305,0.03498439,0.18839784,0.45674428
Ppic,-1.4908341,1.2457626,-1.1740023,-0.7473323,0.5133878,-0.47881776,1.1148479
Cep120,-0.14447543,0.245075,-0.3436701,-0.114506334,1.0122769,-0.8373459,-0.009170607
Zfp608,-0.5079396,-0.3424257,-0.6566711,-0.80763894,0.7673779,-0.48314685,-0.23518896
Gramd3,-1.9836986,3.258719,1.743021,2.6802018,0.7942643,-2.8234446,-2.6988702
Lmnb1,3.8200362,0.96787846,-1.3432484,-2.1200936,3.007922,-0.3822213,-2.0345316
March3,0.05156763,-0.12235871,-0.60343724,0.10899294,-0.30563584,-0.5271683,0.30337512
Gm4951,-0.07513569,0.09682839,-0.9827905,-1.2086605,-0.59694195,-0.744447,2.1897101
Gm4841,0.054199412,-0.1237804,-0.6283811,-0.62403834,-0.35035098,-0.46655843,0.77781576
F830016B08Rik,0.067563646,-0.2027433,-0.56676745,-0.6674162,-0.35699835,-0.38823855,0.65371096
Iigp1,-0.33184218,1.5151951,-2.3092265,-2.4174168,-1.4757037,-0.3837208,3.7487223
Ndst1,0.3095224,-1.566537,0.77596474,0.058393203,-0.56337833,0.7822667,0.14006847
Cd74,-0.31222543,-0.106288865,-0.83563983,-0.890867,-0.65562356,0.14942065,-0.19798237
Csf1r,-0.17526121,0.32997814,-0.3598837,-0.33429292,-0.22310129,-0.052524548,-0.15757535
Hmgxb3,-0.38760188,-0.23130974,-0.32209578,-0.00096327864,0.10617033,-0.3010871,0.48664957
Slc26a2,0.13749559,-0.0016046969,-0.18510856,-0.31118757,0.44794235,0.1769745,0.22435759
Pde6a,0.37960792,-0.2103796,-0.26069593,-0.6683702,-0.23735851,-0.44406852,0.3411511
Ppargc1b,0.23665793,1.307186,-0.4085554,0.26704425,-0.66496265,-0.9651613,0.8274817
Adrb2,0.085098155,0.58225363,-0.17532347,0.3511229,-0.74028903,-1.7379357,0.24237895
Napg,-0.29635248,0.40511936,0.086346455,0.0059536467,0.21708503,0.1247873,-0.11197389
Wdr7,0.081417985,0.33527365,0.17425773,0.032859795,-0.17878313,-0.10387951,-0.23796554
Nedd4l,1.0353217,0.6331593,-0.8775891,-0.7990008,-0.54252267,-1.1420847,1.0941085
Alpk2,0.39386663,-0.2273935,-0.10765551,0.085692376,-0.35465458,-0.3708562,-0.037166484
Malt1,0.08035523,2.1827197,1.2171614,-0.02016638,-1.0354712,-0.024549743,-1.239203
Pmaip1,0.94248754,-1.3666277,1.0659184,0.5479844,1.3439145,0.7675132,-1.7438434
Gnal,-0.047864806,0.07818704,0.07012308,-0.32670343,0.059581667,-0.46361506,0.018290292
Chmp1b,-0.6351014,-0.34403718,0.43512666,0.6142574,0.43288988,-0.31935012,-0.8203167
Mppe1,-0.8115956,0.4767292,0.30703306,0.68720907,-0.36173782,-0.59305096,0.30296406
Ldlrad4,-0.19026957,0.37604308,-0.25216097,0.4584924,-0.5767986,-1.0786524,0.9384573
Tcf4,0.16938771,-2.7688558,0.19750583,-1.3569531,1.8230004,1.0059298,0.055723265
Poli,0.4242528,0.86020756,-0.5867111,-0.47741836,-0.26515892,-0.23458746,0.6577532
Smad4,-1.1509223,-0.27060705,0.9452237,1.0436273,-0.84520555,-0.514417,0.6650754
Elac1,0.30269644,-0.74610096,0.62956846,-0.13990168,-0.24699378,0.095958896,0.28338912
Rpl17,-1.5747938,-0.51188844,0.06712413,0.8200977,-3.9645002,0.19975334,3.9065766
Dym,0.38895756,0.081595674,0.123767875,0.8477419,-0.44852015,0.22716352,0.03400098
Smad7,-0.40613255,1.7067034,0.011213622,0.5969765,-0.35644197,-2.570456,0.59457463
Pias2,1.0530393,-0.45831054,0.025271768,-0.0486891,0.12008958,-0.32895693,0.32366985
Epg5,0.20472108,0.1438715,0.4058069,0.083213426,-0.35856795,0.067417875,-0.004450158
Slc14a1,-0.29088494,-0.35390264,0.48561767,-0.11408448,-0.8341234,-0.5406418,1.2327316
Setbp1,-0.92563945,1.6520824,-1.2384365,-0.047454573,-0.5418237,2.8109982,-0.7494579
Pard6g,-0.1319976,-0.19721892,-0.7555036,-0.84441614,-0.12875257,-0.6118901,1.1028
Nfatc1,-1.4227855,-1.5363355,0.14485905,-0.46287853,1.9342325,3.0734236,-1.0332128
Atp9b,-0.86389536,-0.3132231,0.045827486,-0.13900135,-0.19306578,0.52901983,0.29551935
Mbp,-0.09350131,0.1359584,1.2490293,0.98411787,-0.51430845,-1.0939,0.19572827
Zfp236,-0.2622053,0.19099836,0.15416685,0.041955452,-0.16283366,-0.38238648,0.28413537
Zfp516,-0.02229812,-0.12681863,-0.76912916,-0.7724977,-0.42581084,-0.24694307,0.5457682
Tshz1,-0.15373224,0.08096284,0.14604127,-0.15255542,-0.114643656,1.2051259,-0.060589585
Zadh2,0.30485758,-0.22664577,-0.057787884,0.028283088,-0.2188799,0.18678397,0.15181047
Zfp407,-0.16579698,-0.52746207,0.9264582,0.3877248,0.2779146,-0.24706204,-0.1626143
Cd226,-5.4818273,-3.4152906,1.8069088,2.962613,3.689839,0.117861815,-0.41397008
Gm45871,-0.020703673,-0.7890201,-0.76013803,-0.21044594,0.04439368,0.52951735,0.5264605
Lrp5,0.20107086,-0.25249985,-0.092927806,-0.18358532,-0.43031856,-0.17838289,-0.10123352
Kmt5b,-1.0075504,-0.29780707,1.2016929,0.6595844,-0.4505428,-0.12009473,0.5673815
Chka,-0.20943044,0.88516086,-1.023431,-0.65708154,0.31166017,-1.1026678,0.50381553
Tcirg1,0.059693426,-0.33435255,0.29494467,0.75744885,0.06354559,0.30490246,-0.37005684
Aldh3b1,0.14567764,0.07048593,-0.40430135,-0.47225967,-0.32229593,-0.011424437,-0.102133244
Unc93b1,-0.45286545,0.28877863,-0.049157437,-0.3619658,-0.41016796,1.1330891,-0.75754416
Gm49405,0.5530856,0.15115306,-0.2586452,-0.24302846,-0.48968792,-0.5436449,0.32233733
Doc2g,0.2887267,-0.29725975,-0.40440866,-0.33652544,-0.29221871,-0.37419006,-0.09574783
Gstp3,0.11969429,1.3860035,-1.0899553,-0.7125941,0.0008944878,2.0049,-0.7121022
Pitpnm1,-0.6048951,-0.2017049,1.0145437,0.7862561,-0.420124,-0.22302441,0.06740975
Carns1,0.509182,-0.15301144,0.00087917154,0.3248528,-0.36401135,-0.4943779,0.75236166
Tbc1d10c,-0.5637358,-0.2356025,1.8938112,1.7475911,-0.30945522,0.707342,-1.3185977
Clcf1,0.15713781,0.17180344,0.31976455,0.07869616,-0.81697375,-0.6500807,1.0719805
Pold4,-0.27874964,1.4814407,-0.37376985,-0.14891021,-0.40988055,0.16918668,-0.5477623
Kdm2a,-0.11030973,-0.32325727,0.10281183,-0.43416277,0.24483277,0.063858956,0.6442998
Gm21992,-0.21670878,-0.026799167,-0.13449188,-0.19177456,0.15678972,0.0380354,-0.19240215
Rbm4b,0.15952654,-0.34051666,-0.2905466,-0.9845617,0.3130837,-0.04230571,0.97075146
Ccs,-0.70969504,0.7120732,0.54168284,0.501152,-0.8170897,0.22927654,-0.31502378
Rin1,0.86834544,0.009572738,-0.114880994,-0.46484163,-0.38345525,-0.2921228,-0.07092269
Tmem151a,0.14171903,-0.5815739,0.56014955,0.50832117,-0.12825203,-0.44393817,-0.41018063
Cnih2,0.5790583,-0.4356562,-0.35576063,-0.37572113,-0.18737417,0.4272773,-0.10073471
Klc2,0.3409517,0.09219489,0.2673168,0.2044005,-0.059251964,0.30151293,-0.05192108
Pacs1,-1.1285555,-0.96860665,1.6416266,1.4042938,-0.20682032,0.05634741,-0.5583789
AI837181,-0.46187636,-0.19376676,0.039428987,-0.0029662906,-0.4846875,0.39588857,0.47185263
Ctsw,-2.0212653,-0.22205132,1.2642186,1.7064968,0.171595,3.253637,-1.9918579
Efemp2,0.1410668,-0.12973696,0.044292793,-0.509592,0.29139978,-0.27094612,0.18361941
1700020D05Rik,0.1639231,-0.18818961,-0.19465509,-0.34381682,-0.19405513,-0.13264027,0.015915073
Pcnx3,-0.14239046,0.21484166,0.12310767,0.40994903,-0.34506246,0.37233126,-0.015212239
Slc25a45,-0.98767245,-0.451862,0.59912807,0.6467152,0.52497256,-0.1493388,-0.6777354
Fau,-3.5407052,1.3022678,1.6471714,2.422314,-4.39409,-0.19432005,2.0486042
Atg2a,-0.2599292,0.28132904,0.900163,1.298746,0.29254135,-1.1402423,-1.1115215
Map4k2,1.0810249,0.6403212,-0.2693818,-0.31334418,-0.031757068,-0.73902786,0.31020808
Rasgrp2,4.6409163,-0.3716058,0.56605256,0.06459627,0.47271007,-1.6811917,-1.1257335
Prdx5,-0.5126635,-0.019002037,0.0027915814,0.045214485,1.3629498,0.19264321,-1.1536143
Gpr137,0.35037956,0.21323188,0.048224088,0.2682542,0.053873923,-0.030374844,-0.09154788
Ppp1r14b,2.8300745,-0.5515597,-1.8004028,-1.85201,-0.058110125,-1.1311787,2.2670074
Macrod1,0.2768153,0.6523341,-0.5524007,-0.55376863,-0.86208904,-0.64700836,1.5047795
Plaat3,-1.1439615,1.5876619,-0.3497036,1.0101818,-0.12286514,1.6367401,-1.4221088
Slc3a2,-0.1547742,2.4104638,0.35378933,1.720273,-0.66563064,-0.9753324,-1.9116727
Bscl2,-0.682881,-0.07206816,1.1423637,1.3810797,0.34554473,1.4043258,-1.7602992
Rom1,1.3509195,0.31382427,-1.3129034,-1.5276848,2.9015777,0.7649609,-1.5580938
Tut1,0.50240535,-0.44500786,-0.20534801,0.122475415,0.07076205,-0.32653928,0.5955246
Ahnak,1.0870073,-3.715236,5.8465214,5.4524956,0.038553886,1.705929,-5.1028647
Incenp,-0.23550364,0.36320198,-0.5697002,-1.1893774,2.1720808,0.67130363,-0.98411053
Cpsf7,0.5333485,-0.019963872,0.17890303,-0.19251594,-0.062196426,0.21736634,-0.10154871
Cd5,-3.021853,1.3040366,0.13868573,0.6026062,2.077188,-0.5608362,-0.83038217
Cd6,-2.431097,2.0074644,0.84766084,1.7723335,-0.17108281,-0.38866594,-0.7372247
Ms4a1,0.040961787,-0.5188832,-0.7404607,-0.9209942,-0.37952328,-0.46035767,-0.35967678
Ms4a4c,-1.3359326,6.2447624,-2.772016,-0.97049826,-2.0202699,-0.8848004,0.7058774
Ms4a4b,-3.7826047,0.4585491,2.799045,3.8773289,1.5911754,0.7476673,-2.6413293
Ms4a6c,-0.4952469,1.1834979,0.23775633,0.62226367,-0.48059952,-0.81734884,0.01777202
Gm8369,-2.823842,-0.20940995,0.3484978,2.6414325,2.6265137,1.9654899,-3.0301917
