gene_name,KO_48h-KO_NAV,KO_48h-WT_48h,KO_48h-WT_NAV,KO_DP-KO_NAV,KO_DP-WT_DP,KO_DP-WT_NAV,KO_EE-KO_NAV,KO_EE-WT_EE,KO_EE-WT_NAV,KO_MP-KO_NAV,KO_MP-WT_MP,KO_MP-WT_NAV,KO_NAV-WT_NAV,KO_TE-KO_NAV,KO_TE-WT_NAV,KO_TE-WT_TE,WT_48h-WT_NAV,WT_DP-WT_NAV,WT_EE-WT_NAV,WT_MP-WT_NAV,WT_MP-WT_TE,WT_TE-WT_NAV
Dennd2d,0.004,0.855,0.001,0.0,0.989,0.0,0.0,1.0,0.0,0.0,0.983,0.0,0.847,0.0,0.0,0.238,0.138,0.0,0.0,0.0,0.028,0.0
Gm14042,,,,,,,,,,1.0,,,,,,,,,,,,
Hist1h3i,0.0,1.0,0.0,0.0,0.414,0.0,0.0,1.0,0.0,0.0,0.942,0.0,0.886,0.0,0.0,0.525,0.0,0.0,0.0,0.0,0.987,0.0
Tcerg1,0.0,1.0,0.004,0.991,0.988,0.165,0.394,1.0,0.014,1.0,0.938,0.197,0.255,0.907,0.119,0.87,0.003,0.209,0.042,0.495,0.957,0.399
Agpat5,0.018,1.0,0.083,0.486,0.95,0.203,0.327,1.0,0.107,1.0,0.93,0.998,0.725,0.247,0.072,0.905,0.004,0.405,0.415,0.619,0.017,0.018
Gm5305,,,,,,,,,,1.0,,,,,,,,,,,,
Pde12,0.327,1.0,0.927,0.0,0.896,0.027,0.0,1.0,0.01,0.0,0.834,0.001,0.313,0.002,0.091,0.999,0.495,0.003,0.004,0.043,0.921,0.087
Gm15235,0.994,,0.899,0.783,,0.891,,,0.858,1.0,,0.897,,0.934,0.986,,0.807,0.58,0.967,0.992,,0.973
Hmgn2-ps1,0.856,1.0,0.54,0.83,0.913,0.208,0.788,1.0,0.544,1.0,0.877,0.612,,0.862,0.473,,0.591,0.529,0.301,0.167,0.954,0.259
Gm13422,,,,,,,,,,1.0,,,,,,,,,,,,
Gm18291,,,,,,,,,,,,,,,,,,,,,,
Gm47954,,,,,,0.882,,,,1.0,,0.807,,,0.867,,0.4,0.561,,,,
Pttg1ip,0.002,0.996,0.0,0.039,0.871,0.149,0.026,1.0,0.103,0.098,0.319,0.178,0.697,0.0,0.003,0.861,0.016,0.549,0.227,0.452,0.011,0.028
Hras,0.091,1.0,0.909,0.319,0.988,0.005,0.502,1.0,0.016,0.416,0.944,0.002,0.203,0.554,0.019,0.812,0.951,0.009,0.006,0.016,0.38,0.17
D630045J12Rik,0.0,1.0,0.0,0.127,0.992,0.001,0.394,1.0,0.007,1.0,0.999,0.175,0.178,0.149,0.001,0.949,0.0,0.001,0.005,0.179,0.33,0.003
Kcnj4,,,,,,,,,,1.0,,,,,,,,,,,,
Hsd3b1,,,,,,,,,,1.0,,,,,,,,,,,,
Zgpat,0.0,1.0,0.003,0.666,0.805,0.633,0.836,0.868,0.197,1.0,0.813,0.432,0.415,0.91,0.238,0.389,0.005,0.678,0.961,0.857,0.884,0.635
Rp1,,,,,,,,,,0.85,,,,,,,,,,,,
Plxna1,0.259,1.0,0.346,0.349,0.912,0.243,0.178,0.802,0.106,1.0,0.95,0.887,,0.861,0.709,0.527,0.381,0.594,0.955,0.817,0.204,0.048
Gm4131,,,,,,,,,,1.0,,,,,,,,,,,,
Pla2g4f,,,,,,,,,,0.616,,,,,,,,,,,,
Cyb561,0.023,1.0,0.472,0.012,0.934,0.309,0.006,1.0,0.203,0.001,0.978,0.037,,0.018,0.365,0.986,0.378,0.133,0.043,0.076,0.589,0.457
Nhs,,,,,,,,,,0.94,,,,,,,,,,,,
4930488N24Rik,,,,,,,,,,1.0,,,,,,,,,,,,
Prkar1a,0.0,1.0,0.019,0.006,0.909,0.0,0.01,1.0,0.0,0.003,0.941,0.0,0.113,0.01,0.0,0.831,0.07,0.0,0.0,0.0,0.709,0.0
Isyna1,0.634,1.0,0.926,0.473,0.84,0.779,0.329,1.0,0.586,1.0,0.898,0.887,0.761,0.291,0.532,0.643,0.748,0.24,0.864,0.614,0.3,0.051
Commd8,0.0,1.0,0.0,0.555,0.803,0.057,0.339,1.0,0.146,0.725,0.897,0.104,0.03,0.27,0.193,1.0,0.002,0.473,0.285,0.459,0.766,0.213
Ppp2r1b,0.0,0.972,0.083,0.0,0.781,0.005,0.004,0.967,0.718,0.0,0.926,0.109,0.044,0.0,0.114,0.958,0.001,0.162,0.124,0.375,0.655,0.061
Gm44973,0.012,1.0,0.012,0.0,1.0,0.0,0.009,1.0,0.008,0.001,0.972,0.0,1.0,0.002,0.002,0.882,0.04,0.0,0.001,0.0,0.958,0.0
Gtpbp4-ps1,,,,,,,,,,1.0,,,,,,,,,,,,
Gm10182,,,,,,,,,,,,,,,,,,,,,,
Cic,0.135,0.858,0.208,0.252,0.788,0.348,0.052,1.0,0.079,0.054,0.969,0.046,0.907,0.198,0.267,1.0,0.002,0.914,0.113,0.12,0.859,0.287
Gm12099,,,,,,,,,,1.0,,,,,,,,,,,,
Prf1,0.755,0.005,0.518,0.0,0.904,0.0,0.0,1.0,0.0,0.0,0.932,0.0,0.841,0.0,0.0,0.979,0.0,0.0,0.0,0.0,0.0,0.0
Ikzf3,0.002,1.0,0.0,0.0,0.931,0.0,0.0,1.0,0.0,0.0,0.947,0.0,0.28,0.0,0.0,0.834,0.0,0.0,0.0,0.0,0.002,0.0
Prickle2,0.787,1.0,0.709,0.643,0.891,0.701,0.773,1.0,0.825,0.476,0.715,0.287,,0.481,0.512,0.78,0.444,0.839,0.974,0.837,0.977,0.898
Exoc4,0.003,0.768,0.218,0.551,0.931,0.483,0.79,1.0,0.292,1.0,0.976,0.162,0.231,0.214,0.926,0.94,0.803,0.832,0.58,0.29,0.725,0.682
Olfr1532-ps1,,,,,,,,,,1.0,,,,,,,,,,,,
Gm46364,,,,,,,,,,1.0,,,,,,,,,,,,
Gm47142,,,,,,,,,,,,,,,,,,,,,,
Dapl1,0.0,1.0,0.0,0.0,0.781,0.0,0.0,0.204,0.0,0.0,0.761,0.0,0.097,0.0,0.0,0.885,0.0,0.0,0.0,0.0,0.0,0.0
Gm18342,,,,,,,,,,1.0,,,,,,,,,,,,
Zmynd8,0.0,1.0,0.0,0.332,0.617,0.012,0.625,1.0,0.048,0.489,0.541,0.007,0.277,0.539,0.033,0.604,0.0,0.47,0.165,0.519,0.997,0.529
Zfp68,0.0,1.0,0.2,0.006,0.914,0.98,0.139,0.979,0.339,0.004,0.932,0.766,0.029,0.058,0.562,0.85,0.502,0.601,0.983,0.405,0.559,0.977
Pjvk,,,,,,,,,,1.0,,,,,,,,,,,,
Colec11,0.211,,0.792,,,0.478,,,0.822,0.452,,0.832,,1.0,0.362,,0.471,0.776,0.748,,,0.686
Nrip2,0.0,1.0,0.0,0.788,0.99,0.143,0.533,0.811,0.054,0.256,0.043,0.004,0.364,0.55,0.057,0.749,0.0,0.124,0.745,0.764,0.454,0.424
Gm20945,,,,,,,,,,1.0,,,,,,,,,,,,
Gm14124,0.929,,0.998,,,0.567,,,0.914,0.559,,0.398,,0.452,0.551,,0.716,0.398,0.997,,,0.573
Erlin1,0.013,1.0,0.391,0.747,0.749,0.077,0.132,1.0,0.878,0.536,0.967,0.842,0.268,0.275,0.891,0.939,0.136,0.694,0.595,0.603,0.984,0.645
Vangl2,0.918,1.0,0.366,0.002,0.515,0.0,0.006,0.984,0.0,0.11,0.97,0.004,,0.054,0.003,0.991,0.311,0.049,0.009,0.011,0.922,0.005
Gm6858,,,,,,,,,,1.0,,,,,,,,,,,,
Lyrm7,0.0,1.0,0.006,0.0,0.946,0.0,0.0,0.98,0.0,0.0,0.864,0.0,0.666,0.0,0.0,0.863,0.0,0.0,0.002,0.007,0.726,0.001
Bpifb2,,,,,,,,,,0.967,,,,,,,,,,,,
1700034E13Rik,,,,,,,,,,1.0,,,,,,,,,,,,
Gm7494,,,,,,,,,,1.0,,,,,,,,,,,,
Gm19080,,,,,,,,,,1.0,,,,,,,,,,,,
Gm2607,0.519,1.0,0.557,0.547,,0.583,0.037,1.0,0.039,0.497,,0.288,,0.26,0.269,,0.793,0.093,0.185,0.048,,0.341
Pip4k2a,0.0,1.0,0.0,0.0,0.931,0.0,0.0,1.0,0.0,0.0,0.935,0.0,0.439,0.0,0.0,0.969,0.0,0.0,0.0,0.0,0.405,0.0
Gm9736,,,,,,,,,,1.0,,,,,,,,,,,,
Gm4847,,,,,,,,,,1.0,,,,,,,,,,,,
Gm14914,0.693,0.971,0.383,0.213,0.772,0.076,0.82,1.0,0.495,1.0,0.984,0.353,,0.667,0.35,0.983,0.023,0.648,0.173,0.273,0.996,0.283
Vmn2r113,,,,,,,,,,,,,,,,,,,,,,
Gtf2e2,0.006,0.993,0.0,0.003,0.743,0.0,0.113,1.0,0.0,0.009,0.921,0.0,0.096,0.028,0.0,0.832,0.0,0.0,0.0,0.0,0.674,0.0
Tmem79,0.059,1.0,0.463,0.93,0.77,0.27,0.771,1.0,0.551,0.932,0.969,0.773,,0.749,0.572,1.0,0.78,0.012,0.868,0.992,0.813,0.616
Gm4036,,,,,,,,,,,,,,,,,,,,,,
Sparc,0.349,1.0,0.2,0.242,,0.38,0.113,0.678,0.191,0.588,,0.474,,0.461,0.626,,0.153,0.708,0.744,0.861,,0.879
Gm15914,,,,,,,,,,1.0,,,,,,,,,,,,
Gm29238,,,,,,,,,,,,,,,,,,,,,,
Gm9857,,,,,,,,,,,,,,,,,,,,,,
Gm44779,,,,,,,,,,1.0,,,,,,,,,,,,
Gm12358,,,,,,,,,,,,,,,,,,,,,,
Gm47085,,,,,,,,,,1.0,,,,,,,,,,,,
Mov10l1,,,,,,,,,,1.0,,,,,,,,,,,,
Gm11427,0.021,0.923,0.0,0.002,0.964,0.0,0.0,1.0,0.0,0.004,0.992,0.0,0.02,0.006,0.0,0.96,0.0,0.0,0.0,0.0,0.958,0.0
Gm18199,,,,,,,,,,,,,,,,,,,,,,
Gm20887,,,,,,,,,,,,,,,,,,,,,,
Gm17822,,,,,,,,,,1.0,,,,,,,,,,,,
Ube2d3,0.859,1.0,0.052,0.385,0.882,0.225,0.235,1.0,0.389,0.696,0.893,0.222,0.057,0.344,0.269,0.941,0.021,0.668,0.359,0.71,0.858,0.484
Apol9a,,,,,,,,,,1.0,,,,,,,,,,,,
Nln,0.0,1.0,0.003,0.038,0.983,0.158,0.02,1.0,0.091,0.246,0.851,0.373,0.669,0.016,0.075,0.977,0.022,0.216,0.03,0.055,0.904,0.124
Lsm10,0.473,1.0,0.245,0.862,0.967,0.013,0.656,1.0,0.004,1.0,0.96,0.013,0.067,0.783,0.008,0.979,0.09,0.034,0.001,0.049,0.548,0.005
Lztfl1,0.0,1.0,0.06,0.0,0.932,0.001,0.006,0.989,0.407,0.0,0.972,0.085,0.148,0.0,0.014,0.598,0.162,0.0,0.952,0.038,0.492,0.375
Hsph1,0.129,1.0,1.0,0.173,0.952,0.876,0.152,1.0,0.938,0.211,0.944,0.996,0.18,0.057,0.798,0.918,0.378,0.627,0.696,0.679,0.725,0.924
Antxr1,0.0,1.0,0.031,0.667,0.953,0.039,0.685,1.0,0.039,1.0,0.959,0.277,,0.899,0.089,0.963,0.017,0.103,0.081,0.541,0.496,0.051
Plpp1,0.0,1.0,0.0,0.012,0.974,0.0,0.892,1.0,0.069,0.133,0.921,0.0,0.18,0.408,0.007,0.941,0.0,0.0,0.041,0.0,0.475,0.002
Gm28559,,,,,,,,,,1.0,,,,,,,,,,,,
Nphp4,0.014,1.0,0.083,0.0,0.736,0.003,0.048,1.0,0.172,0.039,0.834,0.089,,0.024,0.102,0.922,0.115,0.153,0.088,0.004,0.759,0.039
Bnip3l,0.145,1.0,0.99,0.015,0.807,0.491,0.625,1.0,0.359,0.166,0.681,0.908,0.189,0.452,0.517,0.766,0.541,0.072,0.634,0.105,0.304,0.872
Fam49a,0.0,1.0,0.002,0.0,0.978,0.0,0.0,1.0,0.0,0.0,0.684,0.0,0.315,0.0,0.0,0.904,0.0,0.0,0.0,0.0,0.073,0.0
Trbd2,,,,,,,,,,,,,,,,,,,,,,
Rsu1,0.001,0.881,0.028,0.003,0.843,0.0,0.033,1.0,0.001,0.001,0.921,0.0,0.528,0.001,0.0,0.89,0.552,0.003,0.0,0.0,0.438,0.0
Atp2c1,0.421,1.0,0.015,0.396,0.943,0.693,0.606,1.0,0.486,0.844,0.909,0.591,0.259,0.865,0.271,0.708,0.092,0.419,0.185,0.211,0.395,0.97
Gm16288,0.24,1.0,0.296,0.074,0.946,0.095,0.967,1.0,0.877,0.37,0.996,0.236,,0.18,0.208,0.918,0.288,0.034,0.807,0.222,0.855,0.084
Gm17383,0.998,1.0,0.674,0.25,,0.068,0.929,1.0,0.698,0.821,,0.17,,0.716,0.323,,0.778,0.469,0.582,0.717,,1.0
Hsd3b3,,,,,,,,,,0.927,,,,,,,,,,,,
Snf8,0.0,1.0,0.0,0.471,0.878,0.154,0.164,0.963,0.03,0.911,0.594,0.182,0.652,0.037,0.004,0.587,0.0,0.546,0.369,0.808,0.203,0.205
Pnkp,0.401,1.0,0.715,0.394,0.942,0.158,0.675,1.0,0.993,1.0,0.737,0.905,0.743,0.65,0.315,0.746,0.355,0.371,0.684,0.284,0.407,0.965
Gm11956,0.76,1.0,0.768,0.741,1.0,0.708,0.278,1.0,0.773,0.162,0.937,0.394,,0.123,0.479,,0.93,0.728,0.994,0.776,,0.729
Olfr1229,,,,,,,,,,1.0,,,,,,,,,,,,
Cep135,0.944,1.0,0.412,0.733,0.964,0.553,0.896,1.0,0.226,1.0,0.934,0.414,0.405,0.82,0.176,0.507,0.264,0.776,0.3,0.811,0.828,0.887
Gm13419,,,,,,,,,,1.0,,,,,,,,,,,,
Gm28164,,,,,,,,,,1.0,,,,,,,,,,,,
Gm12875,,,,,,,,,,,,,,,,,,,,,,
Ftsj3,0.294,1.0,0.797,0.0,0.972,0.0,0.0,1.0,0.0,0.0,0.971,0.0,0.554,0.0,0.0,0.868,0.304,0.0,0.0,0.0,0.648,0.0
Obp2a,,,,,,,,,,1.0,,,,,,,,,,,,
Nectin2,0.106,,0.345,,,0.3,,,0.444,1.0,,0.68,,0.688,0.295,,0.198,0.309,0.456,,,0.309
Rnft2,0.828,,0.806,0.228,,0.213,0.458,,0.422,1.0,,0.958,,0.884,0.884,,0.969,0.793,1.0,0.869,,0.898
Gm10577,,,,,,,,,,1.0,,,,,,,,,,,,
Morc2b,,,,,,,,,,1.0,,,,,,,,,,,,
Lman2l,0.251,0.959,0.312,0.0,0.617,0.0,0.0,1.0,0.0,0.003,0.926,0.0,0.041,0.003,0.0,0.655,0.013,0.0,0.0,0.0,0.849,0.0
Zfp442,0.783,1.0,0.649,0.705,0.852,0.161,0.708,1.0,0.661,1.0,0.847,0.287,,0.929,0.434,0.996,1.0,0.018,0.974,0.032,0.473,0.496
Lilra6,1.0,1.0,0.76,0.139,0.983,0.283,0.744,1.0,0.985,0.006,0.914,0.011,,0.031,0.078,,0.95,0.225,0.921,0.085,0.327,1.0
Hmces,0.021,1.0,0.021,0.0,0.724,0.0,0.0,1.0,0.0,0.002,0.906,0.001,1.0,0.0,0.0,0.086,0.006,0.015,0.0,0.017,0.493,0.281
Gja3,,,,,,,,,,1.0,,,,,,,,,,,,
Cdc6,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.972,0.0,0.717,0.0,0.0,0.934,0.0,0.0,0.0,0.0,0.442,0.0
Pogk,0.0,1.0,0.002,0.0,0.788,0.0,0.0,0.982,0.0,0.0,0.838,0.0,0.177,0.0,0.0,0.78,0.001,0.0,0.0,0.0,0.0,0.0
Atp5l,0.045,0.792,0.442,0.922,0.779,0.001,0.759,0.971,0.009,1.0,0.96,0.002,0.015,0.809,0.007,0.664,0.008,0.0,0.0,0.0,0.717,0.0
Cnnm3,0.674,0.652,0.297,0.095,0.953,0.0,0.748,1.0,0.029,0.37,0.981,0.001,0.149,0.937,0.115,0.943,0.001,0.001,0.01,0.003,0.698,0.051
Ap3m1,1.0,1.0,0.841,0.0,0.566,0.0,0.0,1.0,0.0,0.0,0.653,0.0,0.848,0.0,0.0,0.812,0.393,0.017,0.0,0.004,0.843,0.001
Gm10491,,,,,,,,,,0.685,,,,,,,,,,,,
Prpf31,0.0,0.84,0.0,0.001,0.813,0.0,0.03,1.0,0.0,0.025,0.98,0.0,0.048,0.021,0.0,0.798,0.0,0.0,0.0,0.0,0.741,0.0
Slc35d1,0.044,0.959,0.045,0.0,0.514,0.0,0.029,1.0,0.026,0.0,0.421,0.0,0.998,0.005,0.004,0.996,0.539,0.057,0.026,0.035,0.725,0.003
Gh,,,,,,,,,,1.0,,,,,,,,,,,,
Serinc3,0.0,1.0,0.0,0.0,0.788,0.0,0.0,0.989,0.0,0.0,0.525,0.0,0.875,0.0,0.0,0.738,0.0,0.0,0.0,0.0,0.982,0.0
Gm6717,,,,,,,,,,1.0,,,,,,,,,,,,
Dnajc28,0.188,1.0,0.252,0.057,0.967,0.079,0.056,1.0,0.074,0.157,0.715,0.109,,0.024,0.031,0.622,0.141,0.163,0.042,0.89,0.835,0.508
Ostc,0.988,0.359,0.075,0.058,0.98,0.0,0.046,1.0,0.0,0.045,0.996,0.0,0.145,0.187,0.001,0.874,0.0,0.0,0.0,0.0,0.871,0.0
Ywhae,0.0,1.0,0.0,0.0,0.856,0.0,0.0,0.987,0.0,0.0,0.978,0.0,0.057,0.0,0.0,0.987,0.0,0.0,0.0,0.0,0.73,0.0
Gm2505,,,,,,,,,,1.0,,,,,,,,,,,,
Skp1a,0.001,0.807,0.72,0.277,0.968,0.145,0.188,1.0,0.233,0.917,0.995,0.048,0.025,0.364,0.105,0.975,0.318,0.256,0.047,0.065,0.683,0.172
Ltbp3,0.028,1.0,0.039,0.629,0.971,0.702,0.883,1.0,0.793,1.0,0.947,0.842,,0.79,0.682,,0.254,0.538,0.82,0.853,,0.541
Peli3,,,,,,,,,,0.981,,,,,,,,,,,,
Lhx5,0.166,,0.34,0.032,,0.085,0.141,,0.274,0.691,,0.614,,0.033,0.081,,0.228,0.544,0.428,0.36,,0.148
Spon1,0.007,1.0,0.0,0.0,0.989,0.0,0.0,1.0,0.0,0.0,0.647,0.0,0.099,0.0,0.0,0.412,0.0,0.0,0.0,0.0,0.946,0.0
Lcn9,,,,,,,,,,1.0,,,,,,,,,,,,
Csprs,0.952,0.909,0.863,0.045,0.893,0.057,0.008,0.256,0.01,0.024,0.713,0.016,,0.079,0.093,0.839,0.12,0.267,0.931,0.414,0.992,0.392
Pik3r6,0.289,1.0,0.111,0.0,0.967,0.0,0.0,1.0,0.0,0.0,0.844,0.0,,0.0,0.0,0.84,0.055,0.0,0.0,0.0,0.284,0.0
Gm4781,,,,,,,,,,1.0,,,,,,,,,,,,
Pdzph1,1.0,,0.985,0.135,,0.15,,,0.921,1.0,,0.975,,0.966,0.921,,0.942,0.923,0.927,0.973,,0.927
Gm47659,0.533,1.0,0.079,0.101,0.967,0.005,0.202,1.0,0.014,0.25,0.872,0.007,,0.691,0.14,0.816,0.229,0.002,0.081,0.096,0.758,0.018
Gm28734,,,,,,,,,,,,,,,,,,,,,,
Tcte1,,,,,,,,,,0.915,,,,,,,,,,,,
Gm19791,,,,,,,,,,1.0,,,,,,,,,,,,
Gm8941,,,,,,,,,,1.0,,,,,,,,,,,,
AC125149.5,,,,,,,,,,,,,,,,,,,,,,
Gm14234,,,,,,,,,,1.0,,,,,,,,,,,,
Gm8407,0.808,,0.706,0.105,,0.072,,,0.028,0.336,,0.127,,0.271,0.194,,0.653,0.128,0.188,0.028,,0.283
Mtrf1l,0.007,1.0,0.528,0.552,0.997,0.009,0.96,1.0,0.086,1.0,0.972,0.158,0.134,0.573,0.009,0.809,0.78,0.009,0.211,0.301,0.839,0.108
a,0.0,1.0,0.0,0.0,0.942,0.0,0.0,1.0,0.0,0.0,0.921,0.0,,0.0,0.0,0.774,0.0,0.0,0.0,0.0,0.464,0.0
Gm44922,,,,,,,,,,1.0,,,,,,,,,,,,
Faim,0.004,1.0,0.846,0.638,0.988,0.001,0.524,1.0,0.001,1.0,0.964,0.001,0.036,0.531,0.001,0.96,0.753,0.001,0.0,0.006,0.331,0.0
Gm11949,,,,,,,,,,1.0,,,,,,,,,,,,
Gm6474,,,,,,0.783,,,,1.0,,0.514,,,0.55,,0.363,0.451,,,,
Tab2,0.357,1.0,0.3,0.867,0.776,0.924,0.423,1.0,0.346,1.0,0.94,0.911,0.968,0.603,0.513,0.678,0.053,0.318,0.26,0.564,0.471,0.057
Gm8822,0.812,1.0,0.708,0.788,0.968,0.258,0.469,0.388,0.091,1.0,0.923,0.593,,0.972,0.471,0.88,0.506,0.416,0.697,0.244,0.961,0.185
Gm5624,,,,,,,,,,1.0,,,,,,,,,,,,
B3galt1,,,,,,,,,,1.0,,,,,,,,,,,,
Rnf222,,,,,,,,,,0.756,,,,,,,,,,,,
Mlc1,,,,,,,,,,1.0,,,,,,,,,,,,
Smyd4,0.911,1.0,0.356,0.984,0.989,0.225,0.243,0.989,0.98,1.0,0.996,0.099,0.331,0.955,0.28,0.892,0.083,0.199,0.383,0.085,0.364,0.627
Zc2hc1b,,,,,,,,,,,,,,,,,,,,,,
Sfxn1,0.0,1.0,0.0,0.0,0.736,0.0,0.0,1.0,0.0,0.0,0.981,0.0,0.175,0.0,0.0,0.599,0.0,0.0,0.0,0.0,0.024,0.0
Ccdc51,0.844,1.0,0.465,0.0,0.817,0.0,0.075,1.0,0.001,0.002,0.963,0.0,0.363,0.003,0.0,0.307,0.175,0.0,0.003,0.0,0.192,0.042
Gm6763,,,,,,,,,,1.0,,,,,,,,,,,,
Gm12537,0.777,1.0,0.768,0.818,,0.815,0.711,1.0,0.692,1.0,,0.898,,1.0,1.0,,0.932,1.0,0.736,0.751,,0.893
Ctsg,0.964,1.0,0.952,0.007,0.8,0.013,0.907,1.0,0.974,0.93,0.794,0.674,,0.977,0.827,0.956,0.854,0.222,0.878,0.107,0.445,0.993
Atl2,0.036,1.0,0.056,0.0,0.891,0.0,0.562,1.0,0.647,0.028,0.972,0.021,0.933,0.047,0.062,0.996,0.011,0.001,0.712,0.053,0.961,0.079
Ighv5-18,,,,,,,,,,,,,,,,,,,,,,
Gm12449,,,,,,,,,,1.0,,,,,,,,,,,,
Thap2,0.762,1.0,0.679,0.566,0.82,0.633,0.47,1.0,0.384,0.689,0.959,0.311,0.959,0.028,0.018,0.269,0.161,0.723,0.68,0.144,0.424,0.866
A530084C06Rik,,,,,,,,,,1.0,,,,,,,,,,,,
Gm2673,0.911,,0.94,0.721,,0.676,,,0.353,1.0,,0.736,,0.51,0.518,,0.564,0.866,0.977,0.856,,0.95
Gm48513,,,,,,,,,,1.0,,,,,,,,,,,,
Hist1h2bk,0.0,0.8,0.0,0.0,0.435,0.0,0.0,1.0,0.0,0.0,0.813,0.0,0.889,0.0,0.0,0.964,0.0,0.0,0.0,0.0,0.473,0.0
Pex1,0.025,1.0,0.815,0.378,1.0,0.003,0.969,1.0,0.052,0.194,0.794,0.0,0.122,0.19,0.0,0.706,0.87,0.003,0.004,0.014,0.915,0.031
Olfr1146-ps1,,,,,,,,,,,,,,,,,,,,,,
Rnf10,0.286,0.792,0.987,0.846,0.997,0.175,0.994,1.0,0.287,1.0,0.999,0.224,0.372,0.401,0.882,0.891,0.126,0.169,0.207,0.235,0.84,0.513
A1cf,,,,,,,,,,1.0,,,,,,,,,,,,
Traj38,0.24,,0.382,0.897,,0.93,,,0.924,0.715,,0.564,,0.886,0.955,,0.269,0.431,0.685,0.772,,0.28
Dsg3,,,,,,,,,,1.0,,,,,,,,,,,,
Dpp8,0.096,1.0,0.133,0.034,1.0,0.047,0.031,1.0,0.041,0.447,0.997,0.296,0.937,0.032,0.041,0.87,0.022,0.052,0.193,0.327,0.179,0.006
Olfr1441,0.874,,0.877,0.24,,0.224,,,0.109,0.103,,0.047,,0.136,0.117,,1.0,0.76,0.209,0.316,,0.453
Cacng7,,,,,,,,,,1.0,,,,,,,,,,,,
Eif2b1,0.834,0.819,0.29,0.56,0.82,0.025,0.404,1.0,0.011,0.218,0.888,0.001,0.221,0.457,0.014,0.826,0.004,0.266,0.003,0.018,0.659,0.128
Gfpt2,0.079,,0.19,0.294,,0.506,0.516,,0.757,0.921,,0.789,,0.981,0.78,,0.792,0.255,0.431,0.608,,0.64
Rpl31-ps8,0.123,1.0,0.91,0.0,0.988,0.0,0.0,1.0,0.0,0.0,0.953,0.0,0.249,0.0,0.0,0.892,0.758,0.0,0.0,0.0,0.064,0.0
Dgkz,0.0,1.0,0.0,0.687,0.417,0.206,0.761,0.984,0.712,0.723,0.915,0.078,0.545,0.492,0.993,0.442,0.0,0.0,0.151,0.011,0.753,0.09
Med16,0.919,1.0,0.157,0.696,0.958,0.073,0.485,1.0,0.03,0.418,0.731,0.006,0.295,0.735,0.08,0.964,0.006,0.164,0.006,0.231,0.74,0.044
Pik3c2g,0.731,,0.945,0.82,,0.572,,,0.568,1.0,,0.932,,0.953,0.704,,0.762,0.834,0.574,0.423,,0.727
Gm6049,,,,,,,,,,,,,,,,,,,,,,
Rhog,0.0,1.0,0.086,0.048,0.819,0.0,0.049,1.0,0.0,0.092,0.842,0.0,0.077,0.015,0.0,0.808,0.118,0.001,0.0,0.001,0.765,0.0
Gm12179,,,,,,,,,,1.0,,,,,,,,,,,,
Efna2,0.999,,0.535,,,0.054,,,0.155,0.502,,0.053,,0.425,0.103,,0.393,0.058,0.051,,,0.237
Cdc7,0.0,1.0,0.0,0.0,0.965,0.0,0.0,1.0,0.008,0.0,0.93,0.001,0.31,0.0,0.0,0.735,0.0,0.0,0.003,0.0,0.442,0.0
Rpl30-ps5,,,,,,0.179,,,,0.918,,0.178,,,0.57,,1.0,0.767,,,,
Btg3,0.831,0.888,0.128,0.095,1.0,0.867,0.217,1.0,0.615,0.041,0.856,0.77,0.106,0.393,0.383,0.817,0.001,0.887,0.419,0.636,0.827,0.928
Gm3534,0.771,1.0,0.653,0.881,,0.77,0.221,1.0,0.147,0.466,,0.177,,0.359,0.421,,0.829,0.428,0.259,0.291,,0.612
Ptpre,0.0,1.0,0.0,0.0,0.962,0.001,0.0,1.0,0.005,0.0,0.798,0.004,0.352,0.0,0.0,0.858,0.0,0.004,0.011,0.123,0.237,0.003
Tnni1,0.0,1.0,0.0,0.384,0.986,0.126,0.442,1.0,0.147,0.947,0.997,0.954,,0.833,0.418,0.893,0.0,0.166,0.116,0.943,0.328,0.166
Gm43096,,,,,,,,,,1.0,,,,,,,,,,,,
Cyp4a10,,,,,,,,,,1.0,,,,,,,,,,,,
Gm3084,,,,,,,,,,,,,,,,,,,,,,
Gar1,0.001,1.0,0.0,0.0,0.844,0.0,0.0,1.0,0.0,0.0,0.988,0.001,0.764,0.0,0.0,0.891,0.001,0.001,0.0,0.002,0.326,0.0
Mslnl,,,,,,,,,,1.0,,,,,,,,,,,,
Sptbn5,,,,,,,,,,1.0,,,,,,,,,,,,
Acads,0.164,1.0,0.889,0.042,0.961,0.787,0.209,1.0,0.78,0.721,0.783,0.489,0.159,0.179,0.836,0.491,0.628,0.577,0.686,0.733,0.553,0.197
Gda,0.248,1.0,0.478,0.002,0.891,0.0,0.277,1.0,0.096,0.018,0.964,0.001,,0.33,0.122,0.726,0.766,0.0,0.01,0.0,0.016,0.678
Gsg1l,0.065,1.0,0.02,0.598,0.911,0.34,0.43,1.0,0.207,0.834,0.937,0.244,,0.703,0.41,,0.027,0.113,0.358,0.575,,0.35
Klhl26,0.144,0.993,0.339,0.525,0.891,0.253,0.784,1.0,0.451,1.0,0.904,0.449,0.761,0.739,0.404,0.792,0.973,0.056,0.583,0.119,0.95,0.08
