gene_name,WT_0h_rep1,WT_0h_rep2,WT_0h_rep3,KO_0h_rep1,KO_0h_rep2,KO_0h_rep3,WT_6h_rep1,WT_6h_rep2,WT_6h_rep3,KO_6h_rep1,KO_6h_rep2,WT_24h_rep1,WT_24h_rep2,WT_24h_rep3,KO_24h_rep1,KO_24h_rep2,KO_24h_rep3,WT_48h_rep1,WT_48h_rep2,WT_48h_rep3,KO_48h_rep1,KO_48h_rep2,KO_48h_rep3
Spam1,0.342,0.0,0.0,0.447,0.0,0.0,1.341,0.0,0.289,0.215,0.0,0.0,0.0,0.0,0.0,0.302,0.0,0.343,0.0,0.0,0.829,0.0,0.0
Hyal5,0.547,0.283,0.545,1.687,0.678,0.0,1.947,0.899,0.42,1.188,2.155,0.546,0.166,0.143,0.691,0.438,0.339,0.497,0.298,0.528,0.481,0.253,0.425
Tmem229a,0.655,0.0,0.0,0.427,0.0,0.0,1.282,0.0,0.0,0.412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gpr37,0.475,0.0,0.0,0.887,0.0,0.0,2.128,0.175,0.23,0.94,1.767,0.0,0.0,0.0,0.236,0.24,0.0,0.136,0.204,0.144,0.767,0.0,0.0
Pot1a,31.771,12.181,15.172,28.945,22.967,13.136,16.489,18.776,19.512,26.064,11.508,30.286,33.355,35.443,33.484,46.515,32.858,56.532,60.18,56.899,65.737,77.184,48.97
Grm8,0.668,0.257,0.375,1.041,0.246,0.161,1.528,0.381,0.189,0.978,1.073,0.187,0.092,0.107,0.778,0.121,0.121,0.495,0.25,0.255,0.669,0.304,0.14
Zfp800,23.431,7.904,11.568,17.624,8.204,9.966,8.351,11.419,10.195,14.397,8.193,15.987,17.665,17.81,13.279,21.927,16.87,23.655,32.874,28.087,21.308,29.544,18.037
Gcc1,36.222,53.92,34.162,33.333,52.41,37.131,15.41,31.552,18.553,20.542,22.013,22.607,19.226,22.852,25.267,16.948,21.245,21.697,22.433,26.827,24.575,28.923,32.057
Arf5,94.857,199.046,121.615,83.325,152.618,171.073,57.231,106.068,92.825,103.29,134.703,75.154,96.238,116.286,92.517,105.719,82.107,69.957,79.881,87.243,59.974,99.963,97.996
Fscn3,3.583,3.992,3.659,1.628,4.25,3.595,2.645,5.232,3.949,3.528,5.404,1.711,3.118,0.895,0.541,1.374,3.192,1.871,3.271,4.635,2.011,3.707,1.775
Pax4,0.24,0.0,0.0,0.628,0.0,0.0,0.314,0.0,0.813,1.815,2.085,0.0,0.0,0.0,0.835,0.0,0.0,0.0,0.361,0.511,1.94,0.0,0.0
Snd1,112.346,62.615,77.813,106.282,88.494,83.12,96.96,118.28,131.768,137.395,81.838,128.044,100.599,134.379,114.532,119.454,119.215,182.12,165.776,168.131,115.604,118.96,100.109
Lrrc4,0.497,0.339,0.435,1.09,0.294,0.188,1.777,0.488,0.235,1.474,1.206,0.218,0.199,0.314,0.966,0.315,0.271,0.497,0.194,0.295,0.881,0.152,0.17
Lep,0.494,0.0,0.0,0.323,0.0,0.259,0.807,0.0,0.418,1.244,0.0,0.0,0.0,0.0,0.859,0.0,0.0,0.247,0.0,0.0,0.399,0.0,0.0
Rbm28,88.304,48.021,76.986,72.567,53.344,70.41,77.235,93.351,97.416,96.441,63.406,98.581,120.67,120.472,72.318,131.386,108.61,85.447,99.037,98.857,55.867,69.382,60.464
Prrt4,0.652,0.464,0.0,0.213,0.371,0.0,1.277,0.421,0.276,0.82,2.121,1.791,0.0,0.936,1.133,1.151,0.371,0.653,0.734,0.346,0.263,0.277,0.0
Impdh1,86.015,157.469,134.366,106.401,135.122,144.451,117.312,187.767,199.104,126.076,129.533,140.799,122.989,117.418,78.766,83.37,83.944,95.634,93.272,112.117,55.554,66.271,62.479
Hilpda,29.094,40.615,20.547,25.335,24.645,28.723,44.701,101.71,67.498,76.797,47.001,48.044,38.066,52.422,31.715,47.314,38.972,34.259,159.164,88.508,26.696,85.345,84.524
Fam71f2,7.153,6.935,5.244,6.759,7.267,6.067,7.354,5.899,6.689,7.66,5.94,6.13,4.062,4.808,11.106,5.64,5.199,23.46,26.483,17.144,13.508,13.196,6.071
Fam71f1,0.8,0.569,0.0,1.175,0.227,0.21,1.306,0.0,0.507,1.509,2.601,0.0,0.0,0.287,1.389,0.353,0.0,0.801,1.2,0.0,1.291,0.0,0.855
Calu,65.311,30.282,48.772,52.976,35.408,48.273,36.955,43.391,49.992,55.706,27.464,64.467,71.341,74.586,63.395,82.132,67.614,83.515,89.862,83.482,58.228,75.272,63.245
Opn1sw,0.0,0.0,1.12,1.495,0.0,0.0,1.121,0.37,0.242,1.8,0.0,0.0,0.477,0.0,0.994,0.0,0.0,0.286,0.0,0.0,2.077,0.0,0.0
Ccdc136,0.5,0.791,0.261,1.452,0.253,0.0,1.452,0.0,0.188,1.678,2.41,0.407,0.0,0.16,0.193,0.294,0.127,1.669,1.751,1.299,1.614,1.134,1.742
Flnc,0.354,0.168,0.185,0.693,0.268,0.0,0.693,0.0,0.299,0.742,1.279,0.216,0.197,0.0,0.615,0.208,0.134,0.472,0.0,0.0,1.047,0.201,0.0
Atp6v1f,109.921,113.516,120.115,93.877,122.22,87.427,70.987,78.029,93.919,104.1,52.378,64.133,60.45,50.296,75.547,73.538,57.763,43.524,47.109,60.329,54.577,49.284,58.51
Atp6v1fnb,74.887,172.98,82.09,89.122,117.301,118.703,45.64,103.201,61.883,61.765,82.987,27.421,19.433,19.115,43.367,27.898,24.632,18.322,18.722,17.684,17.455,15.56,30.821
Kcp,0.34,0.276,0.38,0.57,0.441,0.204,1.267,0.501,0.082,1.037,1.893,0.355,0.162,0.0,1.011,0.0,0.221,0.097,0.146,0.0,1.174,0.33,0.276
Irf5,0.885,1.261,1.213,1.446,2.517,2.554,4.77,8.294,3.742,9.191,4.32,4.863,4.801,4.45,6.538,10.547,14.618,11.3,16.437,11.291,13.217,20.698,16.399
Tnpo3,117.385,44.604,85.138,106.983,55.837,81.507,64.364,72.734,82.19,91.211,41.111,76.408,83.153,86.447,63.506,97.189,81.459,121.891,116.812,110.251,104.252,100.111,80.344
Tspan33,0.485,0.592,0.326,1.268,0.788,0.0,1.358,1.075,0.117,0.611,0.0,0.508,0.463,1.394,0.723,1.101,0.947,1.388,1.456,1.032,1.79,2.711,1.778
Smo,11.832,16.099,11.117,13.137,11.658,12.274,8.499,10.531,10.222,9.263,14.252,23.588,30.484,30.58,27.408,35.263,28.89,41.581,46.54,48.059,29.913,32.519,27.533
Ahcyl2,66.716,32.304,42.156,75.992,45.096,48.65,42.609,59.044,49.06,79.596,48.833,63.716,51.306,68.876,57.82,60.69,57.733,147.736,115.967,140.847,87.446,87.832,64.142
Strip2,1.977,0.901,0.929,2.273,0.899,1.245,0.981,0.511,0.468,1.144,1.2,1.014,0.66,0.568,1.237,0.558,0.811,1.9,1.898,2.522,1.915,1.345,1.24
Nrf1,91.309,71.898,72.934,96.424,80.87,76.16,63.143,78.961,74.45,90.984,48.634,75.984,68.165,88.122,82.887,84.163,108.28,135.572,113.11,132.513,129.373,126.342,110.915
Ube2h,353.055,202.425,304.634,253.882,234.04,297.107,36.205,34.648,37.592,70.123,28.17,56.057,43.53,58.305,77.904,53.711,63.996,131.132,97.693,113.264,238.807,149.359,139.526
Zc3hc1,46.281,24.566,48.03,47.753,28.798,44.956,23.693,24.589,32.054,31.267,19.593,33.592,26.724,30.473,25.929,33.344,31.804,31.521,32.041,33.757,26.846,28.748,24.579
Klhdc10,42.162,24.248,25.924,43.949,32.963,25.633,27.117,32.143,32.262,44.921,22.922,46.013,42.876,58.446,47.622,49.377,54.492,73.184,69.274,75.682,58.944,63.282,53.483
Tmem209,28.994,21.737,19.95,31.918,25.471,16.013,51.633,59.735,75.646,67.843,35.241,98.926,91.969,103.444,82.616,103.005,106.163,133.886,129.238,124.292,93.218,105.583,83.865
Ssmem1,0.324,0.924,0.0,1.059,0.0,0.0,2.33,0.419,0.0,1.428,0.0,1.188,0.0,1.863,3.381,0.286,0.0,2.273,0.243,0.689,1.047,0.0,0.462
Cpa2,0.369,0.21,0.231,0.866,0.503,0.0,1.251,0.381,0.374,1.113,1.278,0.54,0.246,0.0,0.512,0.78,0.0,1.033,0.111,0.313,0.952,0.376,0.42
Cpa4,0.491,0.2,0.22,0.733,0.0,0.147,1.375,0.363,0.0,0.795,1.826,0.257,0.234,0.0,0.975,0.124,0.0,0.0,0.0,0.0,0.226,0.0,0.0
Cpa5,0.57,0.695,0.127,1.063,0.185,0.171,1.488,0.21,0.55,1.126,0.706,0.298,0.0,0.0,1.131,0.0,0.185,0.0,0.122,0.0,0.0,0.0,0.0
Cpa1,0.275,0.0,0.0,1.435,0.624,0.0,0.717,0.0,0.0,1.036,1.191,0.0,0.0,0.0,0.0,0.485,0.625,0.0,0.412,0.0,0.886,0.0,0.0
Cep41,5.905,5.606,4.066,6.893,7.428,2.812,6.618,7.9,8.141,11.118,5.811,15.642,13.973,14.673,16.444,16.628,14.019,17.689,16.145,18.069,12.3,17.017,12.172
Mest,0.542,0.0,0.212,1.061,0.308,0.426,1.68,0.175,0.0,1.022,0.0,0.496,0.0,0.0,1.412,0.12,0.0,0.271,0.102,0.864,0.328,0.23,0.0
Copg2,20.16,9.982,13.51,21.962,14.115,8.824,6.719,6.135,6.899,10.356,3.873,14.325,13.505,17.047,16.579,18.636,14.805,31.62,34.363,31.144,30.635,34.197,26.902
Tsga13,0.545,0.258,0.284,0.593,0.206,0.19,2.134,0.0,0.307,1.142,0.394,0.665,0.0,0.0,0.946,0.0,0.207,0.182,0.0,0.193,0.586,0.0,0.0
Klf14,0.552,0.0,0.0,0.0,0.0,0.0,1.443,0.0,0.934,0.0,0.0,0.0,0.0,0.0,1.919,0.0,0.0,1.106,0.0,0.0,0.0,0.0,0.0
Mkln1,169.281,46.763,96.77,143.699,67.297,96.272,35.853,40.362,46.501,53.653,23.735,54.894,48.348,58.604,53.778,62.543,55.65,115.434,95.653,88.569,104.284,102.091,71.546
Podxl,0.759,0.648,1.307,1.238,0.259,0.557,1.337,0.588,0.385,2.004,1.316,0.694,0.0,0.218,1.318,0.201,0.173,0.911,0.228,0.081,0.673,0.064,0.0
1700012A03Rik,0.391,0.0,0.306,1.277,0.445,0.0,1.532,0.505,0.0,0.0,3.392,0.0,0.0,0.0,1.359,0.0,0.445,1.566,0.0,0.0,1.262,0.0,0.0
Plxna4,0.308,0.195,0.304,0.784,0.242,0.096,1.231,0.354,0.193,1.047,1.418,0.167,0.076,0.055,0.674,0.114,0.121,0.213,0.051,0.032,0.509,0.065,0.043
Chchd3,91.867,45.31,46.053,81.532,59.302,50.286,44.519,56.85,58.129,71.106,37.499,83.269,60.338,85.836,79.19,77.76,83.578,112.333,106.021,103.443,92.333,89.402,75.188
Exoc4,99.445,32.338,40.241,73.41,45.091,39.167,34.891,42.003,30.014,62.183,20.3,39.9,27.268,41.894,42.61,36.995,39.837,112.965,104.609,114.361,116.073,109.812,94.943
Lrguk,0.758,0.23,0.404,0.991,0.22,0.305,1.222,0.208,0.382,1.015,1.119,0.473,0.269,0.788,0.953,0.512,0.661,0.743,0.702,0.446,1.041,0.411,0.552
Slc35b4,17.208,23.288,13.251,21.455,28.941,14.321,16.715,19.476,20.673,24.244,13.875,31.765,33.688,37.98,34.343,42.663,41.938,37.294,55.785,47.152,39.243,54.157,47.613
Akr1b3,87.338,79.832,102.626,92.273,83.571,113.962,51.742,87.565,71.391,62.7,39.439,49.727,59.857,51.163,41.559,66.617,75.184,44.394,39.434,42.367,40.612,48.293,49.7
Akr1b8,0.588,0.335,0.553,0.307,0.267,0.0,1.997,0.912,0.0,0.592,0.51,0.0,0.785,0.0,1.635,0.415,0.536,0.706,1.588,0.0,0.57,0.2,0.335
Akr1b10,22.134,24.533,23.868,24.756,33.149,23.912,3.635,3.082,1.792,7.504,2.299,16.5,12.823,10.276,16.579,17.073,13.883,27.858,27.038,29.295,40.208,40.332,39.275
Akr1b7,1.093,1.334,0.244,1.835,1.775,0.983,0.612,0.0,0.0,1.375,2.031,0.572,0.0,0.448,2.17,0.276,0.356,0.313,0.703,0.0,1.008,0.0,0.445
Bpgm,15.666,13.237,20.938,18.364,13.7,20.948,6.745,8.748,10.67,9.241,4.23,15.969,17.422,20.104,24.924,16.506,19.209,17.231,15.408,15.977,17.687,17.755,19.621
Cald1,0.467,0.19,0.179,0.971,0.152,0.08,1.42,0.222,0.177,0.972,0.951,0.244,0.064,0.192,0.895,0.151,0.065,0.344,0.129,0.02,0.908,0.032,0.082
Agbl3,2.925,2.554,2.107,3.765,2.719,1.389,3.235,1.821,1.624,3.949,2.87,2.737,3.562,2.759,5.787,5.275,3.209,2.736,4.548,2.814,4.41,4.538,3.772
Tmem140,18.734,17.919,15.004,39.226,31.215,34.202,8.591,6.282,6.043,18.891,1.86,4.713,3.817,3.285,10.435,3.028,6.839,21.184,16.946,18.844,41.537,39.871,40.747
Cyren,10.464,22.159,6.303,14.019,20.743,10.695,19.623,25.653,27.212,26.669,23.27,39.299,73.406,46.231,64.329,62.5,55.602,30.616,42.261,64.44,34.205,52.458,58.104
Wdr91,44.389,48.292,66.562,46.254,48.134,65.223,26.416,24.057,26.415,29.492,21.387,46.265,51.769,52.675,37.741,54.079,52.749,53.026,49.876,63.719,46.948,55.962,56.845
Stra8,0.704,0.0,0.0,1.149,0.2,0.0,0.919,0.0,0.149,0.443,1.144,0.0,0.294,0.253,2.445,0.776,1.402,0.881,0.528,0.0,0.994,0.15,0.251
Slc23a4,1.917,2.34,2.206,2.044,1.69,1.067,2.708,1.112,1.455,1.723,4.072,1.719,2.089,2.472,2.311,3.245,2.495,2.976,1.937,2.911,3.536,2.594,2.23
Cnot4,220.766,72.561,122.59,195.108,100.235,116.706,68.86,92.548,84.68,107.502,58.586,93.077,72.101,98.253,82.441,97.473,96.187,268.912,203.139,201.066,173.122,174.526,128.321
Nup205,45.424,14.655,36.301,42.622,23.511,39.652,46.069,56.604,67.796,64.409,30.76,77.395,103.974,99.712,60.826,125.645,106.449,134.203,141.431,125.977,102.867,117.734,88.249
1810058I24Rik,40.311,24.821,29.979,41.879,20.88,35.591,31.912,39.814,41.829,51.304,28.346,45.022,42.58,42.907,44.886,58.5,47.847,31.779,55.331,47.302,32.399,50.009,50.556
Slc13a4,0.378,0.598,0.066,0.713,0.096,0.0,1.701,0.217,0.142,0.793,1.093,0.154,0.0,0.0,0.292,0.0,0.191,0.42,0.063,0.179,0.339,0.0,0.359
Fam180a,0.376,0.0,0.392,0.654,0.0,0.0,0.164,0.0,0.212,1.261,0.543,0.0,0.418,0.36,2.611,0.442,0.0,0.501,0.188,0.266,0.404,0.0,0.0
Mtpn,115.032,37.381,60.131,109.203,47.555,69.016,36.845,44.472,45.479,54.477,20.784,57.636,39.977,51.458,47.88,50.843,52.091,92.129,98.203,87.628,78.662,90.557,70.146
Chrm2,0.529,0.24,0.452,0.927,0.465,0.227,1.586,0.59,0.142,0.847,1.043,0.22,0.12,0.173,0.543,0.233,0.192,0.193,0.144,0.102,0.737,0.184,0.274
Ptn,0.407,0.101,0.25,0.81,0.121,0.074,1.226,0.229,0.329,1.003,0.998,0.259,0.059,0.102,0.984,0.031,0.081,0.248,0.027,0.0,0.429,0.03,0.101
Dgki,0.386,0.159,0.367,0.835,0.228,0.14,1.456,0.346,0.232,1.005,1.659,0.272,0.062,0.107,0.736,0.098,0.152,0.268,0.106,0.055,0.672,0.114,0.148
Creb3l2,7.358,5.521,6.003,6.811,6.546,4.776,2.033,1.025,0.77,3.511,2.611,4.894,3.038,4.007,9.594,5.106,4.515,14.995,14.409,14.734,14.339,16.03,14.061
Akr1d1,0.83,0.497,0.342,1.198,0.397,0.55,1.54,0.564,0.369,1.648,2.083,1.279,0.583,0.502,2.124,0.616,0.796,0.787,0.197,0.371,1.198,0.668,1.12
Trim24,37.36,19.024,28.782,45.728,26.963,33.368,17.748,24.522,15.921,28.415,23.143,23.36,24.823,24.157,28.185,42.101,38.553,57.381,54.741,52.584,73.775,84.303,63.195
Svopl,0.347,0.076,0.042,0.627,0.182,0.0,1.115,0.0,0.316,0.805,0.925,0.195,0.0,0.077,0.742,0.047,0.304,0.374,0.16,0.113,0.646,0.317,0.076
Atp6v0a4,0.355,0.189,0.174,0.956,0.303,0.093,1.274,0.286,0.3,1.088,2.019,0.081,0.296,0.255,0.925,0.196,0.303,0.533,0.299,0.141,1.145,0.151,0.126
Tmem213,0.772,0.0,1.21,0.336,0.585,0.0,1.681,0.0,0.435,1.296,0.0,0.0,0.0,0.739,0.895,0.0,0.586,1.031,0.0,0.547,1.662,0.0,0.0
D630045J12Rik,0.645,0.147,0.283,0.539,0.235,0.216,1.651,0.367,0.85,1.412,1.566,2.928,2.625,2.111,3.003,2.162,2.614,5.628,4.488,5.592,4.849,3.135,4.667
Zc3hav1l,49.359,51.851,39.427,40.69,41.399,37.302,9.288,8.086,9.136,12.348,4.318,25.001,28.0,29.819,16.804,28.615,28.181,33.315,32.006,33.255,19.97,22.006,23.913
Zc3hav1,686.865,549.474,818.953,673.971,616.491,808.212,88.388,92.303,109.077,160.227,68.103,146.838,140.186,148.074,162.76,146.663,154.898,264.525,215.465,253.433,392.132,311.788,346.69
Ttc26,0.439,0.0,0.229,0.907,0.166,0.153,1.336,0.283,0.371,1.057,0.317,2.275,1.707,2.518,1.778,2.192,1.831,3.584,3.453,3.417,3.42,2.92,1.666
Ubn2,101.201,52.881,57.925,85.352,64.43,62.837,38.97,41.359,47.394,59.386,27.94,53.578,52.598,62.815,54.068,61.701,63.046,102.258,103.254,102.885,97.324,99.692,88.57
Fmc1,11.308,8.31,5.712,8.1,14.93,6.887,15.721,12.253,11.715,19.275,7.909,40.07,25.557,21.998,22.814,34.116,26.581,18.255,21.34,30.235,10.595,22.325,16.63
Luc7l2,588.041,146.639,356.815,559.828,218.653,384.365,137.829,163.577,183.001,210.638,108.243,201.512,195.521,225.718,195.456,262.147,229.158,566.513,581.516,517.021,482.344,498.635,332.887
Klrg2,0.146,0.0,0.229,0.573,0.664,0.0,1.145,0.0,0.741,1.103,1.267,0.0,0.0,0.42,1.015,0.774,0.998,0.585,0.219,0.311,0.0,0.0,0.416
Clec2l,0.664,0.0,0.0,1.858,0.862,0.398,1.114,0.735,0.16,1.193,2.878,0.694,0.633,0.0,1.318,0.335,0.432,1.708,1.138,1.008,1.071,1.289,0.54
Hipk2,48.514,23.423,40.574,53.874,30.775,63.276,31.097,45.767,38.93,46.905,36.269,17.506,15.765,18.287,24.418,19.969,20.061,74.016,42.109,52.166,31.863,25.314,25.578
Tbxas1,0.468,0.138,0.24,0.811,0.147,0.271,1.117,0.25,0.218,1.177,1.539,0.177,0.161,0.046,1.093,0.128,0.037,0.662,0.278,0.24,0.625,0.192,0.138
Parp12,29.112,27.685,22.67,36.99,28.111,33.807,2.829,1.092,1.34,4.254,3.437,1.548,1.939,2.124,2.203,2.704,2.647,2.433,3.646,5.502,8.867,10.06,13.248
Kdm7a,237.514,89.514,182.279,184.803,128.669,188.244,10.679,9.632,12.032,25.537,10.116,18.757,14.603,18.025,22.061,21.347,20.099,53.052,48.665,44.928,81.342,63.004,45.09
Slc37a3,154.933,89.833,122.696,141.489,91.312,113.791,28.303,26.424,30.915,39.687,17.738,55.737,63.12,67.318,49.2,54.416,52.307,99.837,79.119,99.478,74.26,66.667,68.476
Rab19,37.581,39.676,51.386,48.129,52.52,64.227,1.676,0.474,1.549,3.69,0.795,6.041,1.223,2.106,7.644,5.176,7.514,21.651,14.024,16.364,41.415,28.049,40.22
Mkrn1,106.351,64.687,116.043,115.275,66.72,123.745,17.993,22.708,29.96,30.452,18.731,27.816,25.593,25.45,26.395,29.307,25.1,50.241,50.16,51.917,43.024,57.988,39.894
Dennd2a,0.3,0.05,0.194,0.669,0.241,0.297,0.969,0.228,0.209,1.267,1.456,0.065,0.059,0.203,0.737,0.062,0.201,0.354,0.186,0.188,0.656,0.18,0.252
Adck2,26.508,29.034,27.852,35.364,33.228,27.093,12.427,19.026,17.425,17.245,9.333,27.377,33.637,34.483,35.819,30.785,24.764,24.718,25.999,27.206,28.7,38.71,37.442
Gm42420,29.105,37.232,31.441,41.879,41.051,27.754,18.497,20.51,19.994,25.652,16.198,35.334,29.079,34.415,29.744,29.388,31.898,28.352,23.58,25.801,37.171,33.868,37.695
Ndufb2,44.185,37.793,31.296,48.74,50.411,28.169,32.828,36.308,38.53,45.179,24.373,42.305,42.714,47.974,44.484,46.837,45.508,31.254,34.427,42.474,37.036,42.468,41.818
Braf,105.23,30.588,64.925,93.61,43.415,65.401,23.619,25.97,24.573,37.692,21.193,36.095,31.967,36.197,31.996,37.811,36.029,92.058,89.05,82.158,69.553,70.084,56.293
Mrps33,13.78,6.279,11.222,13.44,10.862,10.408,16.797,18.991,23.603,28.433,13.545,22.875,24.521,25.854,30.006,29.829,26.359,13.977,29.215,29.678,18.086,31.549,26.177
Tmem178b,0.405,0.188,0.289,0.902,0.18,0.221,1.27,0.273,0.26,0.885,1.24,0.242,0.044,0.038,1.039,0.093,0.18,0.317,0.119,0.131,0.561,0.09,0.125
Agk,62.629,20.876,27.389,50.585,26.637,26.654,35.585,46.349,45.34,49.702,27.188,45.571,51.667,60.242,44.063,61.477,52.172,77.005,79.625,77.048,58.69,71.608,45.267
Dennd11,15.68,21.29,8.971,16.296,24.063,12.12,16.928,18.69,14.852,25.652,12.42,26.13,21.379,26.487,25.639,23.473,27.084,53.837,55.999,54.477,31.492,36.973,33.889
Wee2,0.548,0.347,0.381,1.192,0.138,0.0,1.59,0.786,0.103,1.072,1.056,0.0,0.812,0.175,1.269,0.322,0.416,0.487,0.365,0.0,0.688,0.103,0.0
Ssbp1,86.598,21.961,43.158,64.235,25.583,42.966,41.11,34.953,53.421,51.533,19.735,68.51,79.295,66.435,58.422,108.42,73.409,68.075,91.214,65.827,69.768,93.705,57.274
Tas2r137,3.148,0.0,0.0,0.0,0.0,3.302,6.167,0.0,7.982,7.922,0.0,5.764,0.0,0.0,5.469,19.444,17.923,6.302,11.806,6.691,7.62,16.056,4.485
Tas2r108,0.0,4.749,0.0,2.178,3.791,3.498,4.355,0.0,2.818,4.196,14.461,0.0,0.0,4.788,5.794,5.885,3.797,3.338,5.002,0.0,2.691,5.669,0.0
Prss37,0.0,0.0,1.692,0.471,0.819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.721,0.0,0.0,0.0,0.0,0.0
Olfr461,2.883,1.493,2.257,3.765,1.192,1.1,2.224,1.016,1.55,2.308,0.0,1.439,0.437,2.258,2.732,2.081,1.193,1.836,3.145,2.506,2.326,2.45,1.493
Olfr460,0.348,0.0,0.0,1.816,0.0,0.0,1.361,0.0,0.0,0.437,0.0,1.272,0.0,0.0,1.207,0.613,0.0,0.696,0.521,0.0,1.122,0.0,0.0
Clec5a,0.464,0.0,0.242,0.606,0.0,0.0,0.808,0.0,0.0,1.362,0.0,0.566,0.0,0.0,0.0,0.273,0.0,0.31,0.0,0.0,0.499,0.0,0.0
Tas2r138,0.0,0.0,0.0,2.215,0.0,0.0,4.43,0.0,0.0,4.267,0.0,0.0,0.0,0.0,5.893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mgam,0.409,0.171,0.339,1.084,0.191,0.202,1.602,0.311,0.163,1.09,1.095,0.132,0.08,0.104,0.878,0.085,0.11,0.385,0.09,0.026,0.679,0.102,0.0
Mgam2,0.291,0.296,0.098,0.678,0.236,0.218,1.384,0.107,0.14,0.967,0.631,0.076,0.069,0.119,1.227,0.293,0.142,0.291,0.093,0.0,0.771,0.106,0.237
Moxd2,0.97,0.0,0.607,2.787,0.0,0.0,1.267,0.501,0.328,0.732,5.046,0.71,0.0,0.0,2.022,0.0,0.0,0.0,0.291,0.412,0.313,0.33,0.0
Prss58,0.33,0.0,0.0,2.584,0.0,0.0,2.153,0.852,1.115,2.074,0.0,0.0,0.0,0.0,0.0,1.164,0.0,0.0,0.0,0.701,0.0,0.0,0.0
1700074P13Rik,0.252,0.239,0.131,1.095,0.763,0.352,1.095,0.0,0.142,0.739,2.546,0.307,0.28,0.0,1.166,0.444,0.0,0.168,0.126,0.0,0.677,0.143,0.0
1810009J06Rik,0.0,0.0,2.154,0.0,0.0,0.0,1.796,1.185,0.0,0.577,0.0,0.0,0.0,0.0,0.0,0.809,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm2663,0.0,0.0,0.724,0.0,0.0,0.0,3.02,0.0,0.0,0.0,4.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.746,0.0,0.0
2210010C04Rik,1.61,0.0,0.0,2.103,0.0,0.0,2.523,0.0,0.0,0.405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.559,0.0,0.0
Try4,0.517,0.0,0.0,0.675,1.176,0.0,0.0,0.0,0.0,0.651,0.0,0.0,1.725,0.0,0.0,0.0,0.0,1.035,0.0,0.0,0.835,0.879,0.0
Try5,0.903,0.0,0.0,0.0,0.0,0.0,2.358,0.778,0.509,0.757,3.914,0.0,0.0,0.0,0.0,0.0,0.0,1.205,0.0,0.64,0.971,0.0,0.0
Try10,0.443,0.0,0.0,2.315,0.0,0.0,1.736,0.0,0.749,1.672,0.0,0.0,0.0,0.0,1.539,0.0,0.0,0.0,0.0,1.883,0.0,0.0,0.0
Prss3,0.0,0.0,0.0,0.57,0.0,0.0,3.992,0.0,0.0,0.549,0.0,0.0,0.0,0.0,1.517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm5771,0.346,0.0,0.542,0.904,0.0,0.0,0.904,0.0,0.0,1.742,0.0,0.0,0.0,0.994,1.203,0.0,0.0,0.0,0.519,0.0,0.559,0.0,0.0
Gm10334,2.147,0.0,0.0,0.0,0.0,0.0,2.244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.386,1.46,0.0
Prss1,0.348,0.0,0.0,0.908,0.0,0.729,1.362,0.898,0.0,3.062,4.522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.561,0.0,0.0
Prss2,0.0,1.46,0.0,0.0,1.166,0.0,4.686,0.0,0.866,1.935,0.0,1.877,0.0,0.0,3.562,0.0,0.0,1.026,0.0,0.0,1.654,0.0,1.461
Ephb6,9.433,15.03,14.947,9.974,12.767,15.549,3.373,2.902,3.986,5.369,5.356,4.934,4.496,6.127,11.315,7.134,5.626,7.193,6.906,9.547,14.315,11.454,9.599
Trpv6,0.962,0.305,0.335,0.838,0.243,0.0,1.536,0.0,0.0,1.076,0.464,0.0,0.0,0.0,0.372,0.189,0.487,0.428,0.0,0.0,0.69,0.182,0.0
Trpv5,1.18,1.008,0.0,1.002,0.268,0.124,1.464,0.457,0.1,1.039,0.768,0.0,0.0,0.0,0.82,0.0,0.269,0.354,0.0,0.125,0.667,0.0,0.0
Llcfc1,1.312,0.0,0.0,1.714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kel,0.281,0.267,0.293,0.979,0.639,0.0,2.325,0.242,0.317,1.061,0.813,0.343,0.0,0.0,1.628,0.165,0.427,0.375,0.0,0.0,0.907,0.319,0.0
Olfr459,0.527,0.0,1.65,1.032,0.0,0.0,1.376,1.361,0.0,0.331,0.0,0.0,0.0,0.0,3.661,0.93,0.0,0.527,0.0,0.0,1.275,0.0,0.0
Pip,0.745,1.061,0.0,0.487,0.0,0.0,2.432,0.0,0.0,2.812,0.0,0.0,0.0,0.0,1.294,0.0,0.0,0.0,0.0,0.0,0.601,0.0,0.0
