name,337-10_r,337-11_r,337-12_r,337-13_r,337-14_r,337-15_r,337-16_r,337-17_r,337-18_r,337-19_r,337-1_r,337-20_r,337-21_r,337-22_r,337-23_r,337-24_r,337-2_r,337-3_r,337-4_r,337-5_r,337-6_r,337-7_r,337-8_r,337-9_r
ENSMUSE00001398988,140,192,238,68,73,309,159,113,193,187,108,180,71,0,190,113,161,120,163,61,147,114,124,63
ENSMUSE00001442713,9,13,10,8,4,14,10,6,10,7,10,12,5,0,12,0,4,8,12,2,5,13,9,4
ENSMUSE00001405094,8,14,17,2,5,11,5,13,6,8,5,5,5,0,8,8,12,9,8,2,6,1,8,1
ENSMUSE00000774390,2,5,9,7,7,0,7,7,5,2,11,5,5,0,2,1,25,1,13,20,14,6,11,2
ENSMUSE00000275561,2,4,9,7,7,0,7,7,5,2,11,5,5,0,2,1,24,1,13,20,13,6,11,2
ENSMUSE00001312877,2,5,9,7,7,0,7,7,5,2,11,5,5,0,2,1,25,1,13,20,13,6,11,2
ENSMUSE00000678039,1,1,0,1,0,4,1,0,1,1,3,1,0,0,4,1,5,0,2,5,11,5,5,1
ENSMUSE00000439736,1,1,0,1,0,4,1,0,1,1,3,1,0,0,4,1,5,0,2,5,11,5,5,1
ENSMUSE00001429234,1,2,6,3,0,2,6,14,1,2,18,2,7,0,4,3,1,4,4,16,1,3,8,5
ENSMUSE00001441494,12,0,8,13,13,6,9,18,5,6,27,8,12,0,3,6,65,6,9,52,47,11,25,5
ENSMUSE00000947481,57,25,101,88,21,74,74,67,72,53,111,57,64,0,56,50,67,38,52,98,114,31,75,54
ENSMUSE00000622377,82,42,169,104,30,93,120,109,88,67,207,82,93,0,92,87,110,50,75,153,164,48,108,63
ENSMUSE00000777627,184,98,366,171,82,234,304,263,249,154,406,222,199,0,217,214,273,100,162,310,440,119,239,106
ENSMUSE00000712198,163,84,307,134,73,209,268,220,219,127,336,189,175,0,182,192,235,80,138,268,380,102,201,83
ENSMUSE00000830860,19,11,56,26,6,31,47,37,31,15,62,24,35,0,34,36,29,11,25,54,56,18,34,12
ENSMUSE00000960865,16,18,44,24,7,53,39,17,26,21,23,23,8,0,29,31,24,19,20,30,33,24,53,17
ENSMUSE00000127905,13,15,39,22,3,44,36,13,21,15,21,22,7,0,24,30,20,16,18,28,31,22,49,16
ENSMUSE00000622366,11,12,20,9,5,30,23,9,17,11,11,13,3,0,17,17,15,11,13,7,14,13,34,4
ENSMUSE00001012235,5,7,10,2,5,13,7,5,8,6,5,5,1,0,7,4,7,4,6,2,7,4,13,1
ENSMUSE00000752094,0,0,0,2,3,0,0,9,0,0,13,0,3,0,1,0,1,0,1,4,1,1,2,2
ENSMUSE00000894618,78,363,1584,1779,48,579,2267,1860,143,440,3544,1322,1359,0,649,1385,153,332,1677,2373,270,333,2461,1582
ENSMUSE00001305080,77,351,1534,1672,47,553,2205,1729,140,427,3346,1289,1279,0,630,1335,148,318,1627,2270,255,323,2388,1493
ENSMUSE00001311653,59,281,1311,1187,40,461,1843,1214,116,353,2475,1093,868,0,505,1109,113,255,1394,1766,200,248,2030,1010
ENSMUSE00001271997,26,169,669,707,21,270,987,603,64,221,1151,593,451,0,278,595,53,133,695,844,113,140,984,604
ENSMUSE00000766126,155,197,280,158,63,310,245,186,193,157,232,257,132,0,254,204,191,145,212,153,173,109,225,167
ENSMUSE00001252659,241,370,565,225,102,615,527,310,358,327,422,496,231,0,500,360,339,267,402,296,351,228,449,241
ENSMUSE00001240798,195,289,400,199,83,453,386,245,292,243,319,377,182,0,371,281,290,203,309,197,266,167,325,203
ENSMUSE00001264215,47,41,79,45,23,91,59,62,49,50,77,65,34,0,60,49,48,38,48,43,57,29,51,41
ENSMUSE00000516019,39,91,167,26,19,178,155,74,77,85,101,132,52,0,128,86,51,71,95,84,106,64,112,36
ENSMUSE00000882021,30,39,88,19,10,81,68,38,34,42,72,65,37,0,58,45,30,32,50,78,37,30,59,27
ENSMUSE00000892866,27,35,82,15,10,71,64,26,32,39,61,56,34,0,45,43,28,31,45,69,36,24,50,21
ENSMUSE00000827655,119,111,125,170,61,207,115,157,229,136,279,101,125,0,169,62,217,125,76,209,262,86,114,136
ENSMUSE00000752730,95,106,104,146,55,197,102,138,203,124,225,93,107,0,139,62,196,104,65,168,231,66,99,100
ENSMUSE00001266985,1015,1295,1783,754,449,2273,1549,957,1991,1429,1375,1387,796,0,1621,862,1703,842,1461,1145,2147,709,1366,643
ENSMUSE00001303038,137,200,302,115,75,359,247,126,323,190,191,201,88,0,257,126,269,140,208,142,296,114,198,109
ENSMUSE00001288175,506,690,989,349,229,1204,871,523,1015,782,834,787,471,0,850,479,908,465,854,709,1237,370,750,292
ENSMUSE00000946169,3,9,8,2,0,15,4,2,9,6,11,7,5,0,8,3,15,6,9,9,9,4,10,6
ENSMUSE00001218469,225,312,466,129,112,492,367,246,458,345,406,345,197,0,381,214,431,183,407,355,623,177,330,108
ENSMUSE00001371367,2582,2164,5669,4950,944,4927,6209,8649,4573,2893,17076,4268,7194,0,4014,3500,4388,2067,4783,11620,7054,2221,7162,3340
ENSMUSE00000295074,2521,2114,5585,4824,924,4865,6111,8485,4511,2841,16718,4195,7080,0,3934,3448,4318,2020,4710,11437,6922,2181,7064,3265
ENSMUSE00001333311,85,52,94,155,26,117,103,204,106,52,380,70,156,0,90,52,113,59,81,245,168,56,125,123
ENSMUSE00001373522,54,17,46,71,11,48,49,108,43,24,179,34,88,0,44,25,45,25,34,119,69,17,58,52
ENSMUSE00000127887,131,122,222,344,45,251,235,525,240,114,957,151,306,0,178,146,246,114,169,524,344,121,325,230
ENSMUSE00000295054,697,695,1434,1585,235,1505,1661,2134,1322,833,5084,1015,1609,0,1147,862,1182,570,1307,3153,1908,584,2023,1004
ENSMUSE00000127878,79,69,145,174,30,148,142,289,136,77,516,80,154,0,105,108,110,67,121,294,204,71,203,110
ENSMUSE00000295042,232,216,389,398,78,382,434,472,386,224,1030,272,401,0,276,226,337,153,323,702,476,145,497,294
ENSMUSE00001338454,33,44,154,62,14,110,149,132,78,58,292,92,119,0,85,98,88,69,132,231,169,52,171,28
ENSMUSE00000719980,22,78,461,42,23,127,381,79,33,119,129,313,58,0,128,179,97,90,433,113,87,119,343,30
ENSMUSE00001028942,22,78,461,42,23,127,381,82,33,119,129,315,58,0,128,179,97,90,433,113,87,119,344,31
ENSMUSE00000709025,3,3,12,4,3,5,5,1,5,4,13,6,2,0,7,5,3,5,19,9,9,6,11,4
ENSMUSE00000843280,16,74,113,12,13,158,89,7,18,86,23,71,1,0,137,62,36,68,87,19,61,87,101,6
ENSMUSE00000829186,21,104,187,17,21,269,151,12,30,141,31,138,2,0,235,111,62,119,156,24,89,140,148,6
ENSMUSE00000646115,13,59,92,10,11,130,79,5,13,69,17,54,0,0,113,52,29,60,72,13,46,76,75,2
ENSMUSE00001438894,17,90,168,14,21,248,137,10,26,131,24,129,2,0,218,103,55,107,143,22,80,127,131,5
ENSMUSE00000410136,204,253,402,70,71,424,322,176,402,299,114,312,116,0,351,183,394,208,276,123,392,216,241,78
ENSMUSE00000127813,172,210,330,54,57,341,268,145,332,251,82,266,93,0,287,135,340,169,227,99,315,187,195,62
ENSMUSE00000127814,55,74,114,20,19,113,68,31,109,101,37,79,24,0,87,57,113,63,99,30,120,58,63,28
ENSMUSE00000414559,171,126,204,119,67,222,219,193,243,144,263,161,120,0,189,125,248,104,133,168,340,85,154,126
ENSMUSE00000725897,7,9,11,3,4,13,15,16,14,11,13,14,6,0,8,6,19,7,3,9,17,4,6,3
ENSMUSE00001254188,171,126,204,117,67,222,218,192,243,143,263,160,120,0,189,125,248,103,133,168,340,85,153,126
ENSMUSE00000825177,30,18,36,14,6,40,48,28,58,26,33,40,20,0,31,17,50,12,20,25,51,15,20,5
ENSMUSE00001442353,55,39,41,39,30,70,57,69,65,38,91,36,27,0,56,44,60,32,33,48,93,14,43,59
ENSMUSE00000779762,172,704,2640,2512,107,1288,2602,4058,220,826,4304,2440,2540,0,1094,1653,300,572,2518,2826,585,725,2847,2927
ENSMUSE00000789339,4,22,85,94,5,43,91,203,10,28,162,86,124,0,32,54,8,11,78,91,21,31,97,137
ENSMUSE00000777561,2,8,55,61,3,28,55,109,6,20,84,49,67,0,26,33,5,20,55,44,14,15,52,72
ENSMUSE00001273555,162,655,2514,2343,101,1219,2446,3710,204,790,3993,2329,2334,0,1034,1562,282,547,2393,2656,554,672,2688,2703
ENSMUSE00001307325,12,30,89,108,4,61,110,191,14,30,184,81,94,0,43,72,7,22,98,108,19,26,127,132
ENSMUSE00001254718,17,38,120,146,5,72,133,230,16,43,252,113,135,0,58,90,8,37,138,171,29,34,172,168
ENSMUSE00001248167,70,267,1075,1079,35,502,1009,1745,82,346,1893,906,1088,0,399,604,95,225,975,1199,238,275,1056,1208
ENSMUSE00001297569,12,32,93,111,1,49,94,152,12,36,185,90,106,0,43,63,7,30,100,132,23,22,120,124
ENSMUSE00000830916,133,527,1969,2005,78,924,1906,3229,150,641,3458,1773,2027,0,797,1212,207,439,1830,2343,436,542,2052,2347
ENSMUSE00000753476,14,83,386,157,13,169,360,154,29,89,193,393,125,0,164,226,68,67,403,141,84,86,441,132
ENSMUSE00001277252,3,11,65,18,3,29,52,21,6,15,23,59,22,0,31,29,19,4,47,18,14,17,60,9
ENSMUSE00000711248,8,51,79,4,1,133,165,2,7,31,6,41,4,0,79,105,10,29,36,1,4,41,108,7
ENSMUSE00001267553,7,47,77,4,1,127,156,2,7,28,6,40,4,0,74,99,9,27,34,1,3,39,101,6
ENSMUSE00000467472,5,22,42,1,1,80,85,2,6,17,6,22,2,0,45,62,5,14,20,0,2,20,62,6
ENSMUSE00000810011,2,13,17,1,0,45,50,2,4,10,4,10,1,0,22,29,3,7,12,0,1,12,30,0
ENSMUSE00000730529,243,166,305,239,83,324,318,385,433,159,514,220,349,0,241,204,357,123,199,463,511,118,293,171
ENSMUSE00000127824,614,513,1297,778,220,1171,1211,1327,1028,623,2039,824,1200,0,852,665,891,456,803,1986,1564,487,1232,473
ENSMUSE00000729953,149,134,254,152,48,265,253,286,271,122,312,141,257,0,194,149,211,93,152,335,312,80,226,113
ENSMUSE00000127821,484,414,1112,637,185,953,1030,1100,789,541,1758,696,988,0,697,543,693,387,676,1734,1303,420,1061,363
ENSMUSE00001436576,150,111,277,196,44,267,263,306,254,139,531,169,292,0,194,142,233,92,177,486,363,115,264,130
ENSMUSE00000646085,203,159,237,1369,107,316,406,1348,290,196,1367,157,1216,0,268,242,276,103,169,1413,396,187,387,1201
ENSMUSE00000740037,201,149,232,1306,101,306,391,1272,277,191,1278,151,1147,0,262,233,268,97,163,1319,385,180,376,1139
ENSMUSE00001164298,5,4,16,16,6,14,14,17,5,7,18,7,23,0,16,9,8,15,5,18,16,3,9,10
ENSMUSE00000127753,520,414,739,416,223,768,606,661,989,414,772,522,541,0,522,376,815,284,493,783,1104,287,600,296
ENSMUSE00001441251,192,138,262,167,84,271,172,198,388,132,243,160,161,0,141,131,293,90,149,189,342,86,186,99
ENSMUSE00001438488,48,26,41,38,29,60,25,41,99,22,45,30,37,0,36,21,70,18,36,42,73,22,34,23
ENSMUSE00001437469,100,56,106,65,40,107,66,71,178,46,93,63,70,0,65,49,142,45,64,79,144,42,70,45
ENSMUSE00001437098,302,242,408,239,116,420,288,286,592,211,338,278,251,0,268,220,475,175,230,291,604,147,305,167
ENSMUSE00001439721,87,67,150,72,32,147,108,88,170,71,127,94,73,0,66,75,143,51,67,88,163,40,98,42
ENSMUSE00000292913,237,208,324,180,95,339,262,268,452,195,260,234,217,0,267,182,368,148,216,313,551,148,255,145
ENSMUSE00001440100,65,72,94,40,21,92,79,51,126,53,61,69,51,0,83,56,110,48,63,69,170,44,63,40
ENSMUSE00001439252,203,158,305,171,97,319,298,361,367,188,414,226,278,0,227,137,311,103,245,469,471,120,281,121
ENSMUSE00001443501,189,134,251,165,87,272,269,351,339,154,391,198,261,0,202,123,272,94,217,437,408,100,252,119
ENSMUSE00001440189,67,46,121,65,26,104,110,145,118,69,187,104,120,0,70,44,109,37,92,191,146,37,107,38
ENSMUSE00000292526,4,23,22,30,5,47,22,38,11,29,23,21,27,0,23,15,8,23,21,17,15,18,15,30
ENSMUSE00000368831,4,23,22,29,5,47,22,38,11,28,23,21,27,0,23,15,8,23,21,17,15,18,15,28
ENSMUSE00001360514,0,13,11,11,3,17,8,5,6,14,9,8,10,0,9,8,3,7,8,5,3,4,11,6
ENSMUSE00001361414,1,10,10,9,2,22,8,12,5,8,5,6,7,0,6,4,1,11,9,9,4,4,6,12
ENSMUSE00001361087,1,8,10,7,2,20,8,9,5,6,5,5,5,0,6,4,1,11,7,9,4,3,5,12
ENSMUSE00000292519,4,9,13,18,1,28,14,32,5,14,14,13,17,0,12,6,4,15,13,12,7,12,5,20
ENSMUSE00001358986,4,8,11,18,2,20,14,28,4,14,12,10,14,0,10,6,5,9,11,10,8,12,4,20
ENSMUSE00001360837,4,5,8,13,2,10,11,24,3,11,10,9,11,0,9,6,3,6,6,6,7,11,4,16
ENSMUSE00000128009,973,934,2107,1330,366,1971,2047,3071,1661,1042,3936,1393,2686,0,1386,1168,1547,819,1624,2863,2129,692,2043,929
ENSMUSE00001436636,973,934,2107,1330,366,1971,2047,3071,1661,1042,3936,1393,2686,0,1386,1168,1547,819,1624,2863,2129,692,2043,929
ENSMUSE00001436974,628,649,1574,821,242,1398,1434,2137,1126,711,2984,1005,1981,0,958,820,1070,565,1118,2180,1489,500,1442,580
ENSMUSE00001443023,84,103,298,148,37,238,286,405,164,107,814,190,366,0,149,142,176,80,204,491,232,84,240,93
ENSMUSE00001441673,34,44,158,70,13,119,138,236,71,53,471,98,206,0,78,79,81,40,103,280,100,31,134,47
ENSMUSE00000392334,3,1,0,2,9,4,0,4,2,1,9,2,0,0,1,0,21,1,8,12,19,12,3,0
ENSMUSE00001443750,0,0,0,2,6,3,0,2,2,0,6,1,0,0,0,0,14,1,3,8,15,5,1,0
ENSMUSE00000831512,169,144,107,150,82,232,84,263,288,151,241,80,218,0,135,51,228,113,80,216,281,75,97,125
ENSMUSE00001264349,169,144,107,150,82,232,84,263,288,151,241,80,218,0,135,51,228,113,80,216,281,75,97,125
ENSMUSE00000821161,48,33,33,40,25,58,21,75,76,41,56,20,58,0,34,15,69,35,22,49,81,22,30,21
ENSMUSE00000736987,75,70,41,58,32,97,41,122,134,56,119,36,105,0,57,17,90,50,41,92,123,24,43,57
ENSMUSE00000779826,239,148,187,113,96,288,167,57,352,174,93,173,32,0,214,116,346,130,128,58,359,127,115,79
ENSMUSE00000801820,218,139,174,97,91,269,160,47,321,162,78,164,26,0,197,107,326,118,114,55,332,115,100,67
ENSMUSE00001233295,156,100,136,49,68,210,117,27,224,113,47,121,19,0,134,85,237,85,77,35,240,75,66,39
ENSMUSE00000723900,44,26,34,22,16,45,36,12,64,26,21,35,9,0,30,21,67,24,19,16,52,20,18,21
ENSMUSE00001235620,133,85,117,44,60,184,96,25,185,99,42,97,17,0,116,70,193,69,64,29,207,61,56,29
ENSMUSE00000402122,1,0,0,2,6,2,1,4,1,0,3,0,1,0,0,0,7,0,4,12,11,1,6,1
ENSMUSE00000709949,15,5,3,9,9,7,4,3,13,10,6,8,2,0,3,5,12,8,4,11,21,3,8,9
ENSMUSE00001439349,4,4,4,3,1,11,1,5,10,4,7,3,2,0,1,0,7,3,3,2,7,1,2,3
ENSMUSE00000404618,156,115,213,121,71,231,180,146,245,144,203,134,94,0,165,92,247,120,117,169,330,123,108,85
ENSMUSE00000409484,56,22,141,46,19,51,99,113,40,17,119,83,107,0,39,107,84,22,95,99,90,27,130,54
ENSMUSE00000855582,1745,2019,4926,2277,645,4074,4337,4255,3272,2321,5558,3421,3559,0,2987,2041,2746,1560,3530,4309,3892,1292,3517,1760
ENSMUSE00001298801,1733,2017,4923,2273,635,4071,4335,4250,3269,2319,5540,3413,3559,0,2986,2038,2716,1558,3523,4297,3862,1284,3502,1757
ENSMUSE00001284214,1170,1438,3431,1654,395,2964,3040,2893,2196,1572,3468,2234,2379,0,2071,1478,1773,1019,2558,2724,2538,818,2541,1211
ENSMUSE00001210982,144,222,458,309,65,420,481,499,279,219,554,284,392,0,278,223,224,112,364,399,329,101,380,205
ENSMUSE00001301235,29,65,158,106,21,149,169,148,81,59,205,101,130,0,104,79,59,39,124,129,114,31,137,62
ENSMUSE00000931052,94,125,237,174,38,223,229,262,153,111,299,148,227,0,141,126,131,67,196,217,181,54,211,115
ENSMUSE00001307157,402,546,1249,698,118,1097,1083,1140,713,555,1229,784,879,0,732,539,585,350,981,1065,843,268,1009,456
ENSMUSE00001237354,107,132,340,178,35,309,300,311,214,172,338,249,228,0,220,146,165,103,317,268,249,60,284,127
ENSMUSE00001239453,154,218,559,255,39,470,462,457,278,233,478,347,305,0,314,249,252,154,443,461,361,122,426,161
ENSMUSE00000868578,25,53,113,56,3,82,82,100,52,33,86,74,61,0,62,48,49,33,70,80,63,17,72,34
ENSMUSE00001206281,67,93,283,106,15,209,230,194,113,97,184,160,138,0,137,116,110,61,188,177,150,51,178,62
ENSMUSE00000857718,65,69,202,86,12,153,137,119,65,58,140,96,88,0,78,78,71,41,129,128,91,40,116,41
ENSMUSE00000563791,3,3,5,6,0,3,0,2,3,3,11,7,0,0,2,4,2,2,15,6,5,4,2,3
ENSMUSE00001438313,60,39,137,63,31,86,88,101,42,52,164,62,57,0,50,71,49,40,98,90,63,37,62,67
ENSMUSE00000704329,32,11,16,33,77,20,21,60,43,9,122,12,17,0,15,8,243,14,36,197,208,57,88,17
ENSMUSE00000704327,30,11,16,33,76,20,21,58,43,9,121,12,16,0,15,8,234,13,36,192,201,57,87,17
ENSMUSE00000506617,30,11,16,33,76,20,21,58,43,9,121,12,16,0,15,8,232,13,36,190,199,57,87,17
ENSMUSE00001357833,1,1,1,3,2,0,1,3,7,0,7,0,1,0,2,0,27,0,3,36,19,4,6,1
ENSMUSE00001440042,4,1,3,5,5,0,2,3,2,3,15,2,0,0,1,1,30,0,5,20,19,8,8,3
ENSMUSE00000474400,3,2,0,1,8,0,0,4,2,0,2,0,1,0,1,0,20,1,0,15,23,2,6,2
ENSMUSE00000503437,4,2,3,0,5,4,1,2,0,0,13,0,6,0,3,0,20,2,4,8,25,7,6,6
ENSMUSE00000502428,4,2,3,0,5,4,1,2,0,0,11,0,6,0,3,0,17,2,4,8,22,7,6,6
ENSMUSE00000645889,1,0,3,5,0,4,5,4,2,0,8,8,2,0,1,4,18,2,7,5,15,5,4,2
ENSMUSE00000766747,1,0,3,5,0,4,5,2,2,0,8,8,2,0,0,4,18,1,7,4,14,5,2,2
ENSMUSE00001244950,1,0,3,5,0,4,5,2,2,0,8,8,1,0,0,4,16,1,7,4,14,5,2,2
ENSMUSE00000265878,150,100,214,205,85,212,305,191,180,121,245,190,117,0,165,206,210,83,168,223,294,135,272,178
ENSMUSE00001317762,11,6,19,10,5,11,34,11,11,5,21,19,17,0,13,22,30,10,11,9,31,10,22,16
ENSMUSE00000844046,0,1,70,3,4,2,33,1,3,3,3,47,5,0,2,14,6,4,73,7,4,4,20,1
ENSMUSE00000366961,176,134,350,226,55,114,359,187,344,195,197,348,364,0,104,304,384,178,279,275,228,95,276,153
ENSMUSE00001451140,8,0,11,3,7,5,6,7,15,4,11,9,6,0,5,3,41,5,12,25,51,11,19,2
ENSMUSE00000996594,3,0,7,3,4,5,5,4,9,2,2,7,3,0,2,1,14,2,5,8,20,4,12,2
ENSMUSE00000621943,363,309,685,25,152,618,636,42,707,454,59,509,46,0,553,384,674,308,438,55,758,274,611,14
ENSMUSE00000127656,352,296,686,48,155,591,633,74,691,440,101,499,56,0,526,372,694,292,433,106,765,284,608,31
ENSMUSE00000809306,310,265,601,22,133,534,542,36,619,405,55,429,44,0,459,328,590,253,374,48,652,243,530,13
ENSMUSE00000761287,455,532,1847,685,191,1249,1253,1191,802,720,2325,1410,1083,0,857,684,817,580,1405,1748,1307,541,1216,527
ENSMUSE00000789447,83,85,232,123,22,196,161,128,142,102,203,170,155,0,122,91,120,74,172,132,178,91,156,98
ENSMUSE00000739129,23,34,97,24,11,77,69,42,43,35,36,79,37,0,43,30,50,35,72,44,52,37,56,26
ENSMUSE00000383733,359,442,1593,555,166,1029,1074,1049,639,607,2108,1224,916,0,720,577,678,496,1215,1604,1112,442,1051,414
ENSMUSE00000820554,267,319,1165,328,127,757,790,697,472,449,1191,865,594,0,530,421,484,370,865,862,825,318,752,266
ENSMUSE00000736462,222,264,1030,388,105,665,680,738,392,365,1661,772,634,0,439,365,383,296,734,1259,694,278,651,277
ENSMUSE00000723730,557,723,2642,1156,309,1465,2614,2232,875,729,3090,1758,1782,0,1052,1417,946,531,1835,2186,1302,513,2194,802
ENSMUSE00000831878,49,45,151,114,19,103,211,225,43,56,310,130,164,0,78,126,60,22,123,160,92,34,149,71
ENSMUSE00000745133,26,37,113,63,11,69,135,139,29,43,179,99,91,0,50,88,35,21,89,96,55,18,118,39
ENSMUSE00001303627,176,214,613,348,168,384,632,555,227,203,650,427,407,0,271,423,283,208,459,421,292,178,524,260
ENSMUSE00000563634,506,669,2457,1028,287,1363,2376,1967,824,672,2712,1601,1605,0,973,1284,880,509,1692,2002,1194,478,2028,710
ENSMUSE00001312963,32,57,177,101,10,118,190,220,69,42,270,114,139,0,70,112,69,30,144,160,90,22,156,40
ENSMUSE00001250321,80,101,401,175,9,215,346,321,122,81,489,212,283,0,153,166,121,57,242,308,166,41,294,114
ENSMUSE00000820847,42,49,184,87,3,94,139,156,50,37,205,78,142,0,66,74,62,21,116,135,64,16,128,60
ENSMUSE00000828238,56,83,379,158,17,185,349,280,93,100,470,189,292,0,145,152,91,47,219,312,151,29,254,106
ENSMUSE00000840421,112,157,629,239,51,320,625,421,190,174,822,378,361,0,262,269,174,98,427,560,304,71,478,126
ENSMUSE00000743626,109,149,515,197,48,263,488,354,179,140,682,320,289,0,210,234,162,88,378,471,259,77,430,102
ENSMUSE00001222604,78,102,357,149,36,179,320,257,121,90,463,225,198,0,157,180,116,59,256,312,183,63,301,76
ENSMUSE00000794639,107,121,542,195,40,294,556,511,197,161,531,404,397,0,200,314,239,109,347,504,323,133,468,159
ENSMUSE00000521789,1,4,19,4,3,8,13,19,3,4,11,13,11,0,6,11,10,3,9,14,6,2,20,8
ENSMUSE00000718112,44,17,19,16,13,21,22,34,34,17,48,20,20,0,10,5,41,15,8,20,69,12,10,10
ENSMUSE00000719662,667,650,1003,383,262,1178,573,774,1153,680,1192,659,603,0,759,340,880,468,543,908,1223,314,452,306
ENSMUSE00000726729,196,149,229,107,87,241,105,197,248,161,255,138,188,0,169,85,214,108,122,169,271,85,83,92
ENSMUSE00001218691,523,551,833,304,198,997,485,587,981,564,983,561,445,0,613,277,723,389,445,799,988,253,375,243
ENSMUSE00000768425,359,387,605,224,125,761,387,424,699,401,761,421,321,0,454,211,514,280,338,599,710,170,291,178
ENSMUSE00001298980,150,210,346,112,57,387,200,202,296,189,445,230,160,0,211,117,224,132,188,314,350,65,173,82
ENSMUSE00000876419,1139,1344,3429,649,347,2952,2104,1447,2017,1518,2237,2238,1126,0,1888,938,1697,1048,2192,1830,2508,825,1796,427
ENSMUSE00000127634,1110,1325,3327,621,339,2893,2064,1386,1960,1493,2108,2184,1084,0,1845,921,1653,1019,2130,1768,2416,806,1742,417
ENSMUSE00001222381,134,165,445,85,43,317,234,168,171,175,287,250,116,0,234,94,191,163,314,205,260,112,216,58
ENSMUSE00000906243,203,219,579,142,52,504,342,287,286,279,456,359,208,0,327,160,260,189,421,348,397,153,313,85
ENSMUSE00000902353,206,313,714,142,88,680,438,392,444,327,394,442,320,0,437,193,381,196,456,366,456,177,426,108
ENSMUSE00001441167,85,57,188,39,41,125,98,89,106,80,146,114,40,0,95,62,120,76,138,138,168,64,84,41
ENSMUSE00000621841,486,505,1366,423,148,1051,1121,554,625,811,1031,1147,471,0,931,703,762,628,1133,775,1005,592,1256,283
ENSMUSE00000621839,486,505,1366,423,148,1051,1121,554,625,811,1031,1147,471,0,931,703,762,628,1133,775,1005,592,1256,283
ENSMUSE00000760543,412,427,1153,348,122,885,942,510,534,703,931,989,420,0,804,587,640,513,986,703,878,493,1058,229
ENSMUSE00001206025,408,417,1139,344,122,873,931,506,528,687,927,972,418,0,793,577,628,508,978,697,863,482,1056,228
ENSMUSE00001439364,29,0,4,14,57,10,3,32,31,5,79,2,2,0,9,9,204,8,20,105,169,41,65,8
ENSMUSE00001385853,4,2,2,7,29,6,4,10,13,5,30,1,4,0,5,2,66,3,9,46,60,19,23,6
ENSMUSE00001382994,1,1,2,5,27,3,4,7,11,4,26,1,4,0,5,1,44,3,8,35,45,14,16,5
ENSMUSE00001334305,0,1,3,3,0,2,1,7,1,1,14,0,1,0,1,0,3,1,1,16,6,1,0,6
ENSMUSE00000704242,523,854,3113,1136,285,2134,2595,1441,1013,1317,3363,2263,931,0,1675,1294,1072,812,2371,2837,1479,905,2871,661
ENSMUSE00000352554,512,839,3066,1109,277,2090,2558,1408,996,1298,3307,2235,903,0,1638,1275,1056,804,2342,2796,1461,883,2827,642
ENSMUSE00001440262,73,134,299,78,44,248,264,106,120,140,221,270,76,0,232,140,143,93,207,240,175,103,270,47
ENSMUSE00001438126,20,16,39,28,8,39,34,20,25,21,43,27,13,0,23,19,34,9,23,44,27,16,42,8
ENSMUSE00000704215,470,622,2190,985,192,1284,2377,1000,811,648,1982,1490,664,0,981,1302,709,470,1507,1365,1231,500,2284,619
ENSMUSE00001315436,5,6,24,16,2,14,8,14,3,4,33,11,6,0,5,10,4,2,9,12,15,3,8,12
ENSMUSE00001438149,71,78,296,129,39,170,286,124,116,78,248,201,74,0,124,171,114,48,172,146,169,58,265,88
ENSMUSE00000423422,179,259,844,287,82,512,932,406,322,279,701,572,313,0,370,505,286,175,510,543,484,161,832,213
ENSMUSE00001030169,13,3,11,11,9,8,12,18,6,1,41,11,8,0,3,5,75,3,23,43,44,12,29,12
ENSMUSE00001092522,13,3,11,11,9,8,12,18,6,1,41,11,8,0,3,5,75,3,23,43,44,12,29,12
ENSMUSE00001439977,5,3,5,5,2,5,3,15,2,1,15,7,4,0,0,4,28,0,6,22,16,3,15,11
ENSMUSE00000129396,78,101,475,241,53,305,490,509,164,147,1013,342,370,0,230,297,152,119,344,761,239,137,507,150
ENSMUSE00000716996,78,101,475,241,53,305,490,509,164,147,1013,342,370,0,230,297,152,119,344,761,239,137,507,150
ENSMUSE00001440978,78,101,475,241,53,305,490,509,164,147,1013,342,370,0,228,297,152,119,344,761,239,137,507,150
ENSMUSE00000779456,77,101,472,238,51,301,487,503,162,145,1004,340,368,0,226,296,151,118,341,757,233,136,502,148
ENSMUSE00000785108,22,24,125,70,18,79,121,118,50,35,284,91,91,0,63,78,42,40,91,208,68,38,149,40
ENSMUSE00001440003,7,4,4,12,10,3,2,18,6,2,23,3,6,0,3,3,62,1,4,44,55,15,20,8
ENSMUSE00001442002,662,497,1530,476,275,1153,1084,544,992,778,1434,1169,467,0,891,605,974,493,939,1093,1562,412,934,324
ENSMUSE00000621461,660,493,1515,474,275,1146,1078,542,986,767,1425,1163,463,0,886,600,964,489,934,1090,1544,409,929,320
ENSMUSE00001264115,648,476,1431,453,274,1106,1043,530,952,740,1380,1114,455,0,855,586,934,470,890,1064,1489,391,881,310
ENSMUSE00001277400,645,475,1419,452,273,1097,1041,527,949,739,1374,1109,455,0,851,584,931,469,886,1059,1482,390,870,309
ENSMUSE00001439606,25,28,91,44,12,75,65,61,60,50,163,76,46,0,63,33,48,22,49,147,90,19,58,30
ENSMUSE00000345980,61,458,1218,346,30,1116,1068,598,70,462,962,674,445,0,648,526,75,372,768,693,161,329,837,147
